episode,step,agent0_rew,agent1_rew
1000, 49950, -79.83392039967012, -81.89855275642302
2000, 99950, -118.39162934153104, -131.77940130761675
3000, 149950, -68.39082556607906, -61.39715065536379
4000, 199950, -63.529981883415914, -58.3768059455952
5000, 249950, -43.97158133264099, -57.20409563411228
6000, 299950, -44.40848435929761, -52.95221352408945
7000, 349950, -43.121510490845466, -52.58771009442375
8000, 399950, -37.728912797718515, -49.38735235849593
9000, 449950, -37.51449975010453, -46.16316391780635
10000, 499950, -39.62855068910603, -46.2638314557308
11000, 549950, -52.9579722906962, -37.941390398799705
12000, 599950, -42.114956917036736, -35.69256433909483
13000, 649950, -38.75709269975916, -30.01906907832347
14000, 699950, -39.45152997757791, -35.08386704583916
15000, 749950, -37.688535467794516, -37.19077152478988
16000, 799950, -41.5214146602059, -42.283587882615386
17000, 849950, -41.34005278201561, -38.72270189092442
18000, 899950, -39.473881472228705, -46.98592588584281
19000, 949950, -35.2113703331826, -33.88449316558491
20000, 999950, -38.66013183979397, -30.48641041477984
21000, 1049950, -37.73019744802437, -36.37524284892407
22000, 1099950, -35.84660423905759, -33.75911220000677
23000, 1149950, -38.51888757256151, -32.7078530059825
24000, 1199950, -35.415159171661884, -78.05518559535656
25000, 1249950, -39.566024369075826, -34.332625384560814
26000, 1299950, -54.880209468743374, -46.41261623309505
27000, 1349950, -40.27755179590867, -28.910807161449732
28000, 1399950, -36.48570082780687, -38.06323875768928
29000, 1449950, -46.35124671238193, -29.7675940252633
30000, 1499950, -35.828046967563104, -27.538681148422338
31000, 1549950, -50.444711103345035, -32.26853794907623
32000, 1599950, -39.147261886335805, -31.331322169911452
33000, 1649950, -41.30582638685711, -33.04214878353637
34000, 1699950, -41.906531269928884, -30.482244581959286
35000, 1749950, -45.780393702488176, -25.728244144398687
36000, 1799950, -36.33142643500261, -28.190547147526157
37000, 1849950, -32.55057671727565, -32.197876621822026
38000, 1899950, -35.04942164633504, -44.21688564860536
39000, 1949950, -31.244919083522685, -54.46414068713684
40000, 1999950, -45.571718461704734, -35.24957731199966
