episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 25408, 2.91, 2.91, 2.91, -9.26142812274069
2000, 52660, 4.03, 4.03, 4.03, -8.134680656712185
3000, 81885, 5.5, 5.5, 5.5, -6.209058587788628
4000, 113217, 44.56, 44.56, 44.56, -49.23395867489684
5000, 146916, 25.93, 25.93, 25.93, -45.01464351791902
6000, 182997, 20.89, 20.89, 20.89, -28.23225537233091
7000, 221756, 24.76, 24.76, 24.76, -30.320871830578255
8000, 263306, 27.28, 27.28, 27.28, -32.9982601410125
9000, 307869, 29.73, 29.73, 29.73, -40.36415062324438
10000, 355637, 33.43, 33.43, 33.43, -46.48594698843426
11000, 406940, 40.61, 40.61, 40.61, -55.334336662250166
12000, 461923, 47.73, 47.73, 47.73, -63.14301654013149
13000, 520889, 63.15, 63.15, 63.15, -82.05317542263533
14000, 584098, 59.01, 59.01, 59.01, -86.32972020127528
15000, 651925, 52.75, 52.75, 52.75, -84.96638896940611
16000, 724634, 50.54, 50.54, 50.54, -79.95549682343943
17000, 802600, 55.03, 55.03, 55.03, -84.12740046223739
18000, 886188, 48.65, 48.65, 48.65, -83.17962619926216
19000, 975835, 53.71, 53.71, 53.71, -86.93961030392803
20000, 1071923, 55.29, 55.29, 55.29, -88.5350610998161
21000, 1174970, 52.35, 52.35, 52.35, -84.55602716744075
22000, 1285436, 51.9, 51.9, 51.9, -85.36728258593541
23000, 1403866, 56.49, 56.49, 56.49, -94.41189718939566
24000, 1530832, 57.27, 57.27, 57.27, -97.09340903007183
25000, 1666959, 59.36, 59.36, 59.36, -98.87761747139506
26000, 1812882, 65.24, 65.24, 65.24, -105.31324228347326
27000, 1969314, 67.49, 67.49, 67.49, -109.85993678482205
28000, 2137004, 69.9, 69.9, 69.9, -114.96562968178961
29000, 2316778, 75.09, 75.09, 75.09, -119.17653644702104
30000, 2509476, 73.3, 73.3, 73.3, -117.78670503265295
31000, 2709475, 83.5, 83.5, 83.5, -138.52323405244937
32000, 2909475, 90.19, 90.19, 90.19, -150.2057385282653
33000, 3109475, 93.21, 93.21, 93.21, -158.6492043963765
34000, 3309475, 93.88, 93.88, 93.88, -158.7696409033696
35000, 3509475, 92.42, 92.42, 92.42, -162.84935504721216
36000, 3709475, 95.02, 95.02, 95.02, -161.71277201182474
37000, 3909475, 97.92, 97.92, 97.92, -163.32915218055493
38000, 4109475, 101.83, 101.83, 101.83, -172.68964456591252
39000, 4309475, 99.11, 99.11, 99.11, -172.70420788373482
40000, 4509475, 98.7, 98.7, 98.7, -166.8656723645325
41000, 4709475, 92.64, 92.64, 92.64, -150.45088687510238
42000, 4909475, 102.69, 102.69, 102.69, -172.35290422539006
43000, 5109475, 96.55, 96.55, 96.55, -157.12402857662033
44000, 5309475, 105.43, 105.43, 105.43, -168.0732190077574
45000, 5509475, 106.14, 106.14, 106.14, -172.47999610711278
46000, 5709475, 107.92, 107.92, 107.92, -180.24082685922795
47000, 5909475, 110.9, 110.9, 110.9, -183.42601852400117
48000, 6109475, 112.53, 112.53, 112.53, -184.4216300251709
49000, 6309475, 112.53, 112.53, 112.53, -180.80988704149553
50000, 6509475, 110.45, 110.45, 110.45, -173.50929085668787
51000, 6709475, 113.52, 113.52, 113.52, -176.11729533515026
52000, 6909475, 118.17, 118.17, 118.17, -181.34880696085943
53000, 7109475, 110.67, 110.67, 110.67, -172.21481141549813
54000, 7309475, 114.74, 114.74, 114.74, -175.67584857942157
55000, 7509475, 109.25, 109.25, 109.25, -165.2183069070239
56000, 7709475, 121.12, 121.12, 121.12, -190.28007413865703
57000, 7909475, 120.45, 120.45, 120.45, -188.84350163607385
58000, 8109475, 124.5, 124.5, 124.5, -195.1089639567171
59000, 8309475, 120.11, 120.11, 120.11, -189.3822955780828
60000, 8509475, 109.98, 109.98, 109.98, -176.9883210378789
61000, 8709475, 119.52, 119.52, 119.52, -188.54451773207998
62000, 8909475, 113.31, 113.31, 113.31, -183.73684670199782
63000, 9109475, 123.26, 123.26, 123.26, -195.19182731040084
64000, 9309475, 117.73, 117.73, 117.73, -192.94119795779275
65000, 9509475, 118.56, 118.56, 118.56, -190.50550752459864
66000, 9709475, 110.61, 110.61, 110.61, -176.17574183149682
67000, 9909475, 113.05, 113.05, 113.05, -184.1316304928857
68000, 10109475, 106.6, 106.6, 106.6, -173.73516335192667
69000, 10309475, 103.08, 103.08, 103.08, -165.06739726738624
70000, 10509475, 94.44, 94.44, 94.44, -158.25837241863144
71000, 10709475, 102.38, 102.38, 102.38, -160.9557716747952
72000, 10909475, 113.68, 113.68, 113.68, -178.3813611290281
73000, 11109475, 115.39, 115.39, 115.39, -182.2033908243892
74000, 11309475, 110.54, 110.54, 110.54, -176.05304843955608
75000, 11509475, 115.7, 115.7, 115.7, -180.3497000474513
76000, 11709475, 105.13, 105.13, 105.13, -170.3573946287925
77000, 11909475, 113.16, 113.16, 113.16, -176.83487482227568
78000, 12109475, 110.34, 110.34, 110.34, -175.2435275708027
79000, 12309475, 112.31, 112.31, 112.31, -172.98106707165653
80000, 12509475, 103.86, 103.86, 103.86, -177.39906697082588
