episode,step,total_reward
1000, 25408, -0.531428
2000, 52660, 3.955319
3000, 81885, 10.290941
4000, 113217, 84.446041
5000, 146916, 32.775356
6000, 182997, 34.437745
7000, 221756, 43.959128
8000, 263306, 48.841740
9000, 307869, 48.825849
10000, 355637, 53.804053
11000, 406940, 66.495663
12000, 461923, 80.046983
13000, 520889, 107.396825
14000, 584098, 90.700280
15000, 651925, 73.283611
16000, 724634, 71.664503
17000, 802600, 80.962600
18000, 886188, 62.770374
19000, 975835, 74.190390
20000, 1071923, 77.334939
21000, 1174970, 72.493973
22000, 1285436, 70.332717
23000, 1403866, 75.058103
24000, 1530832, 74.716591
25000, 1666959, 79.202383
26000, 1812882, 90.406758
27000, 1969314, 92.610063
28000, 2137004, 94.734370
29000, 2316778, 106.093464
30000, 2509476, 102.113295
31000, 2709475, 111.976766
32000, 2909475, 120.364261
33000, 3109475, 120.980796
34000, 3309475, 122.870359
35000, 3509475, 114.410645
36000, 3709475, 123.347228
37000, 3909475, 130.430848
38000, 4109475, 132.800355
39000, 4309475, 124.625792
40000, 4509475, 129.234328
41000, 4709475, 127.469113
42000, 4909475, 135.717096
43000, 5109475, 132.525971
44000, 5309475, 148.216781
45000, 5509475, 145.940004
46000, 5709475, 143.519173
47000, 5909475, 149.273981
48000, 6109475, 153.168370
49000, 6309475, 156.780113
50000, 6509475, 157.840709
51000, 6709475, 164.442705
52000, 6909475, 173.161193
53000, 7109475, 159.795189
54000, 7309475, 168.544151
55000, 7509475, 162.531693
56000, 7709475, 173.079926
57000, 7909475, 172.506498
58000, 8109475, 178.391036
59000, 8309475, 170.947704
60000, 8509475, 152.951679
61000, 8709475, 170.015482
62000, 8909475, 156.193153
63000, 9109475, 174.588173
64000, 9309475, 160.248802
65000, 9509475, 165.174492
66000, 9709475, 155.654258
67000, 9909475, 155.018370
68000, 10109475, 146.064837
69000, 10309475, 144.172603
70000, 10509475, 125.061628
71000, 10709475, 146.184228
72000, 10909475, 162.658639
73000, 11109475, 163.966609
74000, 11309475, 155.566952
75000, 11509475, 166.750300
76000, 11709475, 145.032605
77000, 11909475, 162.645125
78000, 12109475, 155.776472
79000, 12309475, 163.948933
80000, 12509475, 134.180933
