episode,step,total_reward
1000, 25408, -0.983734
2000, 52660, -6.317417
3000, 81885, 10.812889
4000, 113217, 57.975692
5000, 146916, 124.066654
6000, 182997, 75.868883
7000, 221756, 44.851891
8000, 263306, 38.350737
9000, 307869, 34.227260
10000, 355637, 38.968566
11000, 406940, 31.918248
12000, 461923, 30.328545
13000, 520889, 31.006134
14000, 584098, 34.880391
15000, 651925, 36.262062
16000, 724634, 37.485278
17000, 802600, 44.527518
18000, 886188, 47.513334
19000, 975835, 87.936921
20000, 1071923, 126.972842
21000, 1174970, 96.094225
22000, 1285436, 9.510287
23000, 1403866, 57.762199
24000, 1530832, 64.838916
25000, 1666959, 72.185960
26000, 1812882, 84.391499
27000, 1969314, 74.628809
28000, 2137004, 66.919840
29000, 2316778, 64.361502
30000, 2509476, 83.276716
31000, 2709475, 73.664439
32000, 2909475, 91.500349
33000, 3109475, 114.912529
34000, 3309475, 90.151127
35000, 3509475, 96.878850
36000, 3709475, 90.549742
37000, 3909475, 86.474301
38000, 4109475, 81.141782
39000, 4309475, 102.171375
40000, 4509475, 115.853018
41000, 4709475, 112.567709
42000, 4909475, 92.620309
43000, 5109475, 95.938556
44000, 5309475, 111.368262
45000, 5509475, 113.943048
46000, 5709475, 109.692030
47000, 5909475, 107.671334
48000, 6109475, 118.770863
49000, 6309475, 122.073354
50000, 6509475, 123.601332
51000, 6709475, 125.044053
52000, 6909475, 133.713839
53000, 7109475, 124.842955
54000, 7309475, 135.469040
55000, 7509475, 135.841038
56000, 7709475, 129.705187
57000, 7909475, 140.214234
58000, 8109475, 145.099461
59000, 8309475, 138.302853
60000, 8509475, 145.820386
61000, 8709475, 152.416303
62000, 8909475, 145.558310
63000, 9109475, 150.027770
64000, 9309475, 146.187781
65000, 9509475, 137.656294
66000, 9709475, 144.397752
67000, 9909475, 130.942533
68000, 10109475, 146.872160
69000, 10309475, 152.566992
70000, 10509475, 146.711607
71000, 10709475, 153.195068
72000, 10909475, 168.338592
73000, 11109475, 157.147738
74000, 11309475, 156.351510
75000, 11509475, 158.450903
76000, 11709475, 169.349291
77000, 11909475, 159.999510
78000, 12109475, 165.607147
79000, 12309475, 177.196601
80000, 12509475, 157.762812
