episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 25408, 2.67, 2.67, 2.67, -8.99373431784765
2000, 52660, 4.21, 4.21, 4.21, -18.947417249482623
3000, 81885, 5.86, 5.86, 5.86, -6.767111031680952
4000, 113217, 30.74, 30.74, 30.74, -34.24430847002524
5000, 146916, 67.4, 67.4, 67.4, -78.13334573870996
6000, 182997, 49.34, 49.34, 49.34, -72.15111668720115
7000, 221756, 31.05, 31.05, 31.05, -48.29810883929738
8000, 263306, 24.73, 24.73, 24.73, -35.83926263622193
9000, 307869, 22.83, 22.83, 22.83, -34.26273983679154
10000, 355637, 25.04, 25.04, 25.04, -36.15143391022486
11000, 406940, 22.79, 22.79, 22.79, -36.45175222434699
12000, 461923, 23.65, 23.65, 23.65, -40.621455073713086
13000, 520889, 24.08, 24.08, 24.08, -41.233865926354646
14000, 584098, 25.49, 25.49, 25.49, -41.58960928187691
15000, 651925, 25.92, 25.92, 25.92, -41.497938343205426
16000, 724634, 26.36, 26.36, 26.36, -41.594722023911174
17000, 802600, 31.19, 31.19, 31.19, -49.0424818259804
18000, 886188, 32.71, 32.71, 32.71, -50.61666599013031
19000, 975835, 54.43, 54.43, 54.43, -75.35307920203813
20000, 1071923, 76.31, 76.31, 76.31, -101.95715768602173
21000, 1174970, 71.53, 71.53, 71.53, -118.49577538213306
22000, 1285436, 60.93, 60.93, 60.93, -173.27971273501387
23000, 1403866, 57.44, 57.44, 57.44, -114.55780076686167
24000, 1530832, 57.81, 57.81, 57.81, -108.59108368227417
25000, 1666959, 57.14, 57.14, 57.14, -99.23403969430947
26000, 1812882, 64.22, 64.22, 64.22, -108.26850078960184
27000, 1969314, 58.88, 58.88, 58.88, -102.0111905960392
28000, 2137004, 61.78, 61.78, 61.78, -118.4201599353036
29000, 2316778, 57.88, 57.88, 57.88, -109.27849789723597
30000, 2509476, 66.75, 66.75, 66.75, -116.97328405971649
31000, 2709475, 69.78, 69.78, 69.78, -135.67556104920078
32000, 2909475, 81.25, 81.25, 81.25, -152.24965126863574
33000, 3109475, 92.53, 92.53, 92.53, -162.6774705549008
34000, 3309475, 85.13, 85.13, 85.13, -165.23887320753053
35000, 3509475, 86.82, 86.82, 86.82, -163.58114974535414
36000, 3709475, 79.25, 79.25, 79.25, -147.20025835775263
37000, 3909475, 72.69, 72.69, 72.69, -131.59569919857347
38000, 4109475, 69.83, 69.83, 69.83, -128.34821804842503
39000, 4309475, 80.92, 80.92, 80.92, -140.58862501091446
40000, 4509475, 92.27, 92.27, 92.27, -160.95698187203928
41000, 4709475, 90.28, 90.28, 90.28, -158.27229097221525
42000, 4909475, 76.45, 76.45, 76.45, -136.72969054483954
43000, 5109475, 82.55, 82.55, 82.55, -151.71144434777628
44000, 5309475, 91.18, 91.18, 91.18, -162.17173782219308
45000, 5509475, 91.31, 91.31, 91.31, -159.98695198395941
46000, 5709475, 89.3, 89.3, 89.3, -158.2079695546421
47000, 5909475, 89.28, 89.28, 89.28, -160.16866637819797
48000, 6109475, 91.89, 91.89, 91.89, -156.89913728133885
49000, 6309475, 88.64, 88.64, 88.64, -143.84664642097783
50000, 6509475, 92.46, 92.46, 92.46, -153.7786678094875
51000, 6709475, 93.01, 93.01, 93.01, -153.98594749566
52000, 6909475, 100.35, 100.35, 100.35, -167.33616066118728
53000, 7109475, 97.45, 97.45, 97.45, -167.50704499768366
