episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -21.939698492462313, -0.4472361809045226, -11.40090452261306, -20.899497487437184, -0.4271356783919598, -10.952261306532659
400, 19950, -22.685, -0.535, -11.766200000000001, -20.92, -0.43, -10.855499999999996
600, 29950, -22.215, -0.46, -11.526800000000007, -20.98, -0.455, -10.921
800, 39950, -22.405, -0.49, -11.529200000000003, -20.76, -0.45, -10.863999999999997
1000, 49950, -22.37, -0.48, -11.6537, -21.01, -0.37, -11.0603
1200, 59950, -20.3, -0.415, -10.537099999999992, -18.595, -0.42, -9.676600000000002
1400, 69950, -30.505, -0.62, -15.647699999999992, -16.66, -0.315, -8.204300000000005
1600, 79950, -25.81, -0.425, -12.468099999999998, -19.29, -0.31, -8.5781
1800, 89950, -19.68, -0.265, -9.935300000000002, -21.83, -0.405, -10.703499999999998
2000, 99950, -28.99, -0.28, -14.123399999999993, -18.11, -0.295, -9.117299999999995
2200, 109950, -28.02, -0.27, -13.293500000000005, -15.51, -0.175, -7.168099999999999
2400, 119950, -32.67, -0.405, -15.488000000000001, -4.065, -0.02, -1.5675999999999999
2600, 129950, -38.595, -0.5, -18.715599999999995, -3.81, -0.04, -1.3597
2800, 139950, -43.325, -0.595, -20.984999999999996, -1.825, -0.035, -0.7665000000000001
3000, 149950, -44.325, -0.585, -21.5072, -3.755, -0.115, -1.7386999999999997
3200, 159950, -46.825, -0.7, -23.340799999999994, -3.72, -0.09, -1.5625000000000002
3400, 169950, -44.485, -0.835, -22.697100000000006, -2.63, -0.05, -0.9775999999999996
3600, 179950, -43.015, -0.84, -22.0614, -2.685, -0.05, -1.0126
3800, 189950, -45.46, -0.815, -22.954700000000003, -3.095, -0.04, -1.1530000000000002
4000, 199950, -45.91, -0.885, -23.403200000000005, -1.27, -0.03, -0.5575
4200, 209950, -45.38, -0.81, -22.981099999999998, -0.52, -0.015, -0.17370000000000002
4400, 219950, -44.265, -0.86, -22.41689999999999, -1.73, -0.05, -0.6494000000000001
4600, 229950, -45.355, -0.865, -22.997299999999996, -5.92, -0.075, -2.6777
4800, 239950, -44.585, -0.89, -22.680700000000005, -6.67, -0.13, -3.0602
5000, 249950, -44.22, -0.81, -22.399300000000007, -5.545, -0.055, -2.2926000000000006
5200, 259950, -46.145, -0.86, -23.29249999999999, -5.71, -0.08, -2.5525000000000007
5400, 269950, -46.98, -0.765, -23.700099999999992, -7.555, -0.12, -3.3676999999999997
5600, 279950, -46.68, -0.67, -23.33099999999999, -32.645, -0.64, -16.196700000000007
5800, 289950, -47.53, -0.755, -23.714000000000013, -46.25, -0.925, -23.473900000000008
6000, 299950, -46.925, -0.785, -23.4237, -31.355, -0.52, -15.363199999999996
6200, 309950, -48.27, -0.86, -24.213300000000004, -46.325, -0.82, -23.06769999999998
6400, 319950, -48.37, -0.845, -24.329399999999996, -43.395, -0.47, -20.9243
6600, 329950, -48.055, -0.765, -23.965899999999987, -46.915, -0.83, -23.26929999999999
6800, 339950, -47.14, -0.72, -23.480700000000002, -45.83, -0.825, -22.499099999999984
7000, 349950, -47.135, -0.735, -23.383999999999997, -45.245, -0.69, -21.901699999999988
7200, 359950, -45.94, -0.745, -22.83919999999999, -46.175, -0.69, -22.572099999999995
7400, 369950, -47.25, -0.84, -23.5876, -46.48, -0.76, -22.882500000000004
7600, 379950, -46.98, -0.85, -23.4481, -45.225, -0.78, -22.1426
7800, 389950, -47.49, -0.77, -23.66749999999999, -45.935, -0.83, -22.532800000000005
8000, 399950, -47.98, -0.9, -24.021599999999992, -46.73, -0.865, -22.999100000000002
8200, 409950, -46.545, -0.85, -23.312900000000003, -43.78, -0.675, -21.077599999999983
8400, 419950, -45.39, -0.68, -22.1451, -45.825, -0.755, -22.406100000000002
8600, 429950, -45.795, -0.81, -22.79799999999999, -47.38, -0.755, -23.318799999999996
8800, 439950, -45.2, -0.69, -21.9918, -47.255, -0.865, -23.310299999999994
9000, 449950, -47.375, -0.83, -23.515500000000007, -45.475, -0.63, -21.731599999999993
9200, 459950, -47.305, -0.855, -23.6475, -47.065, -0.79, -23.1961
9400, 469950, -46.675, -0.785, -23.335800000000003, -47.225, -0.865, -23.45340000000001
9600, 479950, -46.42, -0.735, -22.978799999999996, -48.08, -0.915, -24.039900000000003
9800, 489950, -47.525, -0.825, -23.739000000000015, -47.52, -0.89, -23.6947
10000, 499950, -46.755, -0.89, -23.657400000000003, -46.785, -0.89, -23.27929999999999
10200, 509950, -46.45, -0.82, -23.249000000000006, -46.665, -0.855, -23.15239999999999
10400, 519950, -47.065, -0.89, -23.542399999999983, -48.045, -0.855, -23.922699999999992
10600, 529950, -46.49, -0.88, -23.358699999999995, -47.575, -0.955, -23.787900000000008
10800, 539950, -46.755, -0.79, -23.235199999999985, -47.895, -0.94, -23.996499999999997
11000, 549950, -47.43, -0.915, -23.701099999999997, -47.125, -0.855, -23.357500000000005
11200, 559950, -47.785, -0.93, -24.033800000000006, -47.515, -0.915, -23.731300000000005
11400, 569950, -45.16, -0.745, -22.022299999999994, -47.675, -0.885, -23.827099999999987
11600, 579950, -45.785, -0.82, -22.452099999999987, -48.535, -0.97, -24.459099999999992
11800, 589950, -47.645, -0.87, -23.899799999999995, -48.13, -0.925, -24.0476
12000, 599950, -45.45, -0.825, -22.29229999999999, -49.3, -0.935, -24.958000000000013
12200, 609950, -47.53, -0.855, -23.756499999999996, -49.25, -0.87, -24.865799999999993
12400, 619950, -46.28, -0.825, -22.796299999999988, -49.185, -0.925, -24.886700000000015
12600, 629950, -47.275, -0.875, -23.58480000000001, -49.2, -0.92, -24.883600000000005
12800, 639950, -47.45, -0.935, -23.650400000000005, -49.24, -0.88, -24.927200000000003
13000, 649950, -46.085, -0.945, -23.277100000000004, -49.4, -0.92, -25.002599999999997
13200, 659950, -43.355, -0.9, -21.7555, -49.375, -0.95, -25.052400000000002
13400, 669950, -47.165, -0.935, -24.010199999999994, -49.29, -0.9, -24.945899999999998
13600, 679950, -43.755, -0.92, -22.3031, -48.87, -0.915, -24.726099999999995
13800, 689950, -46.165, -0.925, -23.516300000000005, -49.335, -0.92, -24.999099999999988
14000, 699950, -45.56, -0.855, -22.655899999999995, -49.32, -0.92, -24.923099999999998
14200, 709950, -43.365, -0.91, -22.102599999999992, -49.23, -0.93, -24.890799999999995
14400, 719950, -46.81, -0.945, -23.465199999999992, -49.24, -0.925, -24.936500000000006
14600, 729950, -43.0, -0.97, -21.335099999999997, -49.11, -0.92, -24.8327
14800, 739950, -45.49, -0.965, -22.5915, -49.015, -0.905, -24.7623
15000, 749950, -48.035, -0.985, -24.1505, -49.31, -0.95, -25.001500000000007
15200, 759950, -48.0, -0.98, -23.967999999999993, -48.93, -0.955, -24.7254
15400, 769950, -48.29, -0.95, -24.26270000000001, -48.99, -0.935, -24.7465
15600, 779950, -47.39, -0.975, -24.018899999999995, -49.56, -0.97, -25.163000000000007
15800, 789950, -47.035, -0.96, -23.478600000000007, -49.64, -0.94, -25.2093
16000, 799950, -46.395, -0.945, -23.362799999999996, -49.52, -0.94, -25.111000000000004
16200, 809950, -46.295, -0.935, -23.495399999999997, -49.39, -0.985, -25.1395
16400, 819950, -45.185, -0.93, -22.885299999999987, -49.72, -0.96, -25.308900000000005
16600, 829950, -48.215, -0.925, -24.3643, -49.17, -0.96, -24.968899999999998
16800, 839950, -48.045, -0.895, -24.2276, -49.625, -0.995, -25.224899999999998
17000, 849950, -47.38, -0.96, -23.9523, -49.655, -0.995, -25.252399999999998
17200, 859950, -42.88, -0.89, -21.8063, -49.54, -0.955, -25.186799999999998
17400, 869950, -42.385, -0.955, -21.350800000000007, -49.56, -0.975, -25.1804
17600, 879950, -44.865, -0.905, -22.530199999999994, -49.44, -0.995, -25.14129999999999
17800, 889950, -41.74, -0.925, -21.204199999999997, -49.525, -0.98, -25.185
18000, 899950, -41.1, -0.93, -21.17900000000001, -49.525, -0.985, -25.209699999999994
18200, 909950, -42.56, -0.93, -21.769999999999992, -49.47, -0.985, -25.1325
18400, 919950, -43.75, -0.95, -22.28249999999999, -49.7, -0.985, -25.3177
18600, 929950, -43.885, -0.955, -22.40269999999998, -49.3, -0.995, -25.0608
18800, 939950, -42.835, -0.92, -21.936599999999995, -49.28, -0.99, -25.005599999999994
19000, 949950, -38.135, -0.945, -20.14240000000001, -49.44, -0.98, -25.154599999999995
19200, 959950, -39.0, -0.955, -20.003499999999992, -49.58, -0.98, -25.215100000000003
19400, 969950, -38.19, -0.985, -19.95509999999998, -49.705, -1.0, -25.314
19600, 979950, -39.84, -0.98, -20.416899999999995, -49.695, -1.0, -25.3033
19800, 989950, -37.61, -0.975, -19.988499999999988, -49.635, -0.98, -25.280200000000004
20000, 999950, -38.485, -0.985, -20.06379999999999, -47.075, -0.94, -24.3067
20200, 1009950, -33.63, -0.955, -18.070800000000006, -38.38, -0.97, -20.566899999999997
20400, 1019950, -35.38, -0.96, -18.900899999999996, -44.395, -0.975, -23.1433
20600, 1029950, -32.91, -0.93, -17.59080000000001, -42.45, -0.995, -22.359700000000004
20800, 1039950, -33.685, -0.895, -18.143399999999993, -41.42, -0.975, -21.858599999999996
21000, 1049950, -34.065, -0.935, -18.39549999999999, -41.76, -0.96, -22.139200000000002
21200, 1059950, -35.26, -0.955, -18.8577, -42.2, -0.985, -22.398999999999997
21400, 1069950, -35.175, -0.985, -18.9107, -39.855, -0.955, -21.4725
21600, 1079950, -33.58, -0.975, -18.402599999999996, -40.38, -0.995, -21.59519999999999
21800, 1089950, -36.88, -1.0, -19.984399999999997, -39.655, -1.0, -21.1759
22000, 1099950, -35.545, -0.96, -18.971199999999996, -38.605, -1.0, -20.637499999999992
22200, 1109950, -32.775, -0.985, -17.804600000000008, -39.035, -0.98, -21.053999999999995
22400, 1119950, -34.49, -0.99, -18.5165, -41.175, -0.965, -21.8667
22600, 1129950, -33.745, -0.965, -18.2813, -40.025, -0.985, -21.414799999999996
22800, 1139950, -31.645, -0.955, -17.295299999999997, -41.045, -0.96, -21.740500000000008
23000, 1149950, -31.375, -0.855, -16.60049999999999, -41.515, -0.975, -21.782400000000003
23200, 1159950, -36.565, -0.96, -19.865299999999998, -38.915, -0.94, -20.731100000000005
23400, 1169950, -33.69, -0.905, -18.070099999999996, -42.55, -0.95, -22.037300000000005
