energy,attention,episode,step
0.0,-1.0,1,0
-1.0,-1.0,1,1
-1.0,-2.0,1,2
-2.0,-2.0,1,3
-2.0,-3.0,1,4
-2.0,-3.0,1,5
-3.0,-3.0,1,6
-3.0,-4.0,1,7
-4.0,-4.0,1,8
-4.0,-5.0,1,9
-4.0,-5.0,1,10
-5.0,-5.0,1,11
-6.0,-5.0,1,12
-6.0,-6.0,1,13
-7.0,-6.0,1,14
-8.0,-6.0,1,15
-9.0,-6.0,1,16
-10.0,-6.0,1,17
-11.0,-6.0,1,18
-12.0,-6.0,1,19
-13.0,-6.0,1,20
-14.0,-6.0,1,21
-15.0,-6.0,1,22
-16.0,-6.0,1,23
-16.0,-6.0,1,24
-16.0,-6.0,1,25
-16.0,-6.0,1,26
-16.0,-6.0,1,27
-16.0,-6.0,1,28
-16.0,-6.0,1,29
-16.0,-6.0,1,30
-16.0,-6.0,1,31
-16.0,-6.0,1,32
-16.0,-6.0,1,33
-16.0,-6.0,1,34
-16.0,-6.0,1,35
-16.0,-7.0,1,36
-16.0,-7.0,1,37
-16.0,-7.0,1,38
-16.0,-7.0,1,39
-16.0,-7.0,1,40
-16.0,-7.0,1,41
-16.0,-7.0,1,42
-16.0,-7.0,1,43
-16.0,-7.0,1,44
-16.0,-7.0,1,45
-16.0,-7.0,1,46
-16.0,-7.0,1,47
-16.0,-7.0,1,48
-16.0,-7.0,1,49
0.0,-1.0,2,0
-1.0,-1.0,2,1
-1.0,-2.0,2,2
-2.0,-2.0,2,3
-2.0,-3.0,2,4
-3.0,-3.0,2,5
-3.0,-4.0,2,6
-4.0,-4.0,2,7
-4.0,-5.0,2,8
-4.0,-6.0,2,9
-4.0,-7.0,2,10
-5.0,-7.0,2,11
-5.0,-8.0,2,12
-6.0,-8.0,2,13
-6.0,-9.0,2,14
-7.0,-9.0,2,15
-8.0,-9.0,2,16
-8.0,-10.0,2,17
-9.0,-10.0,2,18
-10.0,-10.0,2,19
-10.0,-11.0,2,20
-11.0,-11.0,2,21
-11.0,-12.0,2,22
-12.0,-12.0,2,23
-13.0,-12.0,2,24
-14.0,-12.0,2,25
-15.0,-12.0,2,26
-16.0,-12.0,2,27
-16.0,-12.0,2,28
-17.0,-12.0,2,29
-18.0,-12.0,2,30
-19.0,-12.0,2,31
-20.0,-12.0,2,32
-21.0,-12.0,2,33
-22.0,-12.0,2,34
-23.0,-12.0,2,35
-24.0,-12.0,2,36
-25.0,-12.0,2,37
-26.0,-12.0,2,38
-27.0,-12.0,2,39
-27.0,-12.0,2,40
-27.0,-12.0,2,41
-27.0,-12.0,2,42
-27.0,-12.0,2,43
-27.0,-12.0,2,44
-27.0,-12.0,2,45
-27.0,-12.0,2,46
-27.0,-12.0,2,47
-27.0,-12.0,2,48
-27.0,-12.0,2,49
0.0,-1.0,3,0
-1.0,-1.0,3,1
-1.0,-2.0,3,2
-2.0,-2.0,3,3
-3.0,-2.0,3,4
-4.0,-2.0,3,5
-4.0,-3.0,3,6
-5.0,-3.0,3,7
-6.0,-3.0,3,8
-6.0,-3.0,3,9
-6.0,-3.0,3,10
-7.0,-3.0,3,11
-8.0,-3.0,3,12
-9.0,-3.0,3,13
-10.0,-3.0,3,14
-11.0,-3.0,3,15
-12.0,-3.0,3,16
-13.0,-3.0,3,17
-14.0,-3.0,3,18
-15.0,-3.0,3,19
-16.0,-3.0,3,20
-17.0,-3.0,3,21
-18.0,-3.0,3,22
-19.0,-3.0,3,23
-20.0,-3.0,3,24
-20.0,-3.0,3,25
-21.0,-3.0,3,26
-21.0,-3.0,3,27
-21.0,-3.0,3,28
-21.0,-3.0,3,29
-21.0,-3.0,3,30
-21.0,-3.0,3,31
-21.0,-3.0,3,32
-21.0,-3.0,3,33
-22.0,-3.0,3,34
-23.0,-3.0,3,35
-24.0,-3.0,3,36
-25.0,-3.0,3,37
-25.0,-3.0,3,38
-26.0,-3.0,3,39
-27.0,-3.0,3,40
-28.0,-3.0,3,41
-29.0,-3.0,3,42
-29.0,-3.0,3,43
-30.0,-3.0,3,44
-31.0,-3.0,3,45
-31.0,-3.0,3,46
-32.0,-3.0,3,47
-33.0,-3.0,3,48
-34.0,-3.0,3,49
0.0,-1.0,4,0
-1.0,-1.0,4,1
-1.0,-2.0,4,2
-2.0,-2.0,4,3
-2.0,-3.0,4,4
-3.0,-3.0,4,5
-3.0,-4.0,4,6
-4.0,-4.0,4,7
-5.0,-4.0,4,8
-6.0,-4.0,4,9
-7.0,-4.0,4,10
-8.0,-4.0,4,11
-9.0,-4.0,4,12
-9.0,-4.0,4,13
-9.0,-4.0,4,14
-10.0,-4.0,4,15
-10.0,-4.0,4,16
-10.0,-4.0,4,17
-10.0,-4.0,4,18
-10.0,-4.0,4,19
-10.0,-4.0,4,20
-10.0,-4.0,4,21
-10.0,-4.0,4,22
-10.0,-4.0,4,23
-10.0,-4.0,4,24
-10.0,-4.0,4,25
-10.0,-4.0,4,26
-10.0,-4.0,4,27
-10.0,-4.0,4,28
-10.0,-4.0,4,29
-10.0,-4.0,4,30
-10.0,-4.0,4,31
-10.0,-4.0,4,32
-10.0,-4.0,4,33
-10.0,-4.0,4,34
-10.0,-4.0,4,35
-10.0,-4.0,4,36
-10.0,-4.0,4,37
-10.0,-4.0,4,38
-10.0,-4.0,4,39
-10.0,-4.0,4,40
-10.0,-4.0,4,41
-10.0,-4.0,4,42
-10.0,-4.0,4,43
-10.0,-4.0,4,44
-10.0,-4.0,4,45
-10.0,-4.0,4,46
-10.0,-4.0,4,47
-10.0,-4.0,4,48
-10.0,-4.0,4,49
0.0,-1.0,5,0
-1.0,-1.0,5,1
-1.0,-2.0,5,2
-2.0,-2.0,5,3
-2.0,-3.0,5,4
-3.0,-3.0,5,5
-4.0,-3.0,5,6
-5.0,-3.0,5,7
-6.0,-3.0,5,8
-7.0,-3.0,5,9
-8.0,-3.0,5,10
-9.0,-3.0,5,11
-10.0,-3.0,5,12
-11.0,-3.0,5,13
-12.0,-3.0,5,14
-13.0,-3.0,5,15
-14.0,-3.0,5,16
-15.0,-3.0,5,17
-16.0,-3.0,5,18
-17.0,-3.0,5,19
-18.0,-3.0,5,20
-18.0,-3.0,5,21
-18.0,-3.0,5,22
-18.0,-3.0,5,23
-18.0,-3.0,5,24
-18.0,-3.0,5,25
-18.0,-3.0,5,26
-18.0,-3.0,5,27
-18.0,-3.0,5,28
-18.0,-3.0,5,29
-18.0,-3.0,5,30
-18.0,-3.0,5,31
-18.0,-3.0,5,32
-18.0,-3.0,5,33
-18.0,-3.0,5,34
-18.0,-3.0,5,35
-18.0,-3.0,5,36
-18.0,-3.0,5,37
-18.0,-3.0,5,38
-18.0,-3.0,5,39
-18.0,-3.0,5,40
-18.0,-3.0,5,41
-18.0,-3.0,5,42
-18.0,-3.0,5,43
-18.0,-3.0,5,44
-18.0,-3.0,5,45
-18.0,-3.0,5,46
-18.0,-3.0,5,47
-18.0,-3.0,5,48
-18.0,-3.0,5,49
