episode,step,total_reward
1000, 49950, -159.364253
2000, 99950, -207.641852
3000, 149950, -37.320896
4000, 199950, -24.328243
5000, 249950, -23.333878
6000, 299950, -21.483584
7000, 349950, -23.167583
8000, 399950, -29.553026
9000, 449950, -24.721172
10000, 499950, -25.084874
11000, 549950, -23.869050
12000, 599950, -23.713512
13000, 649950, -26.490778
14000, 699950, -22.790078
15000, 749950, -21.011530
16000, 799950, -21.398263
17000, 849950, -20.700356
18000, 899950, -21.903049
19000, 949950, -22.155754
20000, 999950, -20.380087
21000, 1049950, -20.727654
22000, 1099950, -19.669526
23000, 1149950, -19.650151
24000, 1199950, -18.986828
25000, 1249950, -21.097203
26000, 1299950, -20.464231
27000, 1349950, -22.634060
28000, 1399950, -23.814262
29000, 1449950, -23.071489
30000, 1499950, -23.480107
