episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -13.14914914914915, -15.893893893893894, -17.13213213213213, -17.185185185185187, -15.657657657657658, -16.92192192192192, -17.86186186186186, -15.296296296296296
2000, 99950, -15.612, -18.682, -10.086, -20.935, -12.234, -17.839, -13.425, -25.322
3000, 149950, -9.284, -30.929, -12.61, -32.092, -7.417, -29.463, -7.408, -36.511
4000, 199950, -8.468, -36.02, -18.424, -27.818, -11.031, -31.771, -1.586, -46.222
5000, 249950, -7.816, -38.698, -17.888, -30.872, -15.895, -28.134, -1.709, -46.239
6000, 299950, -7.807, -38.069, -19.851, -28.184, -13.137, -30.275, -2.652, -45.997
7000, 349950, -9.234, -35.125, -25.096, -23.562, -22.577, -21.727, -1.687, -47.358
8000, 399950, -13.606, -29.09, -20.019, -29.551, -29.615, -17.451, -2.047, -46.697
9000, 449950, -21.201, -18.334, -14.245, -35.159, -33.311, -14.872, -1.595, -46.484
10000, 499950, -28.175, -11.957, -21.745, -27.85, -39.911, -7.868, -1.384, -46.74
11000, 549950, -26.005, -13.231, -24.504, -25.157, -43.321, -4.885, -0.633, -47.035
12000, 599950, -24.122, -13.489, -30.491, -19.044, -41.383, -6.066, -0.598, -47.528
13000, 649950, -26.848, -7.86, -24.914, -24.404, -43.872, -4.304, -0.589, -46.65
14000, 699950, -29.208, -4.925, -36.475, -12.798, -45.958, -2.158, -0.27, -47.653
15000, 749950, -26.957, -6.913, -37.471, -11.551, -45.177, -2.759, -0.577, -48.549
16000, 799950, -29.869, -3.791, -33.7, -15.35, -44.562, -3.249, -0.952, -48.637
17000, 849950, -29.448, -2.88, -29.259, -19.677, -41.79, -6.071, -0.646, -48.476
18000, 899950, -27.596, -3.481, -30.72, -15.841, -40.141, -6.611, -0.758, -48.601
19000, 949950, -29.958, -1.545, -23.847, -23.747, -41.462, -4.336, -0.979, -48.523
20000, 999950, -29.785, -3.2, -36.75, -12.695, -40.066, -3.502, -1.086, -48.172
21000, 1049950, -35.863, -2.698, -28.97, -17.185, -42.819, -5.152, -0.686, -48.69
22000, 1099950, -38.213, -2.603, -32.947, -13.757, -43.911, -4.286, -1.029, -48.269
23000, 1149950, -29.323, -3.625, -38.172, -8.34, -44.544, -3.205, -2.171, -47.389
24000, 1199950, -26.02, -4.743, -36.843, -9.15, -42.917, -5.129, -4.482, -45.189
25000, 1249950, -25.571, -1.715, -30.234, -10.502, -45.538, -2.217, -4.111, -45.694
26000, 1299950, -30.547, -2.137, -21.272, -21.751, -42.136, -5.836, -1.92, -47.504
27000, 1349950, -30.366, -4.273, -16.134, -28.345, -42.833, -4.863, -2.237, -47.641
28000, 1399950, -25.479, -7.122, -16.147, -24.857, -39.606, -5.434, -2.589, -47.279
29000, 1449950, -27.994, -5.433, -17.141, -20.44, -42.596, -5.699, -2.182, -47.723
30000, 1499950, -29.426, -6.412, -17.057, -26.204, -42.317, -6.519, -1.598, -48.372
31000, 1549950, -22.405, -13.733, -12.759, -28.631, -42.51, -4.909, -1.766, -48.001
32000, 1599950, -25.995, -10.556, -14.705, -28.865, -41.687, -6.891, -1.6, -48.356
33000, 1649950, -21.879, -13.195, -13.371, -29.612, -36.878, -7.724, -1.318, -48.661
34000, 1699950, -20.729, -9.361, -13.454, -27.205, -40.264, -6.343, -1.983, -47.887
35000, 1749950, -20.243, -11.099, -13.696, -27.176, -36.067, -8.622, -1.941, -48.003
36000, 1799950, -18.703, -9.091, -13.063, -29.277, -38.283, -5.526, -2.628, -47.323
37000, 1849950, -18.722, -10.39, -13.05, -28.624, -37.399, -3.409, -2.561, -47.381
38000, 1899950, -22.673, -3.304, -10.721, -34.296, -39.147, -7.714, -2.503, -47.443
39000, 1949950, -22.968, -5.894, -13.716, -31.745, -43.8, -5.338, -2.112, -47.751
40000, 1999950, -19.955, -5.816, -14.492, -23.69, -45.067, -4.035, -2.232, -47.735
