a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
B,B,B,B,B,B,A,A,A,B,B,B,1,0
B,B,B,B,B,B,A,A,A,B,B,B,1,1
B,B,B,B,B,B,A,A,A,B,B,B,1,2
B,B,B,B,B,B,A,A,A,B,B,B,1,3
B,B,B,B,B,B,A,A,A,B,B,B,1,4
B,B,B,B,B,B,A,A,A,B,B,B,1,5
B,B,B,B,B,B,B,B,B,B,B,B,1,6
B,B,B,B,B,B,C,C,C,B,B,B,1,7
B,B,B,B,B,B,A,A,A,B,B,B,1,8
B,B,B,B,B,B,A,A,A,B,B,B,1,9
B,B,B,B,B,B,A,A,A,B,B,B,1,10
B,B,B,B,B,B,A,A,A,B,B,B,1,11
B,B,B,B,B,B,A,A,A,B,B,B,1,12
B,B,B,B,B,B,C,C,C,B,B,B,1,13
B,B,B,B,B,B,C,C,C,B,B,B,1,14
B,B,B,A,A,A,C,C,C,B,B,B,1,15
B,B,B,A,A,A,C,C,C,B,B,B,1,16
B,B,B,A,A,A,A,A,A,B,B,B,1,17
B,B,B,A,A,A,C,C,C,B,B,B,1,18
B,B,B,A,A,A,C,C,C,B,B,B,1,19
B,B,B,A,A,A,C,C,C,B,B,B,1,20
B,B,B,A,A,A,C,C,C,B,B,B,1,21
B,B,B,A,A,A,C,C,C,B,B,B,1,22
B,B,B,B,B,B,C,C,C,B,B,B,1,23
B,B,B,B,B,B,C,C,C,B,B,B,1,24
B,B,B,B,B,B,C,C,C,B,B,B,1,25
B,B,B,A,A,A,C,C,C,B,B,B,1,26
B,B,B,B,B,B,C,C,C,B,B,B,1,27
B,B,B,A,A,A,C,C,C,B,B,B,1,28
B,B,B,B,B,B,C,C,C,B,B,B,1,29
B,B,B,B,B,B,C,C,C,B,B,B,1,30
B,B,B,A,A,A,C,C,C,B,B,B,1,31
B,B,B,A,A,A,C,C,C,B,B,B,1,32
B,B,B,A,A,A,C,C,C,B,B,B,1,33
B,B,B,A,A,A,C,C,C,B,B,B,1,34
B,B,B,A,A,A,C,C,C,B,B,B,1,35
B,B,B,A,A,A,C,C,C,B,B,B,1,36
B,B,B,A,A,A,C,C,C,B,B,B,1,37
B,B,B,A,A,A,C,C,C,B,B,B,1,38
B,B,B,B,B,B,C,C,C,B,B,B,1,39
B,B,B,B,B,B,C,C,C,B,B,B,1,40
B,B,B,A,A,A,C,C,C,B,B,B,1,41
B,B,B,A,A,A,C,C,C,B,B,B,1,42
B,B,B,B,B,B,C,C,C,B,B,B,1,43
B,B,B,A,A,A,C,C,C,B,B,B,1,44
B,B,B,B,B,B,C,C,C,B,B,B,1,45
B,B,B,B,B,B,C,C,C,B,B,B,1,46
B,B,B,A,A,A,C,C,C,B,B,B,1,47
B,B,B,A,A,A,C,C,C,B,B,B,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
B,B,B,B,B,B,A,A,A,B,B,B,2,1
B,B,B,B,B,B,A,A,A,B,B,B,2,2
B,B,B,B,B,B,A,A,A,B,B,B,2,3
B,B,B,B,B,B,A,A,A,B,B,B,2,4
B,B,B,B,B,B,A,A,A,B,B,B,2,5
B,B,B,A,A,A,A,A,A,B,B,B,2,6
B,B,B,A,A,A,A,A,A,B,B,B,2,7
B,B,B,B,B,B,A,A,A,B,B,B,2,8
B,B,B,B,B,B,A,A,A,B,B,B,2,9
B,B,B,A,A,A,A,A,A,B,B,B,2,10
B,B,B,A,A,A,C,C,C,B,B,B,2,11
B,B,B,A,A,A,A,A,A,B,B,B,2,12
B,B,B,A,A,A,C,C,C,B,B,B,2,13
B,B,B,A,A,A,C,C,C,B,B,B,2,14
B,B,B,A,A,A,A,A,A,B,B,B,2,15
B,B,B,A,A,A,A,A,A,B,B,B,2,16
B,B,B,A,A,A,C,C,C,B,B,B,2,17
B,B,B,A,A,A,A,A,A,B,B,B,2,18
B,B,B,A,A,A,A,A,A,B,B,B,2,19
B,B,B,A,A,A,A,A,A,B,B,B,2,20
B,B,B,A,A,A,C,C,C,B,B,B,2,21
B,B,B,A,A,A,A,A,A,B,B,B,2,22
B,B,B,A,A,A,A,A,A,B,B,B,2,23
B,B,B,A,A,A,A,A,A,B,B,B,2,24
B,B,B,A,A,A,A,A,A,B,B,B,2,25
B,B,B,A,A,A,A,A,A,B,B,B,2,26
B,B,B,A,A,A,A,A,A,B,B,B,2,27
B,B,B,B,B,B,A,A,A,B,B,B,2,28
B,B,B,A,A,A,A,A,A,B,B,B,2,29
B,B,B,A,A,A,A,A,A,B,B,B,2,30
B,B,B,B,B,B,A,A,A,B,B,B,2,31
B,B,B,B,B,B,C,C,C,B,B,B,2,32
B,B,B,B,B,B,A,A,A,B,B,B,2,33
B,B,B,B,B,B,A,A,A,B,B,B,2,34
B,B,B,A,A,A,A,A,A,B,B,B,2,35
B,B,B,A,A,A,A,A,A,B,B,B,2,36
B,B,B,A,A,A,A,A,A,B,B,B,2,37
B,B,B,B,B,B,A,A,A,B,B,B,2,38
B,B,B,A,A,A,A,A,A,B,B,B,2,39
B,B,B,B,B,B,A,A,A,B,B,B,2,40
B,B,B,B,B,B,A,A,A,B,B,B,2,41
B,B,B,B,B,B,A,A,A,B,B,B,2,42
B,B,B,B,B,B,A,A,A,B,B,B,2,43
B,B,B,A,A,A,A,A,A,B,B,B,2,44
B,B,B,B,B,B,A,A,A,B,B,B,2,45
B,B,B,A,A,A,A,A,A,B,B,B,2,46
B,B,B,B,B,B,A,A,A,B,B,B,2,47
B,B,B,A,A,A,A,A,A,B,B,B,2,48
B,B,B,A,A,A,A,A,A,B,B,B,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
B,B,B,B,B,B,A,A,A,B,B,B,3,1
B,B,B,B,B,B,A,A,A,B,B,B,3,2
B,B,B,A,A,A,C,C,C,B,B,B,3,3
B,B,B,A,A,A,A,A,A,B,B,B,3,4
B,B,B,A,A,A,A,A,A,B,B,B,3,5
B,B,B,B,B,B,A,A,A,B,B,B,3,6
B,B,B,B,B,B,A,A,A,B,B,B,3,7
B,B,B,A,A,A,A,A,A,B,B,B,3,8
B,B,B,B,B,B,C,C,C,B,B,B,3,9
B,B,B,B,B,B,A,A,A,B,B,B,3,10
B,B,B,A,A,A,A,A,A,B,B,B,3,11
B,B,B,A,A,A,A,A,A,B,B,B,3,12
B,B,B,A,A,A,A,A,A,B,B,B,3,13
B,B,B,A,A,A,C,C,C,B,B,B,3,14
B,B,B,A,A,A,A,A,A,B,B,B,3,15
B,B,B,A,A,A,C,C,C,B,B,B,3,16
B,B,B,C,C,C,A,A,A,B,B,B,3,17
B,B,B,C,C,C,C,C,C,B,B,B,3,18
B,B,B,C,C,C,A,A,A,B,B,B,3,19
B,B,B,C,C,C,B,B,B,B,B,B,3,20
B,B,B,C,C,C,A,A,A,B,B,B,3,21
B,B,B,A,A,A,C,C,C,B,B,B,3,22
B,B,B,C,C,C,A,A,A,B,B,B,3,23
B,B,B,C,C,C,B,B,B,B,B,B,3,24
B,B,B,C,C,C,C,C,C,B,B,B,3,25
B,B,B,C,C,C,A,A,A,B,B,B,3,26
B,B,B,C,C,C,C,C,C,B,B,B,3,27
B,B,B,C,C,C,C,C,C,B,B,B,3,28
B,B,B,C,C,C,C,C,C,B,B,B,3,29
