episode,step,agent0_rew,agent1_rew
1000, 49950, -76.8026836440465, -78.47938081976038
2000, 99950, -96.30892626880971, -117.08043016781578
3000, 149950, -52.30007768108643, -53.14046931628677
4000, 199950, -45.82881500783971, -52.04020161136766
5000, 249950, -42.11957304016379, -50.24777420240576
6000, 299950, -42.21362924383914, -47.03175167083187
7000, 349950, -36.084667675480176, -44.87601717887107
8000, 399950, -28.956960091634844, -41.072178272400315
9000, 449950, -31.236830380693387, -39.59689586903169
10000, 499950, -28.840139967444024, -40.279211417766064
11000, 549950, -27.374558693083163, -39.5981689401209
12000, 599950, -26.768887497929054, -35.81771152812979
13000, 649950, -27.475458691279485, -33.70118908701792
14000, 699950, -24.00705625300898, -38.63287871289502
15000, 749950, -25.941972718641498, -32.50331772262602
16000, 799950, -25.802715692635765, -29.76071394532299
17000, 849950, -30.218133172857975, -39.51826881834501
18000, 899950, -22.407875409365023, -29.994594203385933
19000, 949950, -27.011487271448416, -31.71155984505824
20000, 999950, -25.734055728240257, -31.935202336413056
21000, 1049950, -26.132277431113927, -27.703043611599956
22000, 1099950, -25.463544932159493, -35.666223773848074
23000, 1149950, -36.709331253806155, -37.12767247047736
24000, 1199950, -29.269134187206152, -29.899874793963033
25000, 1249950, -25.25669914184758, -25.826685036692858
26000, 1299950, -24.282513962798987, -25.211340664410507
27000, 1349950, -23.939016427588022, -28.741925371879734
28000, 1399950, -25.944281040453646, -29.62994440774181
29000, 1449950, -32.1280527182763, -29.68667931742952
30000, 1499950, -29.084840338058342, -26.458183880911445
31000, 1549950, -28.226819775873196, -30.81908979704809
32000, 1599950, -32.27439469750967, -28.408948019692453
33000, 1649950, -29.83215374409994, -29.093222179425638
34000, 1699950, -32.180139469153275, -36.96910181480227
35000, 1749950, -25.374024801209277, -49.22465173478297
36000, 1799950, -26.22026410932896, -37.86743073684484
37000, 1849950, -30.20900451234542, -29.19397726338347
38000, 1899950, -23.618970554894904, -38.13791295071653
39000, 1949950, -24.412358907526148, -30.986234354903054
40000, 1999950, -27.867551953662364, -63.25826720572397
