episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -16.97997997997998, -16.826826826826828, -17.46246246246246, -16.513513513513512
2000, 99950, -13.428, -24.381, -14.86, -24.297
3000, 149950, -24.533, -24.893, -1.993, -47.132
4000, 199950, -34.382, -15.403, -6.576, -42.297
5000, 249950, -45.437, -4.091, -6.78, -41.921
6000, 299950, -49.087, -0.634, -7.508, -41.589
7000, 349950, -48.381, -0.449, -10.543, -38.71
8000, 399950, -48.458, -0.644, -13.061, -36.515
9000, 449950, -48.557, -0.968, -14.339, -34.684
10000, 499950, -48.97, -0.238, -17.884, -31.192
11000, 549950, -49.418, -0.269, -16.74, -32.142
12000, 599950, -49.416, -0.165, -17.982, -30.982
13000, 649950, -49.864, -0.113, -19.291, -30.117
14000, 699950, -49.902, -0.069, -16.737, -32.203
15000, 749950, -49.898, -0.075, -14.628, -34.824
16000, 799950, -49.912, -0.043, -17.126, -32.759
17000, 849950, -49.804, -0.1, -14.226, -35.491
18000, 899950, -49.855, -0.09, -15.822, -34.099
19000, 949950, -49.808, -0.107, -15.462, -34.336
20000, 999950, -49.789, -0.128, -17.722, -32.08
21000, 1049950, -49.835, -0.104, -17.012, -32.857
22000, 1099950, -49.253, -0.284, -20.567, -29.366
23000, 1149950, -46.306, -1.385, -21.475, -28.13
24000, 1199950, -43.535, -4.238, -25.635, -24.317
25000, 1249950, -41.028, -7.914, -25.753, -23.474
26000, 1299950, -38.261, -7.818, -23.355, -24.613
27000, 1349950, -37.069, -8.302, -29.342, -19.049
28000, 1399950, -41.784, -7.746, -31.875, -16.917
29000, 1449950, -41.27, -6.91, -29.553, -18.686
30000, 1499950, -40.806, -4.603, -27.438, -21.645
31000, 1549950, -39.608, -4.079, -31.172, -17.557
32000, 1599950, -39.376, -1.146, -32.531, -16.497
33000, 1649950, -43.954, -4.274, -29.915, -18.974
34000, 1699950, -43.754, -3.604, -23.693, -25.891
35000, 1749950, -43.432, -3.668, -20.574, -26.99
36000, 1799950, -44.516, -2.94, -20.099, -29.775
37000, 1849950, -41.77, -5.089, -30.338, -19.354
38000, 1899950, -42.575, -4.518, -36.329, -12.85
39000, 1949950, -43.678, -3.881, -32.766, -16.21
40000, 1999950, -42.658, -4.126, -30.284, -17.58
