episode,step,total_reward
1000, 49950, -155.282064
2000, 99950, -213.389356
3000, 149950, -105.440547
4000, 199950, -97.869017
5000, 249950, -92.367347
6000, 299950, -89.245381
7000, 349950, -80.960685
8000, 399950, -70.029138
9000, 449950, -70.833726
10000, 499950, -69.119351
11000, 549950, -66.972728
12000, 599950, -62.586599
13000, 649950, -61.176648
14000, 699950, -62.639935
15000, 749950, -58.445290
16000, 799950, -55.563430
17000, 849950, -69.736402
18000, 899950, -52.402470
19000, 949950, -58.723047
20000, 999950, -57.669258
21000, 1049950, -53.835321
22000, 1099950, -61.129769
23000, 1149950, -73.837004
24000, 1199950, -59.169009
25000, 1249950, -51.083384
26000, 1299950, -49.493855
27000, 1349950, -52.680942
28000, 1399950, -55.574225
29000, 1449950, -61.814732
30000, 1499950, -55.543024
31000, 1549950, -59.045910
32000, 1599950, -60.683343
33000, 1649950, -58.925376
34000, 1699950, -69.149241
35000, 1749950, -74.598677
36000, 1799950, -64.087695
37000, 1849950, -59.402982
38000, 1899950, -61.756884
39000, 1949950, -55.398593
40000, 1999950, -91.125819
