energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-8.0,1,7
-8.0,1,8
-8.0,1,9
-8.0,1,10
-8.0,1,11
-9.0,1,12
-9.0,1,13
-9.0,1,14
-9.0,1,15
-9.0,1,16
-9.0,1,17
-9.0,1,18
-9.0,1,19
-9.0,1,20
-9.0,1,21
-9.0,1,22
-9.0,1,23
-9.0,1,24
-9.0,1,25
-9.0,1,26
-9.0,1,27
-9.0,1,28
-9.0,1,29
-9.0,1,30
-10.0,1,31
-10.0,1,32
-10.0,1,33
-10.0,1,34
-10.0,1,35
-10.0,1,36
-10.0,1,37
-11.0,1,38
-11.0,1,39
-11.0,1,40
-11.0,1,41
-11.0,1,42
-12.0,1,43
-12.0,1,44
-12.0,1,45
-12.0,1,46
-12.0,1,47
-12.0,1,48
-12.0,1,49
0.0,2,0
0.0,2,1
0.0,2,2
0.0,2,3
0.0,2,4
0.0,2,5
0.0,2,6
0.0,2,7
0.0,2,8
0.0,2,9
0.0,2,10
0.0,2,11
0.0,2,12
0.0,2,13
0.0,2,14
0.0,2,15
0.0,2,16
0.0,2,17
0.0,2,18
0.0,2,19
0.0,2,20
0.0,2,21
0.0,2,22
0.0,2,23
0.0,2,24
0.0,2,25
0.0,2,26
0.0,2,27
0.0,2,28
0.0,2,29
0.0,2,30
0.0,2,31
0.0,2,32
0.0,2,33
0.0,2,34
0.0,2,35
0.0,2,36
0.0,2,37
0.0,2,38
0.0,2,39
0.0,2,40
0.0,2,41
0.0,2,42
0.0,2,43
0.0,2,44
0.0,2,45
0.0,2,46
0.0,2,47
0.0,2,48
0.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-4.0,3,4
-4.0,3,5
-4.0,3,6
-5.0,3,7
-5.0,3,8
-6.0,3,9
-6.0,3,10
-6.0,3,11
-6.0,3,12
-7.0,3,13
-8.0,3,14
-8.0,3,15
-8.0,3,16
-8.0,3,17
-8.0,3,18
-9.0,3,19
-9.0,3,20
-10.0,3,21
-10.0,3,22
-10.0,3,23
-10.0,3,24
-10.0,3,25
-10.0,3,26
-10.0,3,27
-10.0,3,28
-10.0,3,29
-11.0,3,30
-11.0,3,31
-11.0,3,32
-11.0,3,33
-11.0,3,34
-11.0,3,35
-11.0,3,36
-11.0,3,37
-11.0,3,38
-11.0,3,39
-11.0,3,40
-11.0,3,41
-11.0,3,42
-11.0,3,43
-11.0,3,44
-12.0,3,45
-12.0,3,46
-12.0,3,47
-12.0,3,48
-13.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-9.0,4,9
-10.0,4,10
-11.0,4,11
-12.0,4,12
-12.0,4,13
-12.0,4,14
-13.0,4,15
-13.0,4,16
-13.0,4,17
-13.0,4,18
-13.0,4,19
-13.0,4,20
-13.0,4,21
-13.0,4,22
-13.0,4,23
-13.0,4,24
-13.0,4,25
-13.0,4,26
-13.0,4,27
-13.0,4,28
-13.0,4,29
-13.0,4,30
-13.0,4,31
-14.0,4,32
-14.0,4,33
-14.0,4,34
-14.0,4,35
-14.0,4,36
-14.0,4,37
-14.0,4,38
-14.0,4,39
-14.0,4,40
-14.0,4,41
-14.0,4,42
-14.0,4,43
-14.0,4,44
-14.0,4,45
-14.0,4,46
-14.0,4,47
-14.0,4,48
-14.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-3.0,5,3
-3.0,5,4
-3.0,5,5
-3.0,5,6
-4.0,5,7
-4.0,5,8
-4.0,5,9
-4.0,5,10
-4.0,5,11
-4.0,5,12
-4.0,5,13
-4.0,5,14
-4.0,5,15
-4.0,5,16
-4.0,5,17
-4.0,5,18
-4.0,5,19
-4.0,5,20
-4.0,5,21
-4.0,5,22
-4.0,5,23
-4.0,5,24
-4.0,5,25
-4.0,5,26
-4.0,5,27
-4.0,5,28
-4.0,5,29
-4.0,5,30
-4.0,5,31
-4.0,5,32
-4.0,5,33
-4.0,5,34
-4.0,5,35
-4.0,5,36
-4.0,5,37
-4.0,5,38
-4.0,5,39
-4.0,5,40
-4.0,5,41
-4.0,5,42
-4.0,5,43
-4.0,5,44
-4.0,5,45
-4.0,5,46
-4.0,5,47
-4.0,5,48
-4.0,5,49
