a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,A,A,A,A,A,A,A,A,A,1,0
A,A,A,A,A,A,A,A,A,A,A,A,1,1
A,A,A,A,A,A,A,A,A,A,A,A,1,2
A,A,A,A,A,A,A,A,A,A,A,A,1,3
A,A,A,A,A,A,A,A,A,A,A,A,1,4
A,A,A,A,A,A,A,A,A,A,A,A,1,5
A,A,A,A,A,A,A,A,A,A,A,A,1,6
B,B,B,B,B,B,A,A,A,A,A,A,1,7
B,B,B,B,B,B,B,B,B,A,A,A,1,8
B,B,B,B,B,B,B,B,B,B,B,B,1,9
B,B,B,A,A,A,B,B,B,B,B,B,1,10
B,B,B,A,A,A,B,B,B,B,B,B,1,11
B,B,B,A,A,A,A,A,A,B,B,B,1,12
B,B,B,A,A,A,B,B,B,B,B,B,1,13
B,B,B,A,A,A,B,B,B,B,B,B,1,14
A,A,A,B,B,B,B,B,B,B,B,B,1,15
B,B,B,B,B,B,B,B,B,B,B,B,1,16
B,B,B,B,B,B,B,B,B,B,B,B,1,17
B,B,B,B,B,B,B,B,B,B,B,B,1,18
A,A,A,B,B,B,B,B,B,B,B,B,1,19
A,A,A,A,A,A,B,B,B,B,B,B,1,20
A,A,A,B,B,B,B,B,B,B,B,B,1,21
A,A,A,A,A,A,B,B,B,B,B,B,1,22
A,A,A,B,B,B,B,B,B,B,B,B,1,23
A,A,A,B,B,B,B,B,B,B,B,B,1,24
B,B,B,B,B,B,B,B,B,B,B,B,1,25
A,A,A,B,B,B,B,B,B,B,B,B,1,26
B,B,B,B,B,B,B,B,B,B,B,B,1,27
B,B,B,B,B,B,B,B,B,B,B,B,1,28
B,B,B,B,B,B,B,B,B,B,B,B,1,29
B,B,B,B,B,B,B,B,B,B,B,B,1,30
A,A,A,A,A,A,A,A,A,B,B,B,1,31
A,A,A,B,B,B,B,B,B,B,B,B,1,32
B,B,B,B,B,B,B,B,B,B,B,B,1,33
B,B,B,B,B,B,B,B,B,B,B,B,1,34
B,B,B,B,B,B,B,B,B,B,B,B,1,35
B,B,B,A,A,A,B,B,B,B,B,B,1,36
B,B,B,B,B,B,B,B,B,B,B,B,1,37
B,B,B,B,B,B,A,A,A,B,B,B,1,38
A,A,A,B,B,B,B,B,B,B,B,B,1,39
B,B,B,B,B,B,B,B,B,B,B,B,1,40
A,A,A,B,B,B,B,B,B,B,B,B,1,41
B,B,B,B,B,B,B,B,B,B,B,B,1,42
B,B,B,B,B,B,A,A,A,B,B,B,1,43
B,B,B,B,B,B,B,B,B,B,B,B,1,44
A,A,A,A,A,A,B,B,B,B,B,B,1,45
A,A,A,B,B,B,B,B,B,B,B,B,1,46
B,B,B,B,B,B,B,B,B,B,B,B,1,47
A,A,A,B,B,B,B,B,B,B,B,B,1,48
_,_,_,_,_,_,_,_,_,_,_,_,2,0
B,B,B,B,B,B,B,B,B,B,B,B,2,1
B,B,B,A,A,A,B,B,B,B,B,B,2,2
B,B,B,A,A,A,B,B,B,B,B,B,2,3
B,B,B,B,B,B,B,B,B,B,B,B,2,4
B,B,B,A,A,A,B,B,B,B,B,B,2,5
B,B,B,B,B,B,B,B,B,B,B,B,2,6
B,B,B,A,A,A,B,B,B,B,B,B,2,7
B,B,B,A,A,A,B,B,B,B,B,B,2,8
B,B,B,B,B,B,B,B,B,B,B,B,2,9
B,B,B,A,A,A,B,B,B,B,B,B,2,10
B,B,B,B,B,B,B,B,B,B,B,B,2,11
B,B,B,B,B,B,B,B,B,B,B,B,2,12
A,A,A,A,A,A,B,B,B,B,B,B,2,13
B,B,B,A,A,A,B,B,B,B,B,B,2,14
B,B,B,A,A,A,B,B,B,B,B,B,2,15
B,B,B,B,B,B,B,B,B,B,B,B,2,16
B,B,B,A,A,A,B,B,B,B,B,B,2,17
B,B,B,B,B,B,B,B,B,B,B,B,2,18
B,B,B,B,B,B,B,B,B,B,B,B,2,19
B,B,B,A,A,A,B,B,B,B,B,B,2,20
B,B,B,A,A,A,B,B,B,B,B,B,2,21
B,B,B,B,B,B,B,B,B,B,B,B,2,22
B,B,B,A,A,A,B,B,B,A,A,A,2,23
A,A,A,B,B,B,B,B,B,B,B,B,2,24
B,B,B,A,A,A,B,B,B,B,B,B,2,25
B,B,B,A,A,A,B,B,B,B,B,B,2,26
B,B,B,B,B,B,B,B,B,A,A,A,2,27
B,B,B,A,A,A,B,B,B,B,B,B,2,28
B,B,B,A,A,A,B,B,B,A,A,A,2,29
A,A,A,B,B,B,B,B,B,B,B,B,2,30
A,A,A,A,A,A,B,B,B,B,B,B,2,31
A,A,A,A,A,A,B,B,B,B,B,B,2,32
A,A,A,A,A,A,B,B,B,B,B,B,2,33
A,A,A,A,A,A,B,B,B,B,B,B,2,34
A,A,A,A,A,A,B,B,B,B,B,B,2,35
A,A,A,B,B,B,B,B,B,B,B,B,2,36
A,A,A,B,B,B,B,B,B,B,B,B,2,37
A,A,A,B,B,B,B,B,B,B,B,B,2,38
B,B,B,A,A,A,B,B,B,B,B,B,2,39
A,A,A,B,B,B,B,B,B,B,B,B,2,40
B,B,B,B,B,B,B,B,B,B,B,B,2,41
A,A,A,B,B,B,B,B,B,B,B,B,2,42
A,A,A,A,A,A,B,B,B,B,B,B,2,43
B,B,B,B,B,B,B,B,B,B,B,B,2,44
B,B,B,B,B,B,B,B,B,B,B,B,2,45
A,A,A,A,A,A,B,B,B,B,B,B,2,46
A,A,A,B,B,B,B,B,B,B,B,B,2,47
A,A,A,B,B,B,B,B,B,B,B,B,2,48
A,A,A,B,B,B,B,B,B,B,B,B,2,49
_,_,_,_,_,_,_,_,_,_,_,_,3,0
A,A,A,B,B,B,A,A,A,B,B,B,3,1
A,A,A,B,B,B,A,A,A,B,B,B,3,2
A,A,A,B,B,B,A,A,A,B,B,B,3,3
A,A,A,B,B,B,A,A,A,B,B,B,3,4
A,A,A,B,B,B,B,B,B,B,B,B,3,5
A,A,A,B,B,B,B,B,B,B,B,B,3,6
B,B,B,A,A,A,B,B,B,B,B,B,3,7
A,A,A,A,A,A,A,A,A,B,B,B,3,8
A,A,A,A,A,A,B,B,B,A,A,A,3,9
A,A,A,A,A,A,A,A,A,B,B,B,3,10
B,B,B,B,B,B,B,B,B,B,B,B,3,11
A,A,A,B,B,B,B,B,B,B,B,B,3,12
A,A,A,B,B,B,B,B,B,A,A,A,3,13
A,A,A,B,B,B,A,A,A,A,A,A,3,14
B,B,B,A,A,A,A,A,A,A,A,A,3,15
B,B,B,A,A,A,B,B,B,A,A,A,3,16
B,B,B,A,A,A,B,B,B,A,A,A,3,17
B,B,B,A,A,A,B,B,B,A,A,A,3,18
B,B,B,A,A,A,B,B,B,B,B,B,3,19
B,B,B,A,A,A,A,A,A,B,B,B,3,20
B,B,B,B,B,B,B,B,B,B,B,B,3,21
B,B,B,B,B,B,A,A,A,B,B,B,3,22
B,B,B,A,A,A,B,B,B,B,B,B,3,23
A,A,A,A,A,A,B,B,B,B,B,B,3,24
B,B,B,B,B,B,B,B,B,B,B,B,3,25
B,B,B,B,B,B,B,B,B,B,B,B,3,26
B,B,B,B,B,B,B,B,B,B,B,B,3,27
B,B,B,B,B,B,B,B,B,B,B,B,3,28
B,B,B,B,B,B,B,B,B,B,B,B,3,29
B,B,B,B,B,B,B,B,B,B,B,B,3,30
A,A,A,B,B,B,A,A,A,B,B,B,3,31
A,A,A,B,B,B,B,B,B,B,B,B,3,32
B,B,B,B,B,B,B,B,B,B,B,B,3,33
B,B,B,B,B,B,B,B,B,B,B,B,3,34
B,B,B,B,B,B,B,B,B,B,B,B,3,35
B,B,B,B,B,B,B,B,B,B,B,B,3,36
B,B,B,B,B,B,B,B,B,B,B,B,3,37
B,B,B,B,B,B,B,B,B,B,B,B,3,38
A,A,A,B,B,B,B,B,B,B,B,B,3,39
B,B,B,B,B,B,B,B,B,B,B,B,3,40
B,B,B,B,B,B,B,B,B,B,B,B,3,41
B,B,B,B,B,B,B,B,B,B,B,B,3,42
B,B,B,B,B,B,B,B,B,B,B,B,3,43
B,B,B,B,B,B,B,B,B,B,B,B,3,44
B,B,B,B,B,B,B,B,B,B,B,B,3,45
B,B,B,B,B,B,A,A,A,B,B,B,3,46
B,B,B,B,B,B,B,B,B,B,B,B,3,47
B,B,B,B,B,B,B,B,B,B,B,B,3,48
B,B,B,B,B,B,B,B,B,B,B,B,3,49
_,_,_,_,_,_,_,_,_,_,_,_,4,0
A,A,A,A,A,A,A,A,A,A,A,A,4,1
A,A,A,A,A,A,A,A,A,A,A,A,4,2
A,A,A,B,B,B,A,A,A,A,A,A,4,3
A,A,A,A,A,A,A,A,A,A,A,A,4,4
A,A,A,B,B,B,A,A,A,A,A,A,4,5
A,A,A,A,A,A,A,A,A,A,A,A,4,6
A,A,A,A,A,A,A,A,A,A,A,A,4,7
A,A,A,A,A,A,A,A,A,A,A,A,4,8
A,A,A,A,A,A,A,A,A,A,A,A,4,9
A,A,A,A,A,A,B,B,B,A,A,A,4,10
A,A,A,A,A,A,A,A,A,A,A,A,4,11
A,A,A,A,A,A,A,A,A,A,A,A,4,12
A,A,A,A,A,A,A,A,A,B,B,B,4,13
A,A,A,A,A,A,B,B,B,B,B,B,4,14
A,A,A,B,B,B,B,B,B,B,B,B,4,15
B,B,B,B,B,B,A,A,A,B,B,B,4,16
B,B,B,B,B,B,B,B,B,B,B,B,4,17
B,B,B,B,B,B,B,B,B,B,B,B,4,18
A,A,A,B,B,B,B,B,B,A,A,A,4,19
A,A,A,B,B,B,B,B,B,A,A,A,4,20
B,B,B,B,B,B,B,B,B,A,A,A,4,21
B,B,B,B,B,B,B,B,B,B,B,B,4,22
B,B,B,B,B,B,B,B,B,B,B,B,4,23
B,B,B,B,B,B,B,B,B,B,B,B,4,24
B,B,B,B,B,B,B,B,B,B,B,B,4,25
B,B,B,B,B,B,B,B,B,B,B,B,4,26
B,B,B,B,B,B,B,B,B,B,B,B,4,27
B,B,B,B,B,B,B,B,B,B,B,B,4,28
B,B,B,A,A,A,B,B,B,B,B,B,4,29
B,B,B,A,A,A,B,B,B,B,B,B,4,30
B,B,B,A,A,A,B,B,B,B,B,B,4,31
B,B,B,A,A,A,B,B,B,B,B,B,4,32
B,B,B,B,B,B,A,A,A,B,B,B,4,33
B,B,B,B,B,B,B,B,B,B,B,B,4,34
B,B,B,B,B,B,B,B,B,B,B,B,4,35
B,B,B,B,B,B,B,B,B,A,A,A,4,36
B,B,B,A,A,A,B,B,B,B,B,B,4,37
A,A,A,B,B,B,B,B,B,B,B,B,4,38
B,B,B,B,B,B,B,B,B,B,B,B,4,39
A,A,A,B,B,B,B,B,B,B,B,B,4,40
A,A,A,B,B,B,B,B,B,A,A,A,4,41
B,B,B,B,B,B,B,B,B,B,B,B,4,42
B,B,B,A,A,A,B,B,B,B,B,B,4,43
B,B,B,B,B,B,B,B,B,B,B,B,4,44
B,B,B,B,B,B,B,B,B,B,B,B,4,45
A,A,A,B,B,B,B,B,B,B,B,B,4,46
B,B,B,B,B,B,B,B,B,B,B,B,4,47
B,B,B,B,B,B,B,B,B,B,B,B,4,48
B,B,B,B,B,B,B,B,B,B,B,B,4,49
_,_,_,_,_,_,_,_,_,_,_,_,5,0
A,A,A,A,A,A,A,A,A,A,A,A,5,1
A,A,A,A,A,A,A,A,A,A,A,A,5,2
A,A,A,A,A,A,A,A,A,A,A,A,5,3
A,A,A,A,A,A,B,B,B,B,B,B,5,4
A,A,A,A,A,A,B,B,B,B,B,B,5,5
A,A,A,A,A,A,B,B,B,A,A,A,5,6
A,A,A,A,A,A,B,B,B,A,A,A,5,7
A,A,A,A,A,A,A,A,A,A,A,A,5,8
A,A,A,A,A,A,B,B,B,A,A,A,5,9
A,A,A,A,A,A,B,B,B,A,A,A,5,10
A,A,A,A,A,A,B,B,B,A,A,A,5,11
A,A,A,A,A,A,B,B,B,A,A,A,5,12
B,B,B,A,A,A,B,B,B,A,A,A,5,13
B,B,B,A,A,A,B,B,B,A,A,A,5,14
B,B,B,A,A,A,B,B,B,B,B,B,5,15
B,B,B,A,A,A,B,B,B,A,A,A,5,16
B,B,B,B,B,B,B,B,B,B,B,B,5,17
B,B,B,B,B,B,B,B,B,B,B,B,5,18
B,B,B,A,A,A,B,B,B,B,B,B,5,19
B,B,B,B,B,B,B,B,B,B,B,B,5,20
B,B,B,A,A,A,B,B,B,B,B,B,5,21
B,B,B,A,A,A,B,B,B,B,B,B,5,22
B,B,B,B,B,B,B,B,B,B,B,B,5,23
B,B,B,B,B,B,B,B,B,B,B,B,5,24
B,B,B,B,B,B,B,B,B,B,B,B,5,25
B,B,B,B,B,B,B,B,B,A,A,A,5,26
B,B,B,A,A,A,B,B,B,A,A,A,5,27
A,A,A,A,A,A,B,B,B,B,B,B,5,28
B,B,B,A,A,A,B,B,B,B,B,B,5,29
B,B,B,A,A,A,B,B,B,B,B,B,5,30
B,B,B,B,B,B,B,B,B,B,B,B,5,31
B,B,B,A,A,A,B,B,B,B,B,B,5,32
A,A,A,A,A,A,B,B,B,B,B,B,5,33
B,B,B,A,A,A,B,B,B,B,B,B,5,34
B,B,B,B,B,B,B,B,B,B,B,B,5,35
B,B,B,B,B,B,B,B,B,B,B,B,5,36
B,B,B,A,A,A,B,B,B,B,B,B,5,37
B,B,B,B,B,B,B,B,B,B,B,B,5,38
B,B,B,B,B,B,B,B,B,B,B,B,5,39
B,B,B,B,B,B,B,B,B,B,B,B,5,40
B,B,B,A,A,A,B,B,B,B,B,B,5,41
B,B,B,B,B,B,B,B,B,B,B,B,5,42
B,B,B,B,B,B,B,B,B,B,B,B,5,43
B,B,B,B,B,B,B,B,B,B,B,B,5,44
B,B,B,B,B,B,B,B,B,B,B,B,5,45
B,B,B,B,B,B,B,B,B,B,B,B,5,46
B,B,B,B,B,B,B,B,B,B,B,B,5,47
B,B,B,B,B,B,B,B,B,B,B,B,5,48
B,B,B,B,B,B,B,B,B,B,B,B,5,49
