energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-6.0,1,5
-7.0,1,6
-7.0,1,7
-7.0,1,8
-7.0,1,9
-7.0,1,10
-7.0,1,11
-7.0,1,12
-7.0,1,13
-7.0,1,14
-8.0,1,15
-8.0,1,16
-8.0,1,17
-8.0,1,18
-9.0,1,19
-10.0,1,20
-11.0,1,21
-12.0,1,22
-13.0,1,23
-14.0,1,24
-14.0,1,25
-15.0,1,26
-15.0,1,27
-15.0,1,28
-15.0,1,29
-15.0,1,30
-16.0,1,31
-17.0,1,32
-17.0,1,33
-17.0,1,34
-17.0,1,35
-17.0,1,36
-17.0,1,37
-17.0,1,38
-18.0,1,39
-18.0,1,40
-19.0,1,41
-19.0,1,42
-19.0,1,43
-19.0,1,44
-20.0,1,45
-21.0,1,46
-21.0,1,47
-22.0,1,48
-22.0,1,49
0.0,2,0
0.0,2,1
0.0,2,2
0.0,2,3
0.0,2,4
0.0,2,5
0.0,2,6
0.0,2,7
0.0,2,8
0.0,2,9
0.0,2,10
0.0,2,11
-1.0,2,12
-1.0,2,13
-1.0,2,14
-1.0,2,15
-1.0,2,16
-1.0,2,17
-1.0,2,18
-1.0,2,19
-1.0,2,20
-1.0,2,21
-1.0,2,22
-2.0,2,23
-2.0,2,24
-2.0,2,25
-2.0,2,26
-2.0,2,27
-2.0,2,28
-3.0,2,29
-4.0,2,30
-5.0,2,31
-6.0,2,32
-7.0,2,33
-8.0,2,34
-9.0,2,35
-10.0,2,36
-11.0,2,37
-11.0,2,38
-12.0,2,39
-12.0,2,40
-13.0,2,41
-14.0,2,42
-14.0,2,43
-14.0,2,44
-15.0,2,45
-16.0,2,46
-17.0,2,47
-18.0,2,48
-19.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-6.0,3,6
-7.0,3,7
-8.0,3,8
-9.0,3,9
-9.0,3,10
-10.0,3,11
-11.0,3,12
-12.0,3,13
-12.0,3,14
-12.0,3,15
-12.0,3,16
-12.0,3,17
-12.0,3,18
-12.0,3,19
-12.0,3,20
-12.0,3,21
-12.0,3,22
-13.0,3,23
-13.0,3,24
-13.0,3,25
-13.0,3,26
-13.0,3,27
-13.0,3,28
-13.0,3,29
-14.0,3,30
-15.0,3,31
-15.0,3,32
-15.0,3,33
-15.0,3,34
-15.0,3,35
-15.0,3,36
-15.0,3,37
-16.0,3,38
-16.0,3,39
-16.0,3,40
-16.0,3,41
-16.0,3,42
-16.0,3,43
-16.0,3,44
-16.0,3,45
-16.0,3,46
-16.0,3,47
-16.0,3,48
-16.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-10.0,4,9
-11.0,4,10
-12.0,4,11
-13.0,4,12
-14.0,4,13
-15.0,4,14
-15.0,4,15
-15.0,4,16
-15.0,4,17
-16.0,4,18
-17.0,4,19
-17.0,4,20
-17.0,4,21
-17.0,4,22
-17.0,4,23
-17.0,4,24
-17.0,4,25
-17.0,4,26
-17.0,4,27
-17.0,4,28
-17.0,4,29
-17.0,4,30
-17.0,4,31
-17.0,4,32
-17.0,4,33
-17.0,4,34
-17.0,4,35
-17.0,4,36
-18.0,4,37
-18.0,4,38
-19.0,4,39
-20.0,4,40
-20.0,4,41
-20.0,4,42
-20.0,4,43
-20.0,4,44
-21.0,4,45
-21.0,4,46
-21.0,4,47
-21.0,4,48
-21.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-8.0,5,7
-9.0,5,8
-10.0,5,9
-11.0,5,10
-12.0,5,11
-12.0,5,12
-12.0,5,13
-12.0,5,14
-12.0,5,15
-12.0,5,16
-12.0,5,17
-12.0,5,18
-12.0,5,19
-12.0,5,20
-12.0,5,21
-12.0,5,22
-12.0,5,23
-12.0,5,24
-12.0,5,25
-12.0,5,26
-13.0,5,27
-13.0,5,28
-13.0,5,29
-13.0,5,30
-13.0,5,31
-14.0,5,32
-14.0,5,33
-14.0,5,34
-14.0,5,35
-14.0,5,36
-14.0,5,37
-14.0,5,38
-14.0,5,39
-14.0,5,40
-14.0,5,41
-14.0,5,42
-14.0,5,43
-14.0,5,44
-14.0,5,45
-14.0,5,46
-14.0,5,47
-14.0,5,48
-14.0,5,49
