energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-5.0,1,5
-6.0,1,6
-7.0,1,7
-8.0,1,8
-8.0,1,9
-8.0,1,10
-9.0,1,11
-10.0,1,12
-11.0,1,13
-12.0,1,14
-13.0,1,15
-14.0,1,16
-15.0,1,17
-16.0,1,18
-17.0,1,19
-18.0,1,20
-19.0,1,21
-20.0,1,22
-21.0,1,23
-22.0,1,24
-23.0,1,25
-24.0,1,26
-25.0,1,27
-26.0,1,28
-27.0,1,29
-28.0,1,30
-29.0,1,31
-30.0,1,32
-31.0,1,33
-32.0,1,34
-33.0,1,35
-34.0,1,36
-35.0,1,37
-36.0,1,38
-37.0,1,39
-38.0,1,40
-39.0,1,41
-40.0,1,42
-41.0,1,43
-42.0,1,44
-43.0,1,45
-44.0,1,46
-45.0,1,47
-46.0,1,48
-47.0,1,49
-1.0,2,0
-2.0,2,1
-3.0,2,2
-4.0,2,3
-5.0,2,4
-6.0,2,5
-6.0,2,6
-7.0,2,7
-8.0,2,8
-9.0,2,9
-10.0,2,10
-10.0,2,11
-10.0,2,12
-10.0,2,13
-10.0,2,14
-10.0,2,15
-10.0,2,16
-10.0,2,17
-11.0,2,18
-11.0,2,19
-12.0,2,20
-13.0,2,21
-14.0,2,22
-14.0,2,23
-14.0,2,24
-14.0,2,25
-14.0,2,26
-15.0,2,27
-15.0,2,28
-15.0,2,29
-16.0,2,30
-17.0,2,31
-18.0,2,32
-18.0,2,33
-18.0,2,34
-18.0,2,35
-18.0,2,36
-19.0,2,37
-19.0,2,38
-19.0,2,39
-19.0,2,40
-20.0,2,41
-20.0,2,42
-21.0,2,43
-22.0,2,44
-22.0,2,45
-22.0,2,46
-22.0,2,47
-22.0,2,48
-22.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-12.0,3,12
-13.0,3,13
-13.0,3,14
-13.0,3,15
-13.0,3,16
-13.0,3,17
-13.0,3,18
-13.0,3,19
-13.0,3,20
-13.0,3,21
-13.0,3,22
-13.0,3,23
-13.0,3,24
-13.0,3,25
-13.0,3,26
-13.0,3,27
-13.0,3,28
-13.0,3,29
-13.0,3,30
-13.0,3,31
-13.0,3,32
-13.0,3,33
-13.0,3,34
-13.0,3,35
-13.0,3,36
-14.0,3,37
-14.0,3,38
-14.0,3,39
-14.0,3,40
-14.0,3,41
-14.0,3,42
-15.0,3,43
-16.0,3,44
-16.0,3,45
-16.0,3,46
-16.0,3,47
-16.0,3,48
-17.0,3,49
-1.0,4,0
-2.0,4,1
-2.0,4,2
-3.0,4,3
-4.0,4,4
-5.0,4,5
-6.0,4,6
-7.0,4,7
-8.0,4,8
-9.0,4,9
-10.0,4,10
-11.0,4,11
-11.0,4,12
-11.0,4,13
-12.0,4,14
-12.0,4,15
-12.0,4,16
-12.0,4,17
-12.0,4,18
-12.0,4,19
-12.0,4,20
-12.0,4,21
-12.0,4,22
-13.0,4,23
-13.0,4,24
-13.0,4,25
-13.0,4,26
-13.0,4,27
-14.0,4,28
-14.0,4,29
-14.0,4,30
-14.0,4,31
-14.0,4,32
-14.0,4,33
-14.0,4,34
-15.0,4,35
-15.0,4,36
-15.0,4,37
-15.0,4,38
-16.0,4,39
-16.0,4,40
-16.0,4,41
-16.0,4,42
-16.0,4,43
-16.0,4,44
-16.0,4,45
-16.0,4,46
-16.0,4,47
-16.0,4,48
-16.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-8.0,5,7
-9.0,5,8
-10.0,5,9
-11.0,5,10
-12.0,5,11
-12.0,5,12
-12.0,5,13
-13.0,5,14
-14.0,5,15
-15.0,5,16
-16.0,5,17
-17.0,5,18
-18.0,5,19
-19.0,5,20
-20.0,5,21
-21.0,5,22
-22.0,5,23
-23.0,5,24
-24.0,5,25
-25.0,5,26
-26.0,5,27
-27.0,5,28
-28.0,5,29
-29.0,5,30
-30.0,5,31
-31.0,5,32
-32.0,5,33
-33.0,5,34
-34.0,5,35
-35.0,5,36
-36.0,5,37
-37.0,5,38
-38.0,5,39
-39.0,5,40
-40.0,5,41
-41.0,5,42
-42.0,5,43
-43.0,5,44
-44.0,5,45
-45.0,5,46
-46.0,5,47
-47.0,5,48
-48.0,5,49
