act0,act1,act2,act3,act4,episode,step
4.1766287495192955e-07,0.9999978542327881,3.137088810944988e-07,9.38578068598872e-07,3.222002362690546e-07,1,0
3.276521283623879e-06,0.9999796152114868,6.4540718085481785e-06,9.39645087782992e-06,1.349244371340319e-06,1,1
4.260822606738657e-06,0.9999842643737793,8.598721251473762e-06,1.0986578757865573e-07,2.77528170045116e-06,1,2
3.678294660858228e-06,0.9999878406524658,8.1279695223202e-06,1.369854345512067e-07,2.409083208476659e-07,1,3
5.293475624057464e-05,0.9999431371688843,2.279705540786381e-06,1.721352731465231e-07,1.547689180370071e-06,1,4
1.0462975978953182e-06,0.9999985694885254,3.4275171856279485e-07,4.103836381830206e-09,5.561255012054289e-09,1,5
0.011970632709562778,0.9879254102706909,0.00010249252954963595,2.864486816633871e-07,1.2766572581313085e-06,1,6
0.13614079356193542,0.8636824488639832,0.0001646805612836033,1.8123707832273794e-06,1.0258794645778835e-05,1,7
0.9955137372016907,0.004419439937919378,5.749690535594709e-05,6.246904717954749e-07,8.78379705682164e-06,1,8
0.9998229146003723,0.0001535691844765097,1.0773851499834564e-05,3.102037737789942e-08,1.292627894144971e-05,1,9
0.9985670447349548,0.0013982948148623109,3.031420783372596e-05,3.402929564799706e-07,3.923318217857741e-06,1,10
0.9999791383743286,1.4035208550922107e-05,3.945639036828652e-06,4.985289479009225e-07,2.3774914552632254e-06,1,11
0.9994686245918274,0.00048685452202335,2.295416925335303e-05,1.760039413056802e-05,3.937499513995135e-06,1,12
0.9997748732566833,0.00021908135386183858,5.060090188635513e-06,1.402650724457999e-07,9.550584536555107e-07,1,13
0.9981672763824463,0.0016758533893153071,9.72737543634139e-05,1.757298559823539e-05,4.2019255488412455e-05,1,14
0.9999619722366333,9.052146197063848e-06,8.287741366075352e-06,6.025901711836923e-06,1.4542360077030025e-05,1,15
0.9831717014312744,0.013315783813595772,0.0004285469767637551,0.00028882254264317453,0.002795129083096981,1,16
0.7579360008239746,0.2186712771654129,0.002832760103046894,0.010252467356622219,0.010307603515684605,1,17
0.130539670586586,0.6192623972892761,0.13510888814926147,0.0025438577868044376,0.11254527419805527,1,18
0.00260314904153347,0.02485862374305725,0.006631402298808098,0.05548526346683502,0.9104215502738953,1,19
0.0010213454952463508,0.001149356714449823,0.07868451625108719,0.0006374986260198057,0.9185073375701904,1,20
0.00014158962585497648,0.012586471624672413,7.487387483706698e-05,0.00013048015534877777,0.9870665669441223,1,21
0.00012328523735050112,0.001344299758784473,0.00030446157325059175,0.0004465591919142753,0.9977814555168152,1,22
5.106272055854788e-06,0.00031143813976086676,5.372615305532236e-06,2.45906958298292e-05,0.9996534585952759,1,23
0.00020328263053670526,0.01053270511329174,0.019733669236302376,0.0023115803487598896,0.9672187566757202,1,24
0.03274230286478996,0.016511403024196625,0.0054937745444476604,0.09610488265752792,0.849147617816925,1,25
0.07716860622167587,0.0005429695011116564,0.0056870002299547195,0.6377571821212769,0.27884429693222046,1,26
0.4800412058830261,0.23332111537456512,0.002336659701541066,0.2815452814102173,0.0027556167915463448,1,27
0.9906322956085205,0.0067137167789042,0.000832779856864363,0.0015055704861879349,0.0003157061873935163,1,28
0.9484422206878662,0.0018228715052828193,0.0011604619212448597,0.040772806853055954,0.007801617030054331,1,29
0.9971262812614441,0.0008995728567242622,0.0013705759774893522,0.00025607136194594204,0.00034756617969833314,1,30
0.996580183506012,0.00044587100273929536,5.670787504641339e-05,0.0007681836723349988,0.0021491607185453176,1,31
0.9897416830062866,0.0005743465735577047,0.0020504812709987164,0.006259955000132322,0.001373504986986518,1,32
0.14813779294490814,0.2510760724544525,0.030429068952798843,0.43143051862716675,0.13892659544944763,1,33
0.00510504562407732,0.02831222116947174,0.0021875714883208275,0.006286248564720154,0.9581089615821838,1,34
4.36420714322594e-06,0.00013357536226976663,0.006976275239139795,1.3343855243874714e-05,0.9928723573684692,1,35
0.0002499008260201663,0.0048322356306016445,0.00014223107427824289,0.0007852900307625532,0.993990421295166,1,36
0.00038499641232192516,0.0015262806555256248,5.925085861235857e-05,0.0003680532972794026,0.9976614713668823,1,37
0.02293119579553604,0.09179975837469101,0.006289721466600895,0.00472548371180892,0.8742538094520569,1,38
0.07055384665727615,0.07736686617136002,0.010296828113496304,0.03200384974479675,0.8097785711288452,1,39
0.9108294248580933,0.006383783649653196,0.02407042868435383,0.054810602217912674,0.003905677702277899,1,40
0.9974192380905151,0.0007233332726173103,0.0014853397151455283,0.00020621938165277243,0.0001659429253777489,1,41
0.997380793094635,0.0007347441278398037,0.0002940755512099713,0.00017211446538567543,0.0014182277955114841,1,42
0.9663735032081604,0.03337149694561958,2.89351573883323e-05,3.193844167981297e-05,0.0001942337694345042,1,43
0.9951056241989136,0.0020691840909421444,0.0003178357728756964,0.0011279383907094598,0.001379491644911468,1,44
0.9156761169433594,0.006490929983556271,0.013167036697268486,0.05229726806282997,0.012368608266115189,1,45
0.5369458198547363,0.01837526261806488,0.056072209030389786,0.25092458724975586,0.1376822590827942,1,46
0.15791381895542145,0.0015446102479472756,0.00020616968686226755,0.021354030817747116,0.8189813494682312,1,47
0.0011774797458201647,0.14342215657234192,0.0001469302806071937,0.007082677446305752,0.8481707572937012,1,48
5.7863064284902066e-05,0.004868756979703903,0.0004306237096898258,0.0002700403274502605,0.9943727254867554,1,49
0.00014893546176608652,4.297962277632905e-06,7.92679566075094e-05,0.9996728897094727,9.458160639042035e-05,2,0
0.0004987080465070903,9.93602370726876e-05,3.204481618013233e-05,0.9986316561698914,0.0007381967734545469,2,1
0.0006820375565439463,8.476643415633589e-06,8.697036537341774e-05,0.9992020726203918,2.0521394617389888e-05,2,2
0.0005350557039491832,1.8057235138257965e-05,0.00016454829892609268,0.9991711378097534,0.00011119791452074423,2,3
0.002745525212958455,3.460166044533253e-05,0.0013239422114565969,0.9946532249450684,0.001242730300873518,2,4
0.0014042335096746683,1.8161613297706936e-06,2.7753221729653887e-06,0.9985275268554688,6.356136873364449e-05,2,5
0.3551737368106842,0.000481147289974615,0.00623122276738286,0.637742280960083,0.00037163717206567526,2,6
0.9961591958999634,9.803129796637222e-05,0.00020723164197988808,0.003520522965118289,1.4994453522376716e-05,2,7
0.998795747756958,0.0004049472336191684,0.00016968566342256963,0.0005664555937983096,6.306538125500083e-05,2,8
0.9998972415924072,1.1770262062782422e-05,1.666962452873122e-05,6.646980909863487e-05,7.727279808023013e-06,2,9
0.999366819858551,9.129742829827592e-05,1.691334182396531e-05,0.00040442944737151265,0.00012056779087288305,2,10
0.9815876483917236,0.0178486630320549,0.00012896918633487076,0.00018018689297605306,0.0002545126772020012,2,11
0.9997469782829285,5.89397459407337e-05,3.568680040189065e-05,6.719501834595576e-05,9.118777234107256e-05,2,12
0.930402934551239,0.04225568473339081,0.007395113818347454,0.012237767688930035,0.007708423770964146,2,13
0.9276361465454102,0.001040872186422348,0.0006951099494472146,0.06780417263507843,0.002823607297614217,2,14
0.022429335862398148,0.014605449512600899,0.06896460056304932,0.04726145789027214,0.8467391729354858,2,15
6.74213224556297e-05,0.0003915591223631054,0.000939870486035943,0.00011722814087988809,0.9984839558601379,2,16
0.002333621494472027,0.0011779565829783678,0.000663024140521884,0.0014456071658059955,0.9943798184394836,2,17
0.0015118637820705771,0.01047332864254713,0.005499749910086393,0.017132028937339783,0.9653830528259277,2,18
0.0002438459632685408,0.003099756082519889,0.010352646932005882,0.0014169769128784537,0.9848868250846863,2,19
0.0003420870052650571,0.006449807435274124,0.02118125557899475,0.0004434737202245742,0.971583366394043,2,20
0.01062236912548542,0.06202157214283943,0.029416868463158607,0.058404356241226196,0.8395348787307739,2,21
0.029751509428024292,0.005852566100656986,0.000477651774417609,0.93759685754776,0.02632143162190914,2,22
0.9186157584190369,0.0628548115491867,0.0024754805490374565,0.009263190440833569,0.006790632847696543,2,23
0.994939923286438,0.0028080164920538664,0.0003762986743822694,0.0007599731325171888,0.0011157009284943342,2,24
0.9990856647491455,0.00037455331766977906,0.0001422208151780069,9.512543329037726e-05,0.00030237837927415967,2,25
0.9990692734718323,0.00031001991010271013,0.00023613519442733377,0.00015314378833863884,0.00023134873481467366,2,26
0.9773017764091492,0.0017494771163910627,0.00035167948226444423,0.019982609897851944,0.0006144255748949945,2,27
0.480112224817276,0.44637778401374817,0.006350367795675993,0.025418082252144814,0.04174157604575157,2,28
0.007871069014072418,0.8508188724517822,0.0378035344183445,0.0027276789769530296,0.10077890008687973,2,29
0.0002550901554059237,0.029807673767209053,0.0010220425901934505,0.0040268125012516975,0.964888334274292,2,30
0.002835358725860715,0.00883902981877327,0.0005725064547732472,0.003959686495363712,0.9837934374809265,2,31
0.0035763324704021215,0.10740480571985245,0.0011450288584455848,0.0023296508006751537,0.8855442404747009,2,32
0.0005459187086671591,0.0027305386029183865,0.044445671141147614,0.0021011813078075647,0.9501766562461853,2,33
0.21122154593467712,0.05692603811621666,0.03745657578110695,0.5681271553039551,0.12626861035823822,2,34
0.8937594294548035,0.07808826863765717,0.0004930670838803053,0.025866921991109848,0.0017923221457749605,2,35
0.995780348777771,0.0009667706326581538,0.00045944686280563474,0.0023575457744300365,0.00043596301111392677,2,36
0.9843742251396179,0.007540098391473293,0.000915218610316515,0.006134639028459787,0.0010358045110478997,2,37
0.9742065072059631,0.013529954478144646,0.004143246915191412,0.007633511908352375,0.00048686357331462204,2,38
0.23722179234027863,0.049213021993637085,0.017882902175188065,0.004119448363780975,0.691562831401825,2,39
0.019166184589266777,0.9386282563209534,0.0046310583129525185,0.004811664577573538,0.03276286646723747,2,40
0.07947274297475815,0.7956840991973877,0.004856104496866465,0.003992757294327021,0.11599434167146683,2,41
0.012157803401350975,0.0022908432874828577,0.0008700278121978045,0.0015910554211586714,0.9830902814865112,2,42
0.21145287156105042,0.08817840367555618,0.09717808663845062,0.16370663046836853,0.43948400020599365,2,43
0.5284628868103027,0.008489085361361504,0.004832686390727758,0.0939270481467247,0.364288330078125,2,44
0.993590235710144,0.0013405903009697795,0.0001571363245602697,0.004041965119540691,0.0008700547623448074,2,45
0.9531372785568237,0.005698391702026129,0.0006265421397984028,0.009136213921010494,0.0314016193151474,2,46
0.9828434586524963,0.005851863883435726,0.00224661105312407,0.0063092755153775215,0.0027487752959132195,2,47
0.9982062578201294,0.0012061966117471457,0.00020780843624379486,0.0002496328379493207,0.00013019086327403784,2,48
0.8043212890625,0.12015035003423691,0.006636798847466707,0.02865302935242653,0.04023842141032219,2,49
0.018834156915545464,0.00020511980983428657,8.189653453882784e-05,0.8947683572769165,0.08611051738262177,3,0
0.002358574653044343,0.0007832463597878814,0.00019633206829894334,0.9888592958450317,0.007802519015967846,3,1
0.0037355399690568447,6.549758109031245e-05,2.833951475622598e-05,0.9955248832702637,0.0006457454292103648,3,2
0.15263572335243225,0.00014974322402849793,0.0002909422037191689,0.24606405198574066,0.600859522819519,3,3
0.22144511342048645,0.00122315704356879,0.0009693466126918793,0.75482577085495,0.021536651998758316,3,4
0.8306364417076111,0.0010853064013645053,0.0003229612484574318,0.16684840619564056,0.0011068583698943257,3,5
0.0765899270772934,0.0013174222549423575,0.001002002158202231,0.6117349863052368,0.3093557357788086,3,6
0.4064519703388214,0.0049106343649327755,0.007426141761243343,0.4163458049297333,0.16486546397209167,3,7
0.1477992832660675,0.07880690693855286,0.001845679827965796,0.4756370484828949,0.29591110348701477,3,8
0.5984083414077759,0.0314539410173893,0.02198747545480728,0.29308515787124634,0.05506511405110359,3,9
0.9450189471244812,0.024213088676333427,0.02056921273469925,0.002195945242419839,0.008002782240509987,3,10
0.05525778979063034,0.673615038394928,0.0024032550863921642,0.003602842800319195,0.26512107253074646,3,11
0.008486098609864712,0.9878067374229431,0.0031689072493463755,8.142603473970667e-05,0.0004568817385006696,3,12
0.03549250587821007,0.9237234592437744,0.0037723565474152565,0.014416973106563091,0.02259470522403717,3,13
0.005806564353406429,0.9932089447975159,0.0007567898719571531,6.288852455327287e-05,0.00016486090316902846,3,14
0.061986446380615234,0.8963646292686462,0.000270674005150795,0.00012275968038011342,0.04125544801354408,3,15
0.9891510009765625,0.010204993188381195,0.0001964600378414616,2.324150045751594e-05,0.0004242379800416529,3,16
0.8852959275245667,0.06012804061174393,0.018109317868947983,0.00765802850946784,0.028808671981096268,3,17
0.9490280747413635,0.006947843823581934,0.00442645326256752,0.03792353346943855,0.0016741614090278745,3,18
0.9185423254966736,0.0010501907672733068,0.0030392655171453953,0.062324315309524536,0.01504394132643938,3,19
0.08034933358430862,0.008788001723587513,0.00481107784435153,0.2089647352695465,0.6970868706703186,3,20
0.004515238106250763,0.0022114943712949753,0.0012047733180224895,0.005966369993984699,0.9861021041870117,3,21
0.004388188943266869,0.0012512857792899013,0.0004679866833612323,0.0018524391343817115,0.9920401573181152,3,22
0.0002079141850117594,0.0007339589647017419,0.0004161443212069571,5.3524439863394946e-05,0.9985883831977844,3,23
2.879243766074069e-05,0.00015669433923903853,0.0003759586834348738,1.938761670317035e-05,0.9994192123413086,3,24
0.006744665559381247,0.009050234220921993,0.0018840625416487455,0.001367249060422182,0.9809538125991821,3,25
0.007041020318865776,0.0012393100187182426,0.002217475790530443,0.008610526099801064,0.9808916449546814,3,26
0.020391322672367096,0.0032721995376050472,0.0006618022453039885,0.9644096493721008,0.011265040375292301,3,27
0.9898938536643982,0.0038525224663317204,0.00016887484525796026,0.002690703608095646,0.003394098486751318,3,28
0.9986932873725891,0.0008590369252488017,0.0002544038579799235,0.00011867423017974943,7.448872202076018e-05,3,29
0.9980586171150208,0.001329156686551869,0.00010603202827041969,0.000465721677755937,4.057638216181658e-05,3,30
0.9973708391189575,0.001256852876394987,0.00012331444304436445,0.0007412823033519089,0.0005077135283499956,3,31
0.9983964562416077,0.00048309945850633085,0.0006751584587618709,0.00025914935395121574,0.00018614542204886675,3,32
0.7994192838668823,0.040720134973526,0.0015205094823613763,0.04010391607880592,0.11823618412017822,3,33
0.6730083227157593,0.0723625048995018,0.0187432449311018,0.21650069952011108,0.01938530057668686,3,34
0.00018636653840076178,0.0073951296508312225,0.0003359355323482305,3.391848076716997e-05,0.9920486807823181,3,35
0.0037350603379309177,0.07243179529905319,0.019328005611896515,0.007703268900513649,0.8968018889427185,3,36
