episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -15.43943943943944, -15.36136136136136, -17.095095095095097, -16.563563563563562, -15.204204204204204, -17.614614614614613, -16.22122122122122, -18.184184184184183
2000, 99950, -11.593, -23.58, -14.452, -25.726, -1.371, -9.22, -18.108, -20.536
3000, 149950, -0.626, -44.172, -5.583, -39.563, -5.71, -24.512, -8.75, -33.017
4000, 199950, -0.262, -47.514, -9.2, -34.121, -5.244, -41.717, -4.555, -42.307
5000, 249950, -0.26, -48.574, -9.438, -35.117, -1.348, -45.579, -1.598, -44.921
6000, 299950, -0.187, -49.073, -20.016, -28.334, -1.106, -46.525, -2.229, -45.657
7000, 349950, -0.175, -48.809, -24.858, -22.885, -1.352, -47.084, -1.816, -46.563
8000, 399950, -0.094, -48.557, -31.454, -16.851, -2.425, -44.928, -1.284, -47.07
9000, 449950, -0.389, -48.08, -36.623, -10.967, -1.572, -45.589, -2.122, -47.185
10000, 499950, -1.124, -47.313, -39.516, -8.074, -3.243, -45.358, -3.151, -45.946
11000, 549950, -0.24, -48.266, -43.674, -5.173, -5.078, -44.104, -3.044, -46.328
12000, 599950, -0.648, -48.018, -45.964, -2.367, -6.098, -43.672, -3.507, -45.603
13000, 649950, -0.196, -48.72, -46.704, -1.918, -3.217, -46.294, -2.942, -46.452
14000, 699950, -0.568, -48.728, -46.097, -2.803, -3.149, -46.684, -3.715, -45.717
15000, 749950, -0.251, -48.536, -46.212, -2.646, -2.25, -47.508, -4.487, -45.13
16000, 799950, -0.709, -47.374, -47.262, -1.552, -2.028, -47.363, -6.064, -42.794
17000, 849950, -1.353, -48.078, -48.37, -0.956, -2.093, -47.663, -6.036, -43.09
18000, 899950, -0.636, -48.927, -48.104, -1.222, -2.017, -47.778, -8.191, -41.281
19000, 949950, -0.743, -48.768, -48.298, -1.037, -1.506, -47.949, -9.148, -40.172
20000, 999950, -0.277, -49.292, -47.921, -1.338, -1.875, -47.875, -9.862, -38.88
21000, 1049950, -0.532, -49.014, -47.572, -1.618, -1.901, -47.752, -8.595, -39.94
22000, 1099950, -0.626, -49.174, -46.609, -2.496, -1.709, -48.156, -9.068, -40.476
23000, 1149950, -1.384, -48.36, -38.433, -1.993, -1.858, -48.032, -8.349, -41.055
24000, 1199950, -1.82, -47.966, -36.531, -2.207, -1.782, -47.794, -11.579, -38.227
25000, 1249950, -2.157, -47.105, -39.12, -1.584, -2.909, -46.226, -17.242, -29.703
26000, 1299950, -0.629, -48.579, -30.803, -6.686, -2.373, -47.467, -5.709, -43.546
27000, 1349950, -0.64, -49.038, -31.548, -6.694, -1.605, -47.722, -6.619, -43.139
28000, 1399950, -1.01, -48.526, -30.114, -4.906, -1.691, -48.226, -10.266, -39.575
29000, 1449950, -0.838, -48.865, -34.664, -2.83, -1.244, -48.685, -14.146, -35.578
30000, 1499950, -1.752, -48.125, -32.413, -2.747, -0.642, -49.036, -12.033, -37.825
31000, 1549950, -1.429, -48.453, -27.478, -1.335, -0.636, -49.111, -9.994, -39.828
32000, 1599950, -1.061, -48.792, -31.628, -1.95, -0.538, -49.074, -9.524, -40.201
33000, 1649950, -0.327, -49.423, -29.597, -1.268, -0.465, -49.463, -4.015, -44.807
34000, 1699950, -0.649, -49.056, -27.198, -1.605, -0.821, -49.156, -3.959, -42.4
35000, 1749950, -0.384, -49.261, -24.163, -2.271, -0.729, -49.209, -5.218, -38.514
36000, 1799950, -0.487, -49.183, -26.705, -2.328, -0.929, -49.025, -8.074, -38.522
37000, 1849950, -1.123, -48.136, -26.091, -2.832, -1.752, -48.169, -10.097, -38.842
38000, 1899950, -0.62, -48.906, -28.765, -1.057, -0.979, -48.794, -7.919, -40.95
39000, 1949950, -0.678, -48.651, -29.089, -1.107, -0.878, -48.704, -12.581, -36.682
40000, 1999950, -0.479, -48.959, -34.155, -0.704, -1.066, -48.655, -16.288, -33.274
