episode,step,total_reward
1000, 49950, -340.729137
2000, 99950, -881.212338
3000, 149950, -319.864907
4000, 199950, -239.134807
5000, 249950, -234.611059
6000, 299950, -229.758287
7000, 349950, -217.760365
8000, 399950, -197.322447
9000, 449950, -195.372965
10000, 499950, -196.511648
11000, 549950, -173.588823
12000, 599950, -181.388584
13000, 649950, -172.873588
14000, 699950, -158.884727
15000, 749950, -163.732832
16000, 799950, -192.453924
17000, 849950, -160.508439
18000, 899950, -140.349738
19000, 949950, -138.569319
20000, 999950, -140.883006
21000, 1049950, -139.284453
22000, 1099950, -131.433438
23000, 1149950, -127.430359
24000, 1199950, -144.680086
25000, 1249950, -210.371090
26000, 1299950, -150.568723
27000, 1349950, -142.389753
28000, 1399950, -130.082493
29000, 1449950, -134.182467
30000, 1499950, -123.127814
31000, 1549950, -167.873158
32000, 1599950, -132.093238
33000, 1649950, -121.482316
34000, 1699950, -148.179511
35000, 1749950, -121.698974
36000, 1799950, -131.574043
37000, 1849950, -156.431371
38000, 1899950, -125.729454
39000, 1949950, -133.888088
40000, 1999950, -132.372738
