episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -84.02063221896633, -81.41089103159136, -89.09854546639265, -86.19906786336989
2000, 99950, -199.5299510647887, -325.52992984094175, -124.99963199230892, -231.15282559549595
3000, 149950, -61.926939147316034, -81.7087369569431, -99.6522073726427, -76.57702303169725
4000, 199950, -56.29755431145188, -65.61198425547256, -60.267550389995876, -56.957718115124834
5000, 249950, -54.028882894283726, -64.83547179624922, -58.02716796810101, -57.71953594698153
6000, 299950, -52.89164286975142, -63.965245881962645, -56.01085519194893, -56.8905433349604
7000, 349950, -50.488012976840764, -60.8314854009135, -54.20924498167109, -52.23162185183125
8000, 399950, -48.56600445807196, -49.53259527800464, -49.42501206737898, -49.79883495213368
9000, 449950, -47.697427979785424, -51.47817939474586, -50.566469026790536, -45.630888111425435
10000, 499950, -49.358006167854825, -49.844273348868484, -51.90207099301604, -45.40729792722299
11000, 549950, -43.356467737730725, -47.13101088265018, -44.07825293313454, -39.02309126054001
12000, 599950, -42.80734191021421, -52.04195215639294, -45.723661358850094, -40.8156283467423
13000, 649950, -41.36152141475277, -46.172077197278355, -44.77551302437435, -40.56447640936093
14000, 699950, -37.91303142642323, -41.863886618468065, -40.790556986269515, -38.317252290242976
15000, 749950, -38.611511337625764, -42.169849581329736, -43.269044338597176, -39.682426401776695
16000, 799950, -41.055211748297346, -56.7039328535382, -46.994883239291084, -47.69989597405406
17000, 849950, -37.448665137283854, -42.17550869163557, -41.147975712326314, -39.73628974751974
18000, 899950, -31.645745814786, -36.291203927033074, -35.65608491070013, -36.75670297427665
19000, 949950, -30.93349751705205, -36.94562719737632, -36.641465814341544, -34.04872865011209
20000, 999950, -29.630438753670916, -38.623898960607534, -35.66440005191861, -36.964267915121006
21000, 1049950, -31.193367536706145, -39.49850434550807, -34.39666920130757, -34.19591212024163
22000, 1099950, -27.58068559800722, -36.901348204144995, -34.840482898237006, -32.1109211054751
23000, 1149950, -28.33866276442353, -36.90584847184411, -33.70093745170322, -28.484910140812527
24000, 1199950, -30.716132827519033, -46.21221481223694, -34.45673563310526, -33.295002843203775
25000, 1249950, -33.3814213599672, -54.23503753066026, -39.566936098434475, -83.18769451337613
26000, 1299950, -36.61839135782156, -37.03365352781921, -38.726807250711836, -38.189870368492706
27000, 1349950, -33.05409667145575, -37.61694063260128, -38.63841554629471, -33.080300042368265
28000, 1399950, -31.501749100758104, -36.73167526249205, -29.915091113318915, -31.933977899203512
29000, 1449950, -29.424921439846276, -40.34409163254223, -32.426109837164454, -31.987344543161264
30000, 1499950, -28.814844489217624, -36.03466456505095, -28.798603291459266, -29.479702071120286
31000, 1549950, -36.91571409323753, -57.609292566133455, -37.92915457211797, -35.418996311494254
32000, 1599950, -29.394868050240415, -39.580186132675706, -32.49775220173736, -30.620431809188833
33000, 1649950, -28.687465295350417, -34.31403517753594, -28.855129002012884, -29.625686423087863
34000, 1699950, -33.756429616854895, -44.369055842861975, -35.27284599590179, -34.78117941801798
35000, 1749950, -30.18446681110364, -34.8073387693915, -28.798209135686847, -27.908959107954814
36000, 1799950, -31.781884086465855, -38.15165664365245, -31.988378192596432, -29.652123809263408
37000, 1849950, -34.53961611448233, -52.61627415755316, -36.16281754164718, -33.11266277051205
38000, 1899950, -28.35092917001874, -36.39323126415332, -31.258727562199077, -29.726566050724976
39000, 1949950, -29.1276453991671, -45.588554388376096, -30.376710355580165, -28.795177675691534
40000, 1999950, -31.091176353197326, -39.052547789771836, -30.588951712902933, -31.640062497359803
