episode,step,total_reward
200, 9950, -176.138651
400, 19950, -174.211244
600, 29950, -168.389031
800, 39950, -168.058212
1000, 49950, -168.722174
1200, 59950, -471.093771
1400, 69950, -358.954786
1600, 79950, -154.859993
1800, 89950, -101.126886
2000, 99950, -110.604992
2200, 109950, -105.538739
2400, 119950, -106.252889
2600, 129950, -94.223313
2800, 139950, -81.135977
3000, 149950, -81.194821
3200, 159950, -71.073911
3400, 169950, -80.976343
3600, 179950, -70.968900
3800, 189950, -74.648489
4000, 199950, -68.593054
4200, 209950, -74.354896
4400, 219950, -63.840357
4600, 229950, -63.875676
4800, 239950, -65.555671
5000, 249950, -66.639521
5200, 259950, -68.964838
5400, 269950, -66.199132
5600, 279950, -69.510802
5800, 289950, -59.949137
6000, 299950, -64.875029
6200, 309950, -72.760882
6400, 319950, -60.807717
6600, 329950, -72.555730
6800, 339950, -64.409065
7000, 349950, -71.604711
7200, 359950, -63.582736
7400, 369950, -61.626588
7600, 379950, -67.201833
7800, 389950, -65.719912
8000, 399950, -68.283578
8200, 409950, -55.358958
8400, 419950, -57.783456
8600, 429950, -61.034520
8800, 439950, -59.330114
9000, 449950, -70.475037
9200, 459950, -68.129994
9400, 469950, -56.619375
9600, 479950, -70.788221
9800, 489950, -54.545930
10000, 499950, -58.778397
10200, 509950, -52.901276
10400, 519950, -56.348556
10600, 529950, -53.800869
10800, 539950, -53.095582
11000, 549950, -61.122588
11200, 559950, -51.117307
11400, 569950, -51.095907
11600, 579950, -52.002221
11800, 589950, -54.011234
12000, 599950, -56.983191
12200, 609950, -59.194040
12400, 619950, -55.310830
12600, 629950, -62.264760
12800, 639950, -57.299533
13000, 649950, -53.248371
13200, 659950, -48.801809
13400, 669950, -51.993075
13600, 679950, -65.761653
13800, 689950, -57.164737
14000, 699950, -50.670637
14200, 709950, -56.011202
14400, 719950, -58.030991
14600, 729950, -53.680623
14800, 739950, -55.189384
15000, 749950, -52.542907
15200, 759950, -53.077263
15400, 769950, -57.300247
15600, 779950, -61.852442
15800, 789950, -75.644535
16000, 799950, -57.434458
16200, 809950, -53.175682
16400, 819950, -52.528942
16600, 829950, -53.578965
16800, 839950, -54.354269
17000, 849950, -76.093800
17200, 859950, -52.406922
17400, 869950, -50.469857
17600, 879950, -56.531012
17800, 889950, -55.793420
18000, 899950, -61.826553
18200, 909950, -50.276963
18400, 919950, -46.376293
18600, 929950, -43.730827
18800, 939950, -51.609177
19000, 949950, -40.680432
19200, 959950, -47.654998
19400, 969950, -56.590302
19600, 979950, -63.664999
19800, 989950, -57.279772
20000, 999950, -42.961664
