episode,step,total_reward
1000, 49950, -162.104114
2000, 99950, -244.408001
3000, 149950, -92.861255
4000, 199950, -34.725297
5000, 249950, -25.349426
6000, 299950, -28.452310
7000, 349950, -26.722184
8000, 399950, -27.789208
9000, 449950, -26.391613
10000, 499950, -26.459234
11000, 549950, -23.823952
12000, 599950, -24.519955
13000, 649950, -31.951888
14000, 699950, -28.723938
15000, 749950, -27.343641
16000, 799950, -25.502329
17000, 849950, -27.535883
18000, 899950, -26.578254
19000, 949950, -26.064912
20000, 999950, -29.094045
21000, 1049950, -32.741151
22000, 1099950, -31.837094
23000, 1149950, -28.613300
24000, 1199950, -26.424390
25000, 1249950, -23.634670
26000, 1299950, -26.701281
27000, 1349950, -23.101469
28000, 1399950, -22.294070
29000, 1449950, -23.046045
30000, 1499950, -23.501014
31000, 1549950, -23.374181
32000, 1599950, -22.106936
33000, 1649950, -21.531978
34000, 1699950, -20.769286
35000, 1749950, -21.203195
36000, 1799950, -20.816932
37000, 1849950, -21.578051
38000, 1899950, -20.902750
39000, 1949950, -22.707737
40000, 1999950, -23.295626
41000, 2049950, -22.136407
42000, 2099950, -23.842954
43000, 2149950, -25.519260
44000, 2199950, -25.106711
45000, 2249950, -25.429756
46000, 2299950, -25.459513
47000, 2349950, -24.901852
48000, 2399950, -23.540473
49000, 2449950, -23.634226
50000, 2499950, -22.435776
