episode,step,total_reward
1000, 24975, -144.033633
2000, 49975, -194.649056
3000, 74975, -69.869896
4000, 99975, -47.188073
5000, 124975, -42.176896
6000, 149975, -39.646217
7000, 174975, -39.434782
8000, 199975, -39.884369
9000, 224975, -39.255589
10000, 249975, -39.746469
11000, 274975, -39.197284
12000, 299975, -39.724800
13000, 324975, -38.832695
14000, 349975, -39.456693
15000, 374975, -39.687603
16000, 399975, -39.049869
17000, 424975, -37.579375
18000, 449975, -37.031191
19000, 474975, -38.563269
20000, 499975, -38.487876
21000, 524975, -38.785808
22000, 549975, -38.312722
23000, 574975, -37.033502
24000, 599975, -36.008139
25000, 624975, -36.464170
26000, 649975, -38.079515
27000, 674975, -38.112917
28000, 699975, -37.426324
29000, 724975, -36.455421
30000, 749975, -36.940570
31000, 774975, -36.611438
32000, 799975, -37.338913
33000, 824975, -37.564898
34000, 849975, -38.585839
35000, 874975, -37.419787
36000, 899975, -37.623060
37000, 924975, -37.163764
38000, 949975, -36.640742
39000, 974975, -35.636551
40000, 999975, -37.442468
41000, 1024975, -38.182580
42000, 1049975, -41.454750
43000, 1074975, -39.905967
44000, 1099975, -41.130267
45000, 1124975, -38.589851
46000, 1149975, -39.415801
47000, 1174975, -35.760218
48000, 1199975, -37.914201
49000, 1224975, -35.394590
50000, 1249975, -37.366854
