act0,act1,act2,act3,act4,act5,episode,step
1.3303826563060284e-05,4.065558096044697e-05,0.0009519048617221415,0.9989344477653503,3.496469389574486e-06,5.6214979849755764e-05,1,0
6.032545570633374e-06,1.1222829925827682e-05,0.0001260633725905791,0.9998289346694946,8.946425623435061e-06,1.8842190911527723e-05,1,1
0.00011200102744624019,0.0005232860567048192,0.0050175925716757774,0.9671672582626343,0.00010350521915825084,0.027076350525021553,1,2
0.000152606560732238,0.0003676536143757403,0.0004969360888935626,0.9988712668418884,4.6969045797595754e-05,6.459377618739381e-05,1,3
4.508763231569901e-05,0.014161978848278522,0.0009576595621183515,0.9843810796737671,0.0001830467372201383,0.0002711397537495941,1,4
0.0002215037093264982,0.8199149370193481,0.0029384929221123457,0.17646408081054688,0.00015589430404361337,0.0003050460945814848,1,5
0.0003808862529695034,0.060241859406232834,0.0060523333959281445,0.9223194718360901,0.010876096785068512,0.00012940051965415478,1,6
0.0035191599745303392,0.38344553112983704,0.02006038837134838,0.33915308117866516,0.2532900869846344,0.0005317425820976496,1,7
0.0043143415823578835,0.0017461555544286966,0.00032636651303619146,0.9749245047569275,0.01868283562362194,5.768239589087898e-06,1,8
0.09082614630460739,0.0334288589656353,0.0008749559638090432,0.7135440707206726,0.1611216813325882,0.00020434928592294455,1,9
0.9596156477928162,0.003825104096904397,6.472903623944148e-05,0.02374185435473919,0.012527055107057095,0.00022549343702849,1,10
0.6935168504714966,0.007445772644132376,0.0001760076847858727,0.022265102714300156,0.2759002149105072,0.000696013099513948,1,11
0.04606067016720772,0.0018015358364209533,9.357120870845392e-05,0.00045779463835060596,0.9226973652839661,0.028889121487736702,1,12
0.5585550665855408,0.31678056716918945,0.024140678346157074,0.04058586061000824,0.058985721319913864,0.0009520270396023989,1,13
0.004752926528453827,0.7152544856071472,0.057023804634809494,0.22012712061405182,0.0022635189816355705,0.0005781826330348849,1,14
0.009040971286594868,0.45476582646369934,0.4888399541378021,0.02854791469871998,0.003651150967925787,0.015154172666370869,1,15
0.021751780062913895,0.0008216107962653041,0.9269424080848694,0.03332141786813736,0.016917241737246513,0.0002455680805724114,1,16
0.16324497759342194,0.0022978640627115965,0.8179835081100464,0.0020035647321492434,0.013965150341391563,0.0005049491883255541,1,17
0.3694458603858948,0.027698280289769173,0.058002274483442307,0.3567822277545929,0.18346694111824036,0.004604422952979803,1,18
0.00926832016557455,0.0004101980885025114,0.0015782995615154505,0.9856831431388855,4.573598926072009e-05,0.003014274872839451,1,19
0.00042964296881109476,2.5959621780202724e-05,0.007398390211164951,0.9915636777877808,0.0004950223374180496,8.720617915969342e-05,1,20
0.0005125676398165524,0.01436472125351429,0.0012537589063867927,0.978927731513977,0.00489424355328083,4.6960500185377896e-05,1,21
0.012724412605166435,0.0021121662575751543,0.005065980367362499,0.7398265600204468,0.23416905105113983,0.006101837381720543,1,22
0.022212902083992958,0.0040946705266833305,0.5894627571105957,0.05672893673181534,0.31486839056015015,0.012632329016923904,1,23
0.01951908878982067,0.01095806434750557,0.4242214262485504,0.07727407664060593,0.4646120071411133,0.0034152893349528313,1,24
0.007119537331163883,0.00023909026640467346,0.002529115416109562,0.04260246455669403,0.9473340511322021,0.00017567447503097355,1,25
4.581405846693087e-06,0.0007693747757002711,3.879399173456477e-06,0.9976377487182617,0.0015822704881429672,2.293167426614673e-06,1,26
0.0029149942565709352,0.035330500453710556,0.015000496990978718,0.8835389018058777,0.059621669352054596,0.003593411995097995,1,27
0.00014754192670807242,0.09128061681985855,0.00427768100053072,0.00011838491627713665,0.9032296538352966,0.0009461278677918017,1,28
0.0049939239397645,0.018804028630256653,0.9687726497650146,0.000629242102149874,0.006558404304087162,0.00024174628197215497,1,29
0.00013292439689394087,0.09062375128269196,0.890711784362793,0.00041000606142915785,6.270861194934696e-05,0.01805878058075905,1,30
0.00018167692178394645,0.0001445374800823629,0.9972777962684631,0.002179481787607074,0.00018023594748228788,3.622006988734938e-05,1,31
0.0255508441478014,0.021676277741789818,0.9004062414169312,0.05094346031546593,0.0012911093654111028,0.00013206014409661293,1,32
0.0008483729907311499,0.00304456171579659,0.32719433307647705,0.6662834286689758,0.0010279066627845168,0.0016013752901926637,1,33
0.0037080685142427683,0.009560092352330685,0.05490531772375107,0.9292224645614624,0.002286556176841259,0.00031750850030221045,1,34
0.17539620399475098,0.00041038644849322736,0.06451013684272766,0.7528747916221619,0.005397793836891651,0.001410562195815146,1,35
0.9066023230552673,1.7476171706221066e-05,0.09042618423700333,0.00189150997903198,0.0009772591292858124,8.526825695298612e-05,1,36
0.5750253796577454,0.00010389786621090025,0.4014663100242615,0.00911044329404831,0.014065279625356197,0.00022870168322697282,1,37
0.06676920503377914,0.0032129588071256876,0.039779920130968094,0.88020259141922,0.008985945954918861,0.0010494374437257648,1,38
0.00010558858775766566,0.0009110889513976872,0.007244481705129147,0.9916037917137146,3.824675877694972e-05,9.68559252214618e-05,1,39
0.00016319927817676216,0.0006925247726030648,0.015016252174973488,0.9833784103393555,0.00014374374586623162,0.0006059322040528059,1,40
0.010571813210844994,0.7747312784194946,0.029590528458356857,0.18067191541194916,0.002807875629514456,0.0016266948077827692,1,41
0.07156886905431747,0.18864166736602783,0.7204944491386414,0.0008625767077319324,0.011249097064137459,0.007183304987847805,1,42
0.9852505922317505,0.00034767709439620376,0.011162567883729935,1.1499476386234164e-05,0.0032162207644432783,1.1336794159433339e-05,1,43
0.002135888673365116,0.0021533973049372435,0.9845592379570007,0.00786577258259058,0.0028213581535965204,0.00046442062011919916,1,44
0.00033083895687013865,0.007591990288347006,0.9840425848960876,0.007877190597355366,5.651182073052041e-05,0.00010089994611917064,1,45
0.002006228081882,0.009117353707551956,0.6405320167541504,0.3406590521335602,0.0065667456947267056,0.0011185770854353905,1,46
0.009827664121985435,0.07749411463737488,0.017547721043229103,0.89142906665802,0.0023047332651913166,0.0013966920087113976,1,47
0.11916533857584,0.046687375754117966,0.009801228530704975,0.806263267993927,0.01652408391237259,0.0015587121015414596,1,48
0.06806358695030212,0.014969120733439922,0.012322154827415943,0.8859772682189941,0.012165352702140808,0.006502497009932995,1,49
0.01264258474111557,0.00952446274459362,0.6675562262535095,0.00026139430701732635,0.0007238659309223294,0.30929145216941833,2,0
0.004491311497986317,0.0006603894289582968,0.9499185085296631,4.5203360059531406e-05,9.054447582457215e-05,0.04479397088289261,2,1
0.18134988844394684,0.1263256072998047,0.506554126739502,0.0006485171616077423,0.001142304390668869,0.18397945165634155,2,2
0.211358442902565,0.7473323345184326,0.02000862918794155,0.000870072515681386,0.005056042689830065,0.015374421142041683,2,3
0.1719466596841812,0.7824723720550537,0.0004263709706719965,0.00021541098249144852,0.04440492391586304,0.0005342563381418586,2,4
0.17521953582763672,0.5542204976081848,0.0009236853220500052,3.990130062447861e-05,0.2695545554161072,4.1754876292543486e-05,2,5
0.15341471135616302,0.7428761124610901,0.0008338058250956237,6.58998906146735e-05,0.10258946567773819,0.00022005567734595388,2,6
0.0018340079113841057,0.001324659213423729,0.00011738164903363213,7.620648830197752e-05,0.996581494808197,6.634688179474324e-05,2,7
0.00030848837923258543,5.5515651183668524e-05,0.000104033992101904,4.4962121137359645e-06,0.9994753003120422,5.2131836127955467e-05,2,8
0.0015806640731170774,0.00013177754590287805,0.00020687079813797027,0.00021839328110218048,0.9978122711181641,4.993880429537967e-05,2,9
0.4334457814693451,0.0026455677580088377,0.03972889482975006,0.0052950759418308735,0.5179815292358398,0.0009031651425175369,2,10
0.297512024641037,0.0009331517503596842,0.21323484182357788,0.0012119666207581758,0.0536113865673542,0.4334965944290161,2,11
0.03281214088201523,0.0032877810299396515,0.026608681306242943,0.026432957500219345,0.9069898128509521,0.0038686715997755527,2,12
0.09048079699277878,0.046723924577236176,0.7985467910766602,0.05589154735207558,0.006832700222730637,0.001524217426776886,2,13
0.0014218196738511324,0.004947700537741184,0.0029421157669276,0.9831724166870117,0.005193821620196104,0.002322086365893483,2,14
0.010356023907661438,0.003380913520231843,0.0012104370398446918,0.09689436852931976,0.002673072973266244,0.8854852318763733,2,15
0.018538804724812508,0.015689387917518616,0.025955861434340477,0.7210605144500732,0.0029271640814840794,0.21582822501659393,2,16
0.002317309845238924,0.030168328434228897,0.12336744368076324,0.03200631961226463,0.1140206828713417,0.6981199383735657,2,17
0.013251831755042076,0.5838637948036194,0.22977983951568604,0.12941980361938477,0.03124750591814518,0.012437164783477783,2,18
0.0002322613581782207,0.0393858402967453,0.9237926602363586,0.03520022705197334,0.000893132237251848,0.0004959033103659749,2,19
