episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -21.43718592964824, -0.4271356783919598, -10.92311557788945, -26.0, -0.44221105527638194, -13.212261306532668
400, 19950, -21.525, -0.475, -11.10670000000001, -26.63, -0.5, -13.597100000000005
600, 29950, -20.73, -0.465, -10.540300000000007, -26.85, -0.485, -13.748700000000001
800, 39950, -21.205, -0.415, -10.785499999999999, -26.45, -0.52, -13.473800000000004
1000, 49950, -21.23, -0.42, -10.829199999999998, -26.455, -0.505, -13.431100000000004
1200, 59950, -24.01, -0.54, -12.425799999999999, -15.015, -0.285, -7.571000000000006
1400, 69950, -17.87, -0.39, -9.155499999999996, -20.92, -0.46, -10.890600000000004
1600, 79950, -16.44, -0.42, -8.759099999999998, -10.82, -0.235, -5.632599999999999
1800, 89950, -1.535, -0.045, -0.8835999999999999, -8.03, -0.15, -3.9984
2000, 99950, -1.58, -0.035, -0.9412, -7.2, -0.085, -3.0863000000000023
2200, 109950, -8.06, -0.12, -4.1165, -9.67, -0.205, -4.3519
2400, 119950, -21.315, -0.425, -10.883099999999992, -9.735, -0.21, -4.2158000000000015
2600, 129950, -37.45, -0.7, -18.59699999999999, -18.72, -0.315, -9.684300000000002
2800, 139950, -44.625, -0.925, -22.58120000000001, -25.125, -0.48, -12.893300000000004
3000, 149950, -47.115, -0.905, -23.670999999999996, -25.695, -0.475, -12.961600000000008
3200, 159950, -47.06, -0.875, -23.462999999999994, -33.18, -0.62, -16.206000000000007
3400, 169950, -46.95, -0.915, -23.51579999999999, -30.595, -0.63, -15.907699999999995
3600, 179950, -48.365, -0.915, -24.3104, -35.31, -0.71, -18.2481
3800, 189950, -48.925, -0.94, -24.70139999999999, -38.225, -0.67, -19.4167
4000, 199950, -48.87, -0.935, -24.627600000000008, -36.475, -0.77, -19.093799999999998
4200, 209950, -48.49, -0.94, -24.46850000000001, -41.395, -0.91, -21.9816
4400, 219950, -48.99, -0.95, -24.738099999999996, -40.32, -0.9, -21.589100000000002
4600, 229950, -49.015, -0.955, -24.8015, -39.715, -0.875, -21.156099999999995
4800, 239950, -49.275, -0.96, -24.9821, -40.12, -0.925, -21.3413
5000, 249950, -47.19, -0.99, -24.0788, -37.16, -0.96, -20.506299999999996
5200, 259950, -47.69, -0.99, -24.129600000000003, -38.8, -0.965, -21.03820000000002
5400, 269950, -48.52, -0.975, -24.501500000000007, -39.305, -0.99, -20.982999999999997
5600, 279950, -49.265, -0.98, -24.966200000000004, -39.035, -0.97, -20.773200000000006
5800, 289950, -48.67, -0.965, -24.593900000000005, -38.27, -0.985, -20.6043
6000, 299950, -48.76, -0.98, -24.590500000000002, -38.465, -1.0, -20.688799999999993
6200, 309950, -48.235, -0.98, -24.304699999999993, -38.66, -0.97, -20.88440000000001
6400, 319950, -48.82, -0.98, -24.69219999999999, -40.035, -0.9, -21.05500000000001
