episode,step,total_reward
1000, 49950, -325.736670
2000, 99950, -592.476685
3000, 149950, -265.631961
4000, 199950, -241.229160
5000, 249950, -233.458685
6000, 299950, -217.536329
7000, 349950, -203.076539
8000, 399950, -184.529690
9000, 449950, -167.460822
10000, 499950, -205.636567
11000, 549950, -163.397283
12000, 599950, -159.704882
13000, 649950, -157.609672
14000, 699950, -187.594118
15000, 749950, -135.688462
16000, 799950, -142.432038
17000, 849950, -144.991060
18000, 899950, -135.269860
19000, 949950, -136.954628
20000, 999950, -131.822047
21000, 1049950, -136.508899
22000, 1099950, -140.515321
23000, 1149950, -135.849442
24000, 1199950, -137.608466
25000, 1249950, -145.089357
26000, 1299950, -133.677754
27000, 1349950, -141.248827
28000, 1399950, -153.419685
29000, 1449950, -154.855498
30000, 1499950, -137.643220
31000, 1549950, -154.132012
32000, 1599950, -128.398209
33000, 1649950, -123.272083
34000, 1699950, -141.167568
35000, 1749950, -140.904619
36000, 1799950, -151.437054
37000, 1849950, -149.098359
38000, 1899950, -138.033677
39000, 1949950, -124.705556
40000, 1999950, -143.846816
