episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
100, 4950, -17.0, -17.80808080808081, -16.04040404040404, -18.838383838383837
200, 9950, -17.53, -16.82, -16.66, -18.65
300, 14950, -17.02, -17.43, -16.66, -18.51
400, 19950, -16.32, -16.89, -16.58, -18.79
500, 24950, -17.36, -17.11, -16.2, -18.58
600, 29950, -17.8, -16.63, -16.62, -18.2
700, 34950, -17.27, -16.9, -16.38, -17.95
800, 39950, -17.64, -16.35, -15.97, -18.43
900, 44950, -17.08, -17.01, -16.42, -18.68
1000, 49950, -18.15, -16.4, -16.63, -18.04
1100, 54950, -22.09, -14.33, -13.07, -30.73
1200, 59950, -6.1, -16.97, -9.21, -4.23
1300, 64950, -23.54, -4.1, -19.46, -0.68
1400, 69950, -16.85, -0.45, -6.45, -15.68
1500, 74950, -2.53, -0.01, -0.09, -0.08
1600, 79950, -0.32, 0.0, -0.05, -0.02
1700, 84950, -0.6, -0.01, -0.07, -0.05
1800, 89950, -0.05, 0.0, -0.01, -0.03
1900, 94950, -0.04, 0.0, -0.02, 0.0
2000, 99950, -0.12, -0.02, -0.32, -0.01
2100, 104950, -0.08, 0.0, -0.04, -0.06
2200, 109950, -0.21, 0.0, -0.4, -0.06
2300, 114950, -0.08, -0.01, -0.01, -0.06
2400, 119950, -0.49, 0.0, -0.1, -0.07
2500, 124950, -0.58, 0.0, -0.25, -0.13
2600, 129950, -0.03, 0.0, -0.05, -0.14
2700, 134950, -0.24, 0.0, -0.5, -0.05
2800, 139950, -0.69, 0.0, -0.29, -0.04
2900, 144950, -0.25, 0.0, -0.11, -0.01
3000, 149950, -0.67, -0.01, -0.4, -0.05
3100, 154950, -0.77, -0.01, -0.28, -0.03
3200, 159950, 0.0, 0.0, -0.04, -0.07
3300, 164950, -0.95, 0.0, -2.32, -0.02
3400, 169950, -0.04, 0.0, -0.01, -0.01
3500, 174950, -0.79, 0.0, -1.6, -0.1
3600, 179950, -0.24, 0.0, -0.47, 0.0
3700, 184950, -13.35, -0.01, -0.88, -0.09
3800, 189950, -0.05, -0.01, -0.35, -0.05
3900, 194950, -0.07, 0.0, -1.31, -0.13
4000, 199950, -0.2, -0.03, -0.99, -0.01
4100, 204950, -0.68, 0.0, -0.99, -0.07
4200, 209950, -13.76, -0.01, -0.78, -0.05
4300, 214950, -0.01, -0.02, -0.01, -0.01
4400, 219950, -0.8, 0.0, -0.48, -0.01
4500, 224950, -5.69, 0.0, -0.44, 0.0
4600, 229950, -0.1, 0.0, -5.08, -0.03
4700, 234950, -3.15, 0.0, -3.56, -0.04
4800, 239950, -0.01, -0.02, -1.81, -0.09
4900, 244950, -0.92, -0.01, -2.12, -0.11
5000, 249950, -21.8, -0.01, -7.86, -0.03
5100, 254950, -0.21, 0.0, -5.12, -0.09
5200, 259950, -6.61, -0.05, -0.34, -0.04
5300, 264950, -0.49, -0.01, -10.04, -0.36
5400, 269950, -7.21, -0.01, -14.5, -0.05
5500, 274950, -0.33, 0.0, -20.45, -1.07
5600, 279950, -1.27, 0.0, -8.06, -0.35
5700, 284950, -0.02, 0.0, -15.73, -0.94
5800, 289950, -8.3, -0.02, -4.75, -0.02
5900, 294950, -42.63, -0.1, -37.95, -0.62
6000, 299950, -5.01, -0.02, -45.2, -0.16
6100, 304950, -0.63, -0.01, -17.88, -0.26
6200, 309950, -5.74, -0.01, -23.55, -0.03
6300, 314950, -0.44, -0.02, -20.04, -0.58
6400, 319950, -0.72, 0.0, -6.44, -0.07
6500, 324950, -0.98, -0.04, 0.0, 0.0
6600, 329950, -31.93, -0.59, -6.03, -0.1
6700, 334950, -24.51, -0.17, -0.79, 0.0
6800, 339950, -2.43, -0.06, -0.35, -0.02
6900, 344950, -11.1, -3.47, -0.02, 0.0
7000, 349950, -5.22, -1.7, -0.87, -0.02
7100, 354950, -0.03, -0.02, -0.03, 0.0
7200, 359950, -0.61, -0.01, -0.01, 0.0
7300, 364950, -0.62, -0.02, -0.02, -0.01
7400, 369950, -2.44, 0.0, 0.0, -0.01
7500, 374950, -0.56, -0.03, -0.16, -0.01
7600, 379950, -1.43, -0.01, -0.48, -0.03
7700, 384950, -0.63, -0.01, -1.13, -0.01
7800, 389950, -0.74, 0.0, -0.88, -0.01
7900, 394950, -6.17, -0.01, -0.82, 0.0
8000, 399950, -2.16, -0.01, -0.3, -0.01
8100, 404950, -0.19, -0.01, -1.56, 0.0
8200, 409950, -0.43, -0.01, -0.05, -0.01
8300, 414950, -0.25, 0.0, -1.71, 0.0
8400, 419950, -1.61, 0.0, -1.44, -0.03
8500, 424950, -0.73, -0.03, -3.3, -0.01
8600, 429950, -5.27, -0.46, -0.1, -0.02
8700, 434950, -1.83, -0.65, -2.11, -0.17
8800, 439950, -0.76, -0.01, -0.03, -0.01
8900, 444950, -1.17, -0.04, -2.67, -0.32
9000, 449950, -0.54, -0.01, -2.3, -0.15
9100, 454950, -0.1, 0.0, -0.03, -0.01
9200, 459950, -4.75, -0.02, -0.38, -0.07
9300, 464950, -1.1, -0.01, -0.02, 0.0
9400, 469950, -0.04, -0.02, -0.2, -0.11
9500, 474950, -0.3, 0.0, -0.62, -0.02
9600, 479950, -0.46, 0.0, -1.71, -0.02
9700, 484950, -0.71, 0.0, -0.01, -0.02
9800, 489950, -0.72, -0.01, -0.68, -0.04
9900, 494950, -41.66, -0.02, -0.66, -0.01
10000, 499950, -45.9, -0.06, -0.08, -0.01
10100, 504950, -46.66, -0.01, -12.97, -0.01
10200, 509950, -46.4, 0.0, -0.37, -0.01
10300, 514950, -46.24, -0.02, -0.21, -0.01
10400, 519950, -38.9, -0.07, -0.66, -0.01
10500, 524950, -45.19, -0.06, -0.37, -0.01
10600, 529950, -45.15, -0.3, -3.19, -0.06
10700, 534950, -19.68, -0.09, -0.01, -0.06
10800, 539950, -1.39, -0.01, -0.14, -0.01
10900, 544950, -2.41, -0.07, -0.26, -0.03
11000, 549950, -0.35, -0.01, 0.0, -0.03
11100, 554950, -0.13, 0.0, -2.63, -0.01
11200, 559950, -0.01, 0.0, -0.94, 0.0
11300, 564950, -7.39, 0.0, -1.27, 0.0
11400, 569950, -8.18, 0.0, -0.59, 0.0
11500, 574950, -0.85, -0.01, -3.46, -0.02
11600, 579950, -16.21, -0.02, -2.08, -0.01
11700, 584950, -5.98, -0.01, -1.19, 0.0
11800, 589950, -5.87, 0.0, -21.65, -0.13
11900, 594950, -4.56, -0.01, -37.57, -0.05
12000, 599950, -3.96, 0.0, -30.61, -0.06
12100, 604950, -12.55, 0.0, -6.15, -0.03
12200, 609950, -21.21, -0.02, -19.42, -0.26
12300, 614950, -24.99, -0.04, -18.16, -0.32
12400, 619950, -19.31, -0.04, -2.92, -0.04
12500, 624950, -14.94, 0.0, -0.99, 0.0
12600, 629950, -12.32, 0.0, -1.93, -0.01
12700, 634950, -36.04, 0.0, -0.08, 0.0
12800, 639950, -26.65, -0.02, -0.41, -0.01
12900, 644950, -10.5, -0.05, -0.11, 0.0
13000, 649950, -30.36, -0.52, -5.22, -0.05
13100, 654950, -38.96, -2.26, -31.69, -0.07
13200, 659950, -43.73, -0.7, -3.91, -0.03
13300, 664950, -37.0, -0.34, -2.34, 0.0
13400, 669950, -32.68, -0.25, -23.31, -0.06
13500, 674950, -41.69, -0.16, -35.17, -0.08
13600, 679950, -32.27, -0.08, -35.63, -0.22
13700, 684950, -21.55, -0.13, -29.95, -0.14
13800, 689950, -27.65, -0.3, -3.56, -0.01
13900, 694950, -33.84, -0.37, -5.33, -0.04
14000, 699950, -33.09, -0.35, -27.08, -0.02
14100, 704950, -34.61, -0.4, -18.58, -0.03
14200, 709950, -12.0, -0.15, -20.68, 0.0
14300, 714950, -32.23, -0.51, -23.45, -0.05
14400, 719950, -31.72, -0.65, -9.04, 0.0
14500, 724950, -32.16, -0.12, -3.16, -0.01
14600, 729950, -31.08, -0.15, -1.78, -0.01
14700, 734950, -29.36, -0.03, -1.23, -0.02
14800, 739950, -36.29, -0.1, -1.47, 0.0
14900, 744950, -33.85, -0.07, -3.67, 0.0
15000, 749950, -24.06, -0.07, -1.49, 0.0
15100, 754950, -33.21, -0.02, -3.81, -0.01
15200, 759950, -39.3, -0.03, -14.44, -0.02
15300, 764950, -44.3, -0.03, -15.11, -0.04
15400, 769950, -43.93, -0.12, -26.46, -0.02
15500, 774950, -48.24, -0.02, -0.93, -0.04
15600, 779950, -48.26, -0.03, -41.62, 0.0
15700, 784950, -47.51, -0.07, -34.67, -0.22
15800, 789950, -48.07, -0.01, -15.57, -0.12
15900, 794950, -48.52, -0.02, -6.26, -0.02
16000, 799950, -48.01, -0.02, -13.6, -0.02
16100, 804950, -48.11, -0.13, -40.18, -0.07
16200, 809950, -38.68, -0.06, -34.63, 0.0
16300, 814950, -30.98, -0.02, -28.52, -0.02
16400, 819950, -48.89, -0.06, -26.58, -0.01
16500, 824950, -46.56, -0.31, -20.62, 0.0
16600, 829950, -42.39, -0.48, -15.27, -0.02
16700, 834950, -48.25, 0.0, -48.92, -0.16
16800, 839950, -49.14, -0.01, -27.49, -0.26
16900, 844950, -48.93, -0.04, -32.95, -0.05
17000, 849950, -47.92, -0.05, -33.06, -0.33
17100, 854950, -46.63, -0.19, -27.49, -0.08
17200, 859950, -43.05, -0.05, -9.65, -0.05
17300, 864950, -47.1, -0.01, -0.06, -0.06
17400, 869950, -47.47, -0.01, -6.21, -0.02
17500, 874950, -47.93, -0.02, -30.27, -0.01
17600, 879950, -48.11, -0.04, -22.87, -0.05
17700, 884950, -47.96, -0.03, -1.88, -0.02
17800, 889950, -48.15, 0.0, -2.15, -0.04
17900, 894950, -47.16, -0.03, -14.4, -0.03
18000, 899950, -48.33, -0.04, -44.17, -0.03
18100, 904950, -48.86, -0.05, -47.38, 0.0
18200, 909950, -47.24, 0.0, -44.35, -0.01
18300, 914950, -46.4, -0.01, -47.21, -0.01
18400, 919950, -47.67, -0.01, -18.11, -0.01
18500, 924950, -48.9, 0.0, -4.02, -0.02
18600, 929950, -49.58, 0.0, -37.14, -0.03
18700, 934950, -49.47, -0.01, -41.13, 0.0
18800, 939950, -48.76, -0.01, -13.79, -0.03
18900, 944950, -49.41, 0.0, -8.17, -0.01
19000, 949950, -49.86, -0.02, -4.32, 0.0
19100, 954950, -49.89, -0.03, -3.71, 0.0
19200, 959950, -49.7, -0.1, -3.39, -0.01
19300, 964950, -48.98, -0.05, -29.52, -0.04
19400, 969950, -46.78, -0.07, -39.22, -0.02
19500, 974950, -49.81, -0.04, -25.72, -0.01
19600, 979950, -49.9, -0.04, -9.1, 0.0
19700, 984950, -49.87, -0.04, -9.7, -0.04
19800, 989950, -49.81, -0.07, -3.22, -0.04
19900, 994950, -49.92, -0.01, -1.73, -0.11
20000, 999950, -49.79, -0.16, -4.21, -0.63
20100, 1004950, -49.88, -0.01, -16.37, -20.28
20200, 1009950, -49.91, 0.0, -29.06, -0.79
20300, 1014950, -49.94, -0.01, -12.97, -0.01
20400, 1019950, -49.95, -0.01, -24.02, 0.0
20500, 1024950, -49.96, -0.02, -27.17, -0.01
20600, 1029950, -49.95, -0.02, -20.75, -0.04
20700, 1034950, -49.93, -0.03, -14.86, -0.01
20800, 1039950, -49.9, -0.01, -11.26, 0.0
20900, 1044950, -49.9, -0.03, -10.02, -0.02
21000, 1049950, -49.92, -0.02, -14.16, -0.02
21100, 1054950, -49.95, -0.01, -30.46, -0.01
21200, 1059950, -49.95, -0.01, -5.59, 0.0
21300, 1064950, -49.93, -0.01, -11.44, -0.03
21400, 1069950, -49.96, -0.01, -21.92, -0.01
21500, 1074950, -49.78, -0.01, -26.66, -0.33
21600, 1079950, -49.66, 0.0, -22.28, -1.21
21700, 1084950, -49.54, -0.03, -20.96, -0.01
21800, 1089950, -49.63, -0.05, -24.94, -0.04
21900, 1094950, -49.75, 0.0, -17.84, -0.03
22000, 1099950, -49.87, -0.01, -16.11, 0.0
22100, 1104950, -49.77, -0.02, -4.4, -0.09
22200, 1109950, -49.7, -0.22, -1.96, -0.01
22300, 1114950, -49.46, -0.35, -19.98, -0.05
22400, 1119950, -49.67, -0.09, -11.0, -0.09
22500, 1124950, -49.83, -0.05, -9.67, 0.0
22600, 1129950, -49.8, -0.02, -10.5, -0.01
22700, 1134950, -49.68, -0.02, -8.35, -0.03
22800, 1139950, -49.77, -0.08, -3.0, 0.0
22900, 1144950, -48.79, -0.05, -5.37, -0.01
23000, 1149950, -46.81, -0.11, -1.57, -0.01
23100, 1154950, -49.83, -0.08, -27.88, -0.11
23200, 1159950, -49.93, -0.01, -37.34, -0.04
23300, 1164950, -49.9, 0.0, -43.08, -0.05
23400, 1169950, -49.89, 0.0, -42.46, -0.01
23500, 1174950, -49.87, -0.02, -47.16, -0.05
23600, 1179950, -49.93, -0.02, -42.28, 0.0
23700, 1184950, -49.92, 0.0, -41.9, -0.03
23800, 1189950, -49.9, -0.02, -42.77, -0.03
23900, 1194950, -49.92, 0.0, -46.72, -0.02
24000, 1199950, -49.9, 0.0, -43.79, -0.01
24100, 1204950, -49.87, 0.0, -32.94, -0.03
24200, 1209950, -49.86, -0.02, -13.98, -0.02
24300, 1214950, -49.93, 0.0, -7.77, -0.03
24400, 1219950, -49.96, 0.0, -6.67, -0.02
24500, 1224950, -49.94, -0.03, -14.88, -0.02
24600, 1229950, -49.93, -0.01, -44.01, 0.0
24700, 1234950, -49.93, 0.0, -44.55, -0.01
24800, 1239950, -49.97, 0.0, -46.3, -0.02
24900, 1244950, -49.95, -0.03, -45.55, 0.0
25000, 1249950, -49.98, 0.0, -42.62, -0.02
25100, 1254950, -49.97, -0.02, -43.43, 0.0
25200, 1259950, -49.97, 0.0, -43.28, -0.01
25300, 1264950, -49.97, 0.0, -40.63, -0.03
25400, 1269950, -49.98, -0.01, -42.22, -0.03
25500, 1274950, -49.96, -0.03, -44.81, -0.01
25600, 1279950, -49.95, -0.01, -45.3, -0.03
25700, 1284950, -49.97, 0.0, -42.36, -0.01
25800, 1289950, -49.96, -0.03, -40.05, -0.01
25900, 1294950, -49.95, -0.02, -27.85, -0.03
26000, 1299950, -49.95, -0.02, -9.64, -0.06
26100, 1304950, -48.9, -0.05, -40.56, -0.23
26200, 1309950, -48.21, -0.11, -37.66, -1.22
26300, 1314950, -49.89, -0.09, -32.2, -0.09
26400, 1319950, -49.89, -0.08, -33.58, -0.57
26500, 1324950, -49.86, -0.11, -31.65, -0.08
26600, 1329950, -49.8, -0.15, -36.65, -0.29
26700, 1334950, -49.94, -0.04, -38.93, -0.63
26800, 1339950, -49.93, -0.03, -38.39, -0.02
26900, 1344950, -49.96, -0.03, -36.03, -0.01
27000, 1349950, -49.94, -0.03, -35.4, 0.0
27100, 1354950, -49.98, 0.0, -40.49, 0.0
27200, 1359950, -49.99, 0.0, -32.73, 0.0
27300, 1364950, -50.0, 0.0, -32.75, -0.03
27400, 1369950, -49.95, -0.03, -35.44, -0.04
27500, 1374950, -49.99, -0.01, -41.81, -0.01
27600, 1379950, -49.97, -0.01, -36.91, -0.02
27700, 1384950, -49.99, -0.01, -41.42, 0.0
27800, 1389950, -49.97, -0.02, -41.08, -0.06
27900, 1394950, -50.0, 0.0, -41.68, -0.01
