episode,step,agent0_energy_min,agent0_energy_max,agent0_energy_avg,agent1_energy_min,agent1_energy_max,agent1_energy_avg
200, 9950, -27.01005025125628, -0.5025125628140703, -13.705025125628135, -29.331658291457288, -0.5577889447236181, -14.895778894472368
400, 19950, -26.475, -0.57, -13.508199999999995, -29.34, -0.54, -14.7522
600, 29950, -26.555, -0.48, -13.484100000000012, -29.35, -0.575, -14.756299999999994
800, 39950, -26.92, -0.48, -13.708399999999994, -29.255, -0.615, -14.636599999999993
1000, 49950, -26.865, -0.505, -13.6413, -29.555, -0.525, -14.869199999999994
1200, 59950, -20.43, -0.37, -10.292000000000003, -23.22, -0.56, -12.1481
1400, 69950, -17.115, -0.31, -8.824200000000001, -16.795, -0.53, -9.319
1600, 79950, -14.755, -0.275, -7.896899999999999, -26.7, -0.68, -14.3357
1800, 89950, -29.03, -0.625, -16.261800000000004, -23.2, -0.34, -11.527300000000007
2000, 99950, -18.52, -0.39, -10.210600000000007, -15.64, -0.255, -7.301699999999999
2200, 109950, -6.235, -0.25, -3.4676999999999993, -7.145, -0.075, -3.125899999999999
2400, 119950, -12.425, -0.375, -6.675400000000003, -13.045, -0.24, -6.5335
2600, 129950, -3.695, -0.23, -2.4734, -7.08, -0.165, -3.6802000000000006
2800, 139950, -3.395, -0.25, -2.021, -2.57, -0.155, -1.5604
3000, 149950, -3.645, -0.185, -1.8937, -3.63, -0.185, -1.8403
3200, 159950, -2.395, -0.235, -1.3592999999999995, -18.97, -0.405, -9.788999999999994
3400, 169950, -1.9, -0.155, -1.0961999999999998, -30.635, -0.49, -14.792000000000003
3600, 179950, -3.04, -0.165, -1.3647999999999996, -38.045, -0.655, -18.9683
3800, 189950, -1.885, -0.085, -0.8680000000000001, -41.24, -0.63, -19.912699999999997
4000, 199950, -5.025, -0.13, -2.0478000000000005, -43.48, -0.6, -20.867999999999988
4200, 209950, -4.895, -0.21, -2.0838, -43.225, -0.63, -20.931800000000006
4400, 219950, -5.675, -0.295, -2.4914, -42.21, -0.59, -20.151599999999995
4600, 229950, -5.485, -0.305, -2.5775000000000006, -43.49, -0.59, -21.11239999999999
4800, 239950, -4.025, -0.225, -1.8758000000000001, -45.22, -0.585, -21.918399999999988
5000, 249950, -1.71, -0.05, -0.6633999999999999, -45.21, -0.59, -22.148299999999992
5200, 259950, -1.855, -0.07, -0.7592, -46.4, -0.69, -22.8648
5400, 269950, -2.44, -0.075, -1.1034000000000004, -46.255, -0.675, -22.820499999999996
5600, 279950, -1.955, -0.065, -0.7565999999999999, -47.39, -0.695, -23.409399999999994
5800, 289950, -8.2, -0.245, -3.6719999999999993, -47.13, -0.69, -23.276599999999995
6000, 299950, -10.785, -0.235, -4.5981000000000005, -45.0, -0.61, -21.844399999999986
6200, 309950, -9.955, -0.175, -4.358899999999999, -46.4, -0.7, -22.9937
6400, 319950, -19.49, -0.28, -8.7236, -46.49, -0.705, -23.024900000000006
6600, 329950, -17.58, -0.34, -8.065800000000003, -46.825, -0.74, -23.085500000000007
6800, 339950, -17.9, -0.285, -8.179099999999996, -46.28, -0.73, -23.092700000000008
7000, 349950, -19.35, -0.285, -8.5929, -47.0, -0.71, -23.28200000000001
7200, 359950, -25.63, -0.315, -12.029599999999999, -47.45, -0.705, -23.5107
7400, 369950, -24.595, -0.39, -11.482299999999995, -47.83, -0.735, -23.753
7600, 379950, -29.075, -0.325, -13.2552, -48.675, -0.79, -24.46430000000001
7800, 389950, -30.775, -0.335, -14.397399999999996, -48.41, -0.8, -24.2467
8000, 399950, -30.405, -0.295, -13.757799999999992, -47.995, -0.79, -23.939100000000003
8200, 409950, -30.965, -0.445, -14.119200000000003, -48.605, -0.78, -24.379599999999993
8400, 419950, -31.95, -0.39, -14.812400000000004, -48.46, -0.805, -24.286199999999997
8600, 429950, -29.13, -0.31, -13.255900000000004, -48.725, -0.785, -24.5061
8800, 439950, -26.975, -0.32, -12.123399999999995, -48.38, -0.76, -24.31789999999999
9000, 449950, -34.445, -0.325, -16.098399999999987, -48.36, -0.715, -24.248100000000004
9200, 459950, -34.665, -0.42, -16.534399999999994, -48.57, -0.68, -24.319899999999993
9400, 469950, -32.955, -0.29, -15.442099999999993, -48.56, -0.705, -24.276000000000003
9600, 479950, -38.885, -0.405, -18.462099999999985, -48.215, -0.81, -24.1396
9800, 489950, -40.32, -0.44, -19.276199999999996, -48.475, -0.76, -24.278599999999997
10000, 499950, -37.74, -0.495, -18.3268, -49.29, -0.795, -24.8943
10200, 509950, -37.895, -0.45, -18.50059999999999, -49.065, -0.805, -24.747800000000005
10400, 519950, -40.13, -0.41, -19.340199999999992, -49.245, -0.835, -24.90550000000001
10600, 529950, -38.2, -0.48, -18.827399999999987, -48.95, -0.84, -24.657900000000005
10800, 539950, -36.825, -0.505, -17.738799999999998, -47.56, -0.855, -24.21580000000001
11000, 549950, -35.675, -0.455, -17.060499999999994, -48.875, -0.87, -24.615600000000004
11200, 559950, -31.275, -0.435, -14.438099999999995, -48.66, -0.87, -24.53420000000001
11400, 569950, -32.575, -0.375, -15.324699999999996, -48.9, -0.9, -24.73489999999999
11600, 579950, -38.755, -0.495, -19.344199999999994, -49.66, -0.915, -25.215900000000005
11800, 589950, -39.505, -0.495, -19.316999999999986, -49.325, -0.845, -24.93800000000001
12000, 599950, -38.675, -0.435, -19.263899999999996, -49.62, -0.915, -25.17849999999999
12200, 609950, -36.19, -0.355, -17.429299999999998, -49.6, -0.915, -25.1817
12400, 619950, -40.155, -0.52, -19.998, -49.6, -0.915, -25.219099999999994
12600, 629950, -43.57, -0.57, -21.305399999999995, -49.445, -0.815, -25.015100000000007
12800, 639950, -38.19, -0.545, -19.782799999999988, -49.24, -0.86, -24.9071
13000, 649950, -37.4, -0.535, -19.315299999999993, -49.585, -0.925, -25.1614
13200, 659950, -35.62, -0.455, -18.307, -49.705, -0.93, -25.256799999999995
13400, 669950, -40.785, -0.66, -21.1212, -49.625, -0.915, -25.181499999999996
13600, 679950, -37.765, -0.645, -19.68989999999999, -49.38, -0.89, -24.99390000000001
13800, 689950, -34.915, -0.605, -18.502599999999994, -49.655, -0.9, -25.203400000000006
14000, 699950, -36.215, -0.64, -19.2295, -49.66, -0.91, -25.2128
14200, 709950, -35.5, -0.635, -18.90749999999999, -49.38, -0.845, -24.95570000000001
14400, 719950, -34.235, -0.685, -18.621900000000004, -49.425, -0.915, -25.0352
14600, 729950, -32.395, -0.755, -18.408599999999996, -49.625, -0.94, -25.208699999999993
14800, 739950, -33.0, -0.815, -18.551699999999997, -49.645, -0.895, -25.2145
15000, 749950, -28.79, -0.745, -16.938100000000006, -49.31, -0.885, -24.9804
15200, 759950, -29.735, -0.865, -17.380799999999994, -49.41, -0.87, -25.052099999999996
15400, 769950, -29.93, -0.83, -17.364799999999992, -49.205, -0.885, -24.847400000000004
15600, 779950, -26.975, -0.8, -16.303300000000004, -49.78, -0.97, -25.3219
15800, 789950, -26.4, -0.835, -16.363599999999995, -49.705, -0.95, -25.2573
16000, 799950, -27.66, -0.825, -17.115900000000003, -49.515, -0.945, -25.1393
16200, 809950, -25.095, -0.875, -16.419900000000005, -49.42, -0.875, -24.998300000000004
16400, 819950, -26.9, -0.88, -16.841400000000007, -49.54, -0.925, -25.138900000000007
16600, 829950, -28.1, -0.875, -17.049899999999994, -49.525, -0.955, -25.1191
16800, 839950, -32.02, -0.955, -18.823000000000004, -49.425, -0.98, -25.075399999999995
17000, 849950, -34.53, -0.91, -18.9627, -49.39, -0.935, -25.027699999999996
17200, 859950, -35.3, -0.905, -19.544500000000003, -49.415, -0.94, -25.023800000000005
17400, 869950, -35.67, -0.85, -19.16980000000001, -49.49, -0.985, -25.124099999999995
17600, 879950, -32.705, -0.735, -18.10399999999999, -49.47, -0.93, -25.0964
17800, 889950, -29.19, -0.795, -16.886600000000012, -49.19, -0.92, -24.828100000000003
18000, 899950, -33.125, -0.84, -18.335000000000008, -49.365, -0.97, -25.0185
18200, 909950, -33.44, -0.75, -18.0408, -49.42, -0.965, -25.052999999999997
18400, 919950, -32.38, -0.835, -17.627, -49.16, -0.985, -24.904
18600, 929950, -27.595, -0.645, -15.548300000000001, -49.26, -0.995, -25.032700000000006
18800, 939950, -27.72, -0.765, -15.994800000000007, -49.62, -0.955, -25.2155
19000, 949950, -27.28, -0.69, -15.212400000000002, -49.72, -0.95, -25.300000000000004
19200, 959950, -28.695, -0.79, -16.671899999999994, -49.625, -0.9, -25.182000000000002
19400, 969950, -31.735, -0.865, -17.80860000000001, -49.455, -0.88, -25.054599999999997
19600, 979950, -27.82, -0.815, -16.504200000000004, -49.525, -0.93, -25.136599999999998
19800, 989950, -33.175, -0.925, -18.847599999999996, -49.665, -0.915, -25.2192
20000, 999950, -26.13, -0.81, -15.905399999999991, -49.63, -0.895, -25.168200000000006
20200, 1009950, -28.605, -0.835, -16.91379999999999, -49.545, -0.935, -25.1431
20400, 1019950, -27.86, -0.845, -16.437200000000004, -49.375, -0.97, -25.0185
20600, 1029950, -26.795, -0.72, -15.506200000000003, -49.39, -0.9, -25.048099999999998
20800, 1039950, -25.19, -0.745, -15.290099999999997, -49.53, -0.915, -25.11800000000001
21000, 1049950, -27.42, -0.785, -16.1615, -48.925, -0.91, -24.688400000000005
21200, 1059950, -26.285, -0.745, -15.506999999999996, -49.325, -0.9, -25.011900000000004
21400, 1069950, -25.76, -0.815, -15.584800000000005, -49.295, -0.94, -25.028400000000005
21600, 1079950, -26.66, -0.875, -15.705000000000007, -49.515, -0.935, -25.13340000000001
21800, 1089950, -28.3, -0.89, -16.81919999999999, -49.46, -0.93, -25.0719
22000, 1099950, -28.39, -0.855, -16.772000000000002, -49.525, -0.965, -25.122499999999995
22200, 1109950, -28.945, -0.91, -17.5093, -47.505, -0.965, -23.922199999999997
22400, 1119950, -28.475, -0.965, -17.2121, -46.79, -0.925, -23.5495
22600, 1129950, -28.95, -0.955, -17.3527, -42.89, -0.76, -21.61889999999999
22800, 1139950, -29.83, -0.95, -17.98400000000001, -42.255, -0.765, -21.406100000000006
23000, 1149950, -32.975, -0.99, -18.732000000000006, -46.035, -0.84, -23.197099999999992
23200, 1159950, -29.33, -0.975, -17.554499999999997, -27.225, -0.825, -15.228599999999997
23400, 1169950, -25.58, -0.92, -15.678199999999999, -35.615, -0.79, -18.548300000000005
23600, 1179950, -23.545, -0.91, -15.010000000000007, -30.42, -0.955, -16.778399999999998
23800, 1189950, -28.52, -0.985, -17.0896, -24.695, -1.0, -14.945599999999995
24000, 1199950, -26.28, -0.97, -15.733799999999999, -23.645, -0.95, -14.235200000000006
24200, 1209950, -21.535, -0.89, -13.997699999999998, -14.58, -0.94, -10.162199999999999
24400, 1219950, -24.47, -0.995, -15.423699999999997, -13.755, -0.97, -10.324900000000005
24600, 1229950, -27.925, -0.96, -16.418399999999995, -16.145, -0.98, -11.944899999999997
24800, 1239950, -28.605, -0.91, -16.321399999999986, -14.5, -0.955, -10.495499999999998
25000, 1249950, -26.03, -0.82, -15.101600000000001, -13.14, -0.965, -10.107600000000001
25200, 1259950, -27.005, -0.815, -15.943999999999999, -13.495, -0.995, -10.500900000000001
25400, 1269950, -28.045, -0.85, -16.23980000000001, -13.445, -0.995, -10.323100000000009
25600, 1279950, -25.94, -0.88, -15.89870000000001, -14.345, -0.85, -10.268000000000006
25800, 1289950, -24.8, -0.86, -15.196599999999997, -12.47, -0.93, -9.9102
26000, 1299950, -25.995, -1.0, -15.963800000000008, -13.075, -1.0, -10.311599999999999
26200, 1309950, -30.88, -1.0, -17.834800000000005, -13.49, -1.0, -10.268400000000002
26400, 1319950, -26.47, -1.0, -16.188299999999984, -12.985, -0.995, -10.087300000000004
26600, 1329950, -23.335, -0.975, -14.894800000000005, -13.015, -0.995, -10.299599999999998
26800, 1339950, -25.665, -0.985, -15.746400000000003, -13.505, -1.0, -10.485
27000, 1349950, -27.39, -0.985, -16.576500000000006, -13.825, -1.0, -10.718400000000008
27200, 1359950, -34.825, -1.0, -19.074399999999997, -14.62, -0.995, -11.199400000000002
27400, 1369950, -33.01, -0.83, -17.746100000000002, -15.17, -1.0, -11.214400000000005
27600, 1379950, -33.57, -0.995, -18.759199999999993, -12.56, -0.86, -9.4867
27800, 1389950, -31.9, -0.98, -17.860599999999987, -14.355, -0.955, -10.429600000000002
28000, 1399950, -30.76, -0.965, -18.010399999999994, -14.865, -0.985, -10.912400000000009
28200, 1409950, -32.56, -0.935, -18.114399999999996, -16.095, -0.995, -11.543799999999997
28400, 1419950, -30.95, -0.955, -17.69590000000001, -14.06, -0.985, -10.3761
28600, 1429950, -31.935, -0.95, -18.21139999999999, -13.315, -1.0, -10.290400000000002
28800, 1439950, -32.495, -0.96, -18.706999999999994, -13.0, -0.965, -10.392600000000005
29000, 1449950, -30.64, -1.0, -18.14100000000001, -12.79, -1.0, -10.218600000000006
29200, 1459950, -28.335, -0.985, -17.384199999999993, -13.125, -0.995, -10.331199999999994
29400, 1469950, -30.14, -0.995, -17.608499999999996, -13.795, -1.0, -10.361400000000003
29600, 1479950, -26.775, -0.975, -16.59179999999999, -13.715, -0.995, -10.518300000000002
29800, 1489950, -28.91, -0.975, -17.277199999999997, -13.89, -0.985, -10.552100000000005
30000, 1499950, -27.04, -0.985, -16.647999999999996, -13.59, -0.955, -10.155100000000003
