episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min,agent2_energy_min,agent2_attention_min,agent3_energy_min,agent3_attention_min
1000, 49950, -17.16816816816817, -15.58058058058058, -15.736736736736736, -17.97197197197197, -18.067067067067068, -14.67867867867868, -16.56256256256256, -17.26026026026026
2000, 99950, -9.85, -12.534, -13.471, -16.044, -11.478, -15.984, -13.405, -5.451
3000, 149950, -14.91, -19.289, -9.565, -33.16, -19.893, -12.349, -1.66, -1.8
4000, 199950, -41.675, -3.424, -24.955, -17.857, -26.111, -11.874, -9.025, -5.59
5000, 249950, -42.085, -6.042, -26.912, -15.331, -29.646, -11.081, -11.575, -7.364
6000, 299950, -45.45, -3.222, -36.879, -8.608, -26.2, -10.942, -3.82, -0.304
7000, 349950, -46.285, -2.191, -47.457, -1.003, -26.147, -10.437, -0.123, -0.015
8000, 399950, -47.436, -0.878, -47.66, -0.645, -32.32, -7.328, -1.345, -0.096
9000, 449950, -47.738, -0.492, -48.204, -0.215, -42.388, -1.131, -1.441, -0.186
10000, 499950, -48.488, -0.275, -47.779, -0.12, -43.393, -0.767, -1.095, -0.042
11000, 549950, -48.814, -0.211, -48.909, -0.126, -44.422, -0.563, -22.184, -0.15
12000, 599950, -48.381, -0.18, -48.341, -0.011, -46.299, -0.212, -29.157, -0.186
13000, 649950, -48.472, -0.3, -48.194, -0.01, -46.748, -0.385, -38.534, -0.373
14000, 699950, -48.881, -0.041, -47.992, -0.655, -47.581, -0.492, -48.771, -0.143
15000, 749950, -48.565, -0.046, -48.193, -0.878, -47.175, -0.334, -48.685, -0.119
16000, 799950, -48.305, -0.049, -48.401, -0.571, -47.386, -0.483, -49.266, -0.171
17000, 849950, -49.201, -0.19, -47.868, -0.498, -47.721, -0.383, -49.329, -0.03
18000, 899950, -49.151, -0.068, -48.709, -0.498, -47.536, -0.35, -49.555, -0.003
19000, 949950, -48.968, -0.03, -49.289, -0.325, -47.883, -0.561, -49.671, -0.004
20000, 999950, -48.639, -0.625, -49.119, -0.372, -47.744, -0.344, -49.105, -0.017
21000, 1049950, -48.376, -0.909, -49.606, -0.106, -48.029, -0.277, -49.72, -0.012
22000, 1099950, -48.793, -0.772, -46.281, -0.191, -48.134, -0.133, -49.631, -0.011
23000, 1149950, -48.208, -0.704, -37.283, -0.854, -48.795, -0.057, -49.821, -0.002
24000, 1199950, -44.066, -1.507, -38.569, -1.093, -48.833, -0.258, -49.225, -0.012
25000, 1249950, -44.38, -0.894, -39.002, -0.49, -49.023, -0.028, -47.675, -0.012
26000, 1299950, -44.776, -1.789, -37.283, -0.137, -46.984, -0.755, -49.432, -0.002
27000, 1349950, -46.507, -1.304, -37.388, -2.228, -42.92, -0.39, -49.687, -0.003
28000, 1399950, -45.82, -0.899, -36.935, -3.596, -40.153, -1.752, -49.407, -0.091
29000, 1449950, -49.408, -0.31, -31.921, -1.554, -36.313, -2.754, -46.248, -1.82
30000, 1499950, -43.866, -5.633, -39.412, -0.368, -38.909, -0.024, -44.407, -0.745
31000, 1549950, -47.817, -1.576, -39.418, -1.099, -37.642, -1.78, -45.198, -0.283
32000, 1599950, -44.992, -3.73, -37.053, -0.603, -33.882, -0.056, -46.449, -0.24
33000, 1649950, -43.159, -5.932, -35.043, -0.404, -31.25, -0.178, -47.708, -0.082
34000, 1699950, -46.628, -2.483, -39.062, -2.626, -33.582, -0.991, -48.924, -0.011
35000, 1749950, -46.739, -1.423, -39.335, -0.25, -30.164, -0.038, -49.708, -0.008
36000, 1799950, -41.017, -3.413, -35.987, -0.391, -25.945, -0.04, -49.599, -0.067
37000, 1849950, -44.071, -4.452, -30.085, -0.549, -25.596, -0.329, -49.284, -0.589
38000, 1899950, -48.861, -0.249, -22.889, -0.258, -25.321, -0.265, -48.229, -0.02
39000, 1949950, -49.123, -0.146, -21.976, -1.591, -26.555, -0.296, -48.777, -0.027
40000, 1999950, -45.658, -1.022, -22.965, -1.317, -23.612, -0.414, -47.662, -0.031
