episode,step,agent0_rew,agent1_rew
1000, 49950, -80.91159111792594, -80.91159111792594
2000, 99950, -91.60176487291426, -91.60176487291426
3000, 149950, -12.631792970335415, -12.631792970335415
4000, 199950, -11.47671660525567, -11.47671660525567
5000, 249950, -10.6418419305962, -10.6418419305962
6000, 299950, -10.886388563250136, -10.886388563250136
7000, 349950, -10.56650777184253, -10.56650777184253
8000, 399950, -10.943814602537437, -10.943814602537437
9000, 449950, -10.605853973844093, -10.605853973844093
10000, 499950, -10.145132506861563, -10.145132506861563
