a0_to_a1,a1_to_a0,episode,step
A,A,1,0
A,A,1,1
A,A,1,2
A,A,1,3
A,A,1,4
A,A,1,5
A,A,1,6
A,A,1,7
A,A,1,8
A,A,1,9
A,A,1,10
A,A,1,11
C,A,1,12
C,A,1,13
A,C,1,14
C,C,1,15
C,C,1,16
C,C,1,17
C,C,1,18
C,C,1,19
C,C,1,20
C,C,1,21
C,C,1,22
C,C,1,23
C,C,1,24
C,C,1,25
C,C,1,26
C,C,1,27
C,C,1,28
C,C,1,29
A,C,1,30
C,C,1,31
C,C,1,32
C,B,1,33
C,C,1,34
C,C,1,35
C,C,1,36
C,C,1,37
A,C,1,38
A,C,1,39
C,C,1,40
C,C,1,41
C,C,1,42
C,C,1,43
C,C,1,44
C,C,1,45
A,C,1,46
A,C,1,47
C,C,1,48
_,_,2,0
A,A,2,1
A,A,2,2
A,A,2,3
A,A,2,4
A,A,2,5
A,A,2,6
A,A,2,7
A,A,2,8
A,A,2,9
A,A,2,10
A,A,2,11
A,A,2,12
A,A,2,13
A,C,2,14
A,A,2,15
A,A,2,16
A,A,2,17
A,A,2,18
A,A,2,19
A,C,2,20
A,A,2,21
A,A,2,22
A,A,2,23
A,A,2,24
A,C,2,25
A,A,2,26
A,C,2,27
A,A,2,28
A,A,2,29
A,A,2,30
A,C,2,31
A,C,2,32
A,C,2,33
A,C,2,34
A,C,2,35
A,C,2,36
A,C,2,37
A,C,2,38
A,C,2,39
A,C,2,40
A,C,2,41
A,B,2,42
A,B,2,43
A,B,2,44
A,B,2,45
A,A,2,46
A,A,2,47
A,A,2,48
A,A,2,49
_,_,3,0
A,A,3,1
A,A,3,2
A,A,3,3
A,A,3,4
A,A,3,5
A,A,3,6
A,A,3,7
A,A,3,8
B,A,3,9
A,A,3,10
A,A,3,11
B,A,3,12
A,C,3,13
A,A,3,14
B,C,3,15
B,A,3,16
B,C,3,17
B,A,3,18
A,A,3,19
A,A,3,20
A,C,3,21
A,A,3,22
A,C,3,23
A,C,3,24
A,C,3,25
A,C,3,26
A,C,3,27
A,A,3,28
A,A,3,29
A,A,3,30
A,A,3,31
A,A,3,32
C,A,3,33
C,A,3,34
C,A,3,35
C,A,3,36
C,A,3,37
C,A,3,38
C,A,3,39
C,A,3,40
C,A,3,41
C,A,3,42
A,A,3,43
C,A,3,44
C,A,3,45
C,A,3,46
C,A,3,47
C,A,3,48
C,A,3,49
_,_,4,0
A,A,4,1
A,A,4,2
A,A,4,3
A,A,4,4
A,A,4,5
A,A,4,6
A,A,4,7
A,A,4,8
A,A,4,9
A,C,4,10
B,C,4,11
A,C,4,12
A,A,4,13
A,C,4,14
A,C,4,15
A,C,4,16
A,C,4,17
B,C,4,18
A,C,4,19
A,C,4,20
A,A,4,21
A,A,4,22
A,A,4,23
A,A,4,24
B,A,4,25
A,A,4,26
A,A,4,27
A,A,4,28
A,A,4,29
A,A,4,30
A,A,4,31
A,A,4,32
A,A,4,33
A,A,4,34
A,A,4,35
A,A,4,36
A,A,4,37
A,A,4,38
A,A,4,39
A,A,4,40
A,A,4,41
A,A,4,42
A,A,4,43
A,A,4,44
A,A,4,45
A,A,4,46
A,A,4,47
A,A,4,48
A,A,4,49
_,_,5,0
A,A,5,1
B,A,5,2
A,A,5,3
A,A,5,4
A,A,5,5
A,A,5,6
A,C,5,7
A,C,5,8
A,C,5,9
A,C,5,10
A,B,5,11
A,A,5,12
A,C,5,13
A,C,5,14
A,C,5,15
A,C,5,16
A,C,5,17
A,C,5,18
A,C,5,19
A,C,5,20
A,C,5,21
A,C,5,22
A,C,5,23
A,C,5,24
A,C,5,25
A,C,5,26
A,C,5,27
A,C,5,28
A,C,5,29
A,C,5,30
A,C,5,31
A,C,5,32
A,C,5,33
A,C,5,34
A,C,5,35
A,C,5,36
A,C,5,37
A,C,5,38
A,C,5,39
A,C,5,40
A,C,5,41
A,C,5,42
A,C,5,43
A,C,5,44
A,C,5,45
A,C,5,46
A,C,5,47
A,C,5,48
A,C,5,49
