episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -18.524524524524523, -14.675675675675675, -16.913913913913913, -17.34134134134134
2000, 99950, -10.69, -12.574, -25.621, -6.388
3000, 149950, -11.341, -29.172, -42.609, -0.373
4000, 199950, -26.034, -22.817, -42.24, -4.671
5000, 249950, -29.713, -19.141, -40.431, -5.987
6000, 299950, -28.565, -19.264, -39.95, -5.806
7000, 349950, -19.329, -29.065, -38.387, -6.933
8000, 399950, -16.363, -31.98, -40.496, -6.32
9000, 449950, -18.23, -30.857, -40.383, -6.186
10000, 499950, -21.758, -27.746, -38.418, -8.596
11000, 549950, -22.698, -26.758, -36.979, -9.916
12000, 599950, -24.951, -24.371, -37.207, -10.394
13000, 649950, -19.746, -29.39, -32.6, -15.02
14000, 699950, -9.436, -40.265, -29.107, -19.06
15000, 749950, -9.066, -40.687, -28.648, -18.398
16000, 799950, -12.645, -37.134, -35.57, -11.401
17000, 849950, -12.896, -36.885, -31.413, -12.347
18000, 899950, -12.586, -37.277, -25.848, -16.474
19000, 949950, -14.906, -34.982, -22.806, -21.606
20000, 999950, -13.889, -36.067, -21.952, -23.524
21000, 1049950, -10.774, -39.059, -22.055, -20.194
22000, 1099950, -12.097, -37.804, -21.707, -24.826
23000, 1149950, -9.388, -39.321, -24.344, -22.959
24000, 1199950, -11.822, -36.048, -32.437, -15.045
25000, 1249950, -8.34, -38.901, -27.16, -18.612
26000, 1299950, -8.263, -35.761, -28.025, -18.743
27000, 1349950, -10.181, -32.585, -27.062, -20.655
28000, 1399950, -10.072, -27.928, -27.017, -21.458
29000, 1449950, -10.044, -24.555, -28.645, -20.529
30000, 1499950, -12.777, -22.039, -26.111, -23.206
31000, 1549950, -11.075, -27.404, -27.535, -21.533
32000, 1599950, -13.123, -27.429, -27.394, -21.505
33000, 1649950, -14.237, -21.245, -20.695, -28.84
34000, 1699950, -15.228, -21.311, -20.442, -29.339
35000, 1749950, -16.177, -18.389, -18.553, -29.587
36000, 1799950, -12.798, -25.084, -18.139, -30.465
37000, 1849950, -10.541, -28.561, -16.979, -32.482
38000, 1899950, -15.095, -24.313, -15.393, -33.636
39000, 1949950, -16.046, -19.68, -16.924, -32.499
40000, 1999950, -18.18, -24.68, -16.05, -33.388
