act0,act1,act2,act3,act4,act5,episode,step
6.041833557901555e-07,0.9999954700469971,1.3450569440465188e-06,7.78856872329925e-08,2.2472145246865693e-06,2.3559400119665952e-07,1,0
3.2039545772022393e-07,0.99998939037323,4.157250714342808e-06,1.8125960821180342e-07,3.15799798045191e-06,2.72481634056021e-06,1,1
7.870716700608682e-08,0.9999971389770508,1.3067717645753874e-06,4.1152762975116275e-08,1.2921325378556503e-06,1.6516756318196713e-07,1,2
1.5553476373497688e-07,0.9999902248382568,9.06223249330651e-06,4.0966227743410855e-07,8.410282248405565e-08,1.786338117426567e-07,1,3
0.00013877041055820882,0.999544084072113,0.00026903708931058645,2.2995134258962935e-06,4.4247561163501814e-05,1.6031374343583593e-06,1,4
3.1127838155953214e-06,0.999721109867096,2.364852662140038e-05,3.028645551239606e-06,0.0002435637725284323,5.64584115636535e-06,1,5
7.14501875336282e-05,0.9960744380950928,0.002215317916125059,0.0013354127295315266,0.00029416129109449685,9.2427480922197e-06,1,6
0.006795068737119436,0.04511626809835434,0.747651219367981,0.11448044329881668,0.08495794981718063,0.000999021460302174,1,7
0.00029015258769504726,9.129098907578737e-05,0.9684218764305115,0.027890747413039207,0.003082061419263482,0.0002238698216388002,1,8
0.01920834183692932,0.002976387506350875,0.33734121918678284,0.5166800618171692,0.11669906973838806,0.007094905246049166,1,9
5.179519212106243e-05,0.0003887823550030589,3.7031964893685654e-05,0.9991568326950073,0.0003199308121111244,4.5589640649268404e-05,1,10
0.983253002166748,0.001160052022896707,0.0019785594195127487,0.006721791345626116,0.006119373720139265,0.0007672439096495509,1,11
0.7655215859413147,0.00039979428402148187,0.21222086250782013,9.342219709651545e-05,0.004934786353260279,0.01682939939200878,1,12
0.0650215819478035,0.015041734091937542,0.23730945587158203,0.0025089229457080364,0.02737908810377121,0.6527392268180847,1,13
3.2368691904594016e-07,7.811574505467433e-06,0.00034814130049198866,4.152450401306851e-07,9.457966370973736e-06,0.9996337890625,1,14
0.017103299498558044,0.6329696178436279,0.015779146924614906,0.15428614616394043,0.09171190112829208,0.08814997971057892,1,15
0.00044878380140289664,0.015518713742494583,0.0003985808289144188,0.005651590880006552,0.9777090549468994,0.00027314506587572396,1,16
0.0010691292118281126,0.0051825400441884995,0.5368491411209106,0.012982373125851154,0.4434937536716461,0.00042307289550080895,1,17
0.14582835137844086,0.022689132019877434,0.5770750641822815,0.12451208382844925,0.12957094609737396,0.00032442103838548064,1,18
0.17681972682476044,0.029308071359992027,0.00033709651324898005,0.7628476619720459,0.029668087139725685,0.0010194345377385616,1,19
0.005487238056957722,0.011377386748790741,5.88665425311774e-05,0.9779084324836731,0.004844108130782843,0.00032393186120316386,1,20
0.9074930548667908,0.05181693285703659,0.00010327349446015432,0.016008712351322174,0.02422725036740303,0.00035067860153503716,1,21
0.37832823395729065,0.12889204919338226,0.00043973614810965955,0.000697891169693321,0.11167604476213455,0.3799661099910736,1,22
0.00040196324698626995,0.014805867336690426,1.8698419808060862e-05,0.0002731813583523035,0.0003285706916358322,0.9841716885566711,1,23
0.25350841879844666,0.4035923480987549,0.0171834547072649,0.0007440247572958469,0.2849884629249573,0.03998328000307083,1,24
0.0038450348656624556,0.5437126755714417,6.689973088214174e-05,0.3698608875274658,0.08227729797363281,0.00023715336283203214,1,25
0.006060380954295397,0.005087569355964661,0.0002624582848511636,0.2250952273607254,0.7627177834510803,0.0007766183698549867,1,26
0.10722251236438751,0.0007573676994070411,7.764976180624217e-05,0.007244459353387356,0.8842496871948242,0.0004482640069909394,1,27
0.9629033803939819,0.0018614192958921194,0.00023726744984742254,0.010213899426162243,0.023655623197555542,0.0011285018408671021,1,28
0.9988219141960144,0.00030749919824302197,0.00023185439931694418,0.00022298451222013682,0.0002858212683349848,0.00012988585513085127,1,29
0.9138205051422119,0.030615143477916718,0.002443189499899745,0.004033568315207958,0.048961006104946136,0.00012658593186642975,1,30
0.001567211002111435,0.9009496569633484,0.01427998673170805,0.01081385463476181,0.07034711539745331,0.0020422302186489105,1,31
0.000615264754742384,0.9811058640480042,0.006879121996462345,0.00011207795614609495,0.006338099483400583,0.00494952779263258,1,32
0.004447794985026121,0.750106155872345,0.12055448442697525,0.002202083822339773,0.09972670674324036,0.022962752729654312,1,33
0.000462946918560192,0.002928056987002492,0.6653397083282471,0.0013012407580390573,0.32238057255744934,0.00758753065019846,1,34
0.001670877798460424,2.4876924726413563e-05,0.9947876930236816,0.0001436595484847203,0.002221886534243822,0.0011510435724630952,1,35
0.3694978654384613,0.0003837054828181863,0.1876443773508072,0.0014245801139622927,0.43568503856658936,0.005364486016333103,1,36
0.5578016042709351,0.00038223492447286844,0.0014932582853361964,0.0004321601300034672,0.43854308128356934,0.001347643556073308,1,37
0.9990062117576599,0.0001045805838657543,4.754183919430943e-06,0.00033938343403860927,0.0005271061672829092,1.7980506527237594e-05,1,38
0.44965165853500366,0.09784382581710815,0.005929375998675823,0.006167928222566843,0.4233091473579407,0.017098048701882362,1,39
0.010303507559001446,0.49043092131614685,0.0016409065574407578,0.0007638059905730188,0.4934280216693878,0.003432835452258587,1,40
0.0013884810032323003,0.9708045721054077,0.00270105991512537,0.00039614958222955465,0.022658085450530052,0.002051508752629161,1,41
0.00013152956671547145,0.9962337613105774,0.0006316911894828081,0.0002775289467535913,0.0007577186333946884,0.0019677947275340557,1,42
0.00012299741501919925,0.9788578152656555,0.0037713972851634026,0.0004164803249295801,0.004882901441305876,0.011948532424867153,1,43
0.0015681065851822495,0.0009058233117684722,0.19706611335277557,0.0016731814248487353,0.14819306135177612,0.6505938172340393,1,44
0.03170206770300865,0.0002402187092229724,0.1999981701374054,0.0005973876686766744,0.023035146296024323,0.744426965713501,1,45
0.3008217513561249,0.0009300322853960097,0.3547249436378479,0.001803092542104423,0.3352159857749939,0.00650419294834137,1,46
0.5008699893951416,0.00035433447919785976,0.1548474282026291,0.05594008043408394,0.2878544330596924,0.0001338019355898723,1,47
0.47417011857032776,0.003480266546830535,0.0041838958859443665,0.10077803581953049,0.41626492142677307,0.001122753950767219,1,48
0.0005324784433469176,0.0004947142442688346,0.0015871617943048477,0.17701390385627747,0.8196215629577637,0.0007501956424675882,1,49
0.0002970982459373772,0.9625226259231567,0.037028905004262924,1.1493137208162807e-05,7.416965672746301e-05,6.58229982946068e-05,2,0
7.974031177582219e-05,0.9901448488235474,0.009720239788293839,9.380967185279587e-07,5.067848542239517e-05,3.5334726362634683e-06,2,1
