episode,step,total_reward
1000, 24975, -68.076768
2000, 49975, -70.170834
3000, 74975, -43.706943
4000, 99975, -40.039277
5000, 124975, -38.998339
6000, 149975, -26.221414
7000, 174975, -22.628327
8000, 199975, -22.477627
9000, 224975, -19.320251
10000, 249975, -18.702529
11000, 274975, -18.364387
12000, 299975, -18.770441
13000, 324975, -18.076512
14000, 349975, -17.629529
15000, 374975, -17.611729
16000, 399975, -17.563783
17000, 424975, -18.263613
18000, 449975, -17.493962
19000, 474975, -17.423837
20000, 499975, -16.989138
21000, 524975, -18.787760
22000, 549975, -16.669462
23000, 574975, -19.518149
24000, 599975, -17.689636
25000, 624975, -17.596067
26000, 649975, -16.379942
27000, 674975, -17.824791
28000, 699975, -17.476982
29000, 724975, -17.866556
30000, 749975, -18.599284
