episode,step,agent0_rew,agent1_rew
1000, 24975, -34.038383849380644, -34.038383849380644
2000, 49975, -35.08541701022737, -35.08541701022737
3000, 74975, -21.85347149458043, -21.85347149458043
4000, 99975, -20.019638719564682, -20.019638719564682
5000, 124975, -19.499169363722235, -19.499169363722235
6000, 149975, -13.110706874825489, -13.110706874825489
7000, 174975, -11.314163467269736, -11.314163467269736
8000, 199975, -11.238813540275693, -11.238813540275693
9000, 224975, -9.660125571732985, -9.660125571732985
10000, 249975, -9.351264387578608, -9.351264387578608
11000, 274975, -9.182193631644804, -9.182193631644804
12000, 299975, -9.385220642580505, -9.385220642580505
13000, 324975, -9.038256236964163, -9.038256236964163
14000, 349975, -8.814764330517319, -8.814764330517319
15000, 374975, -8.805864470082858, -8.805864470082858
16000, 399975, -8.781891687311273, -8.781891687311273
17000, 424975, -9.131806643554928, -9.131806643554928
18000, 449975, -8.74698104664757, -8.74698104664757
19000, 474975, -8.71191847499102, -8.71191847499102
20000, 499975, -8.494568940279276, -8.494568940279276
21000, 524975, -9.393879930944884, -9.393879930944884
22000, 549975, -8.334730902532927, -8.334730902532927
23000, 574975, -9.759074676507657, -9.759074676507657
24000, 599975, -8.844818220060317, -8.844818220060317
25000, 624975, -8.798033348128909, -8.798033348128909
26000, 649975, -8.189971049287925, -8.189971049287925
27000, 674975, -8.912395323934016, -8.912395323934016
28000, 699975, -8.738491242494314, -8.738491242494314
29000, 724975, -8.933277849026595, -8.933277849026595
30000, 749975, -9.299642047226905, -9.299642047226905
