episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -19.66066066066066, -14.508508508508509, -16.45045045045045, -16.514514514514513
2000, 99950, -11.885, -9.053, -12.25, -24.582
3000, 149950, -0.168, -0.991, -12.045, -33.517
4000, 199950, -7.874, -1.234, -19.38, -26.688
5000, 249950, -45.462, -0.16, -21.224, -22.925
6000, 299950, -46.266, -0.694, -39.001, -7.392
7000, 349950, -46.705, -0.622, -25.35, -19.056
8000, 399950, -47.494, -0.85, -28.587, -16.95
9000, 449950, -46.162, -1.177, -36.229, -10.996
10000, 499950, -46.8, -0.532, -36.224, -10.555
11000, 549950, -45.651, -0.076, -37.923, -9.83
12000, 599950, -47.715, -0.664, -35.995, -12.698
13000, 649950, -48.027, -0.333, -34.768, -14.592
14000, 699950, -48.316, -0.341, -38.984, -9.719
15000, 749950, -48.772, -0.229, -36.801, -11.974
16000, 799950, -48.609, -0.019, -40.696, -7.332
17000, 849950, -48.974, -0.015, -38.813, -9.29
18000, 899950, -48.252, -0.012, -37.041, -12.05
19000, 949950, -49.42, -0.022, -33.784, -15.999
20000, 999950, -49.3, -0.021, -31.202, -18.254
21000, 1049950, -49.44, -0.2, -26.714, -22.022
22000, 1099950, -46.453, -0.043, -25.088, -24.483
23000, 1149950, -44.709, -1.279, -21.599, -27.905
24000, 1199950, -29.952, -1.277, -15.647, -29.892
25000, 1249950, -25.546, -1.609, -15.836, -23.551
26000, 1299950, -31.922, -0.273, -15.706, -18.513
27000, 1349950, -34.155, -1.535, -13.02, -25.546
28000, 1399950, -29.714, -2.293, -16.125, -25.408
29000, 1449950, -27.897, -3.674, -14.687, -28.122
30000, 1499950, -31.373, -2.935, -14.491, -24.011
31000, 1549950, -28.887, -1.983, -14.463, -23.804
32000, 1599950, -26.988, -0.068, -13.837, -27.619
33000, 1649950, -24.067, -2.564, -15.527, -27.753
34000, 1699950, -23.726, -2.682, -15.719, -30.398
35000, 1749950, -21.111, -2.431, -14.157, -26.267
36000, 1799950, -22.828, -2.028, -14.173, -25.31
37000, 1849950, -24.078, -2.363, -17.866, -19.444
38000, 1899950, -22.034, -4.464, -21.287, -16.433
39000, 1949950, -18.835, -0.91, -26.81, -15.346
40000, 1999950, -21.793, -1.607, -22.87, -18.622
