a0_to_a1,a1_to_a0,episode,step
A,A,1,0
A,B,1,1
A,A,1,2
A,A,1,3
A,A,1,4
A,A,1,5
A,A,1,6
A,A,1,7
A,B,1,8
A,A,1,9
A,A,1,10
A,A,1,11
A,A,1,12
A,A,1,13
A,A,1,14
A,A,1,15
C,A,1,16
A,A,1,17
C,A,1,18
C,A,1,19
A,A,1,20
A,A,1,21
A,A,1,22
A,A,1,23
A,A,1,24
A,A,1,25
A,A,1,26
A,A,1,27
A,A,1,28
A,A,1,29
A,A,1,30
A,A,1,31
A,A,1,32
C,A,1,33
C,C,1,34
C,A,1,35
C,A,1,36
C,B,1,37
A,B,1,38
A,B,1,39
A,A,1,40
A,B,1,41
A,B,1,42
C,B,1,43
C,A,1,44
A,A,1,45
A,A,1,46
A,A,1,47
A,A,1,48
_,_,2,0
A,A,2,1
A,B,2,2
A,A,2,3
A,A,2,4
A,A,2,5
A,A,2,6
A,A,2,7
B,A,2,8
A,A,2,9
A,A,2,10
A,A,2,11
A,B,2,12
B,A,2,13
B,A,2,14
B,B,2,15
B,A,2,16
B,B,2,17
B,B,2,18
B,B,2,19
B,B,2,20
C,A,2,21
B,B,2,22
A,B,2,23
B,B,2,24
A,B,2,25
B,B,2,26
A,B,2,27
C,B,2,28
A,A,2,29
C,A,2,30
C,A,2,31
C,A,2,32
C,B,2,33
C,B,2,34
C,A,2,35
C,A,2,36
C,A,2,37
C,A,2,38
C,A,2,39
C,A,2,40
C,A,2,41
C,B,2,42
C,B,2,43
C,A,2,44
C,A,2,45
C,A,2,46
C,A,2,47
C,A,2,48
C,A,2,49
_,_,3,0
A,A,3,1
A,A,3,2
A,B,3,3
A,A,3,4
A,B,3,5
A,A,3,6
A,A,3,7
A,A,3,8
A,A,3,9
A,A,3,10
A,A,3,11
A,A,3,12
A,A,3,13
B,A,3,14
A,B,3,15
B,A,3,16
A,B,3,17
A,A,3,18
B,C,3,19
B,B,3,20
B,B,3,21
C,A,3,22
B,A,3,23
A,A,3,24
C,B,3,25
C,A,3,26
C,A,3,27
C,A,3,28
A,A,3,29
A,A,3,30
A,A,3,31
C,A,3,32
A,A,3,33
A,A,3,34
A,A,3,35
A,A,3,36
A,A,3,37
A,A,3,38
C,A,3,39
A,B,3,40
A,A,3,41
A,A,3,42
A,A,3,43
A,A,3,44
C,A,3,45
A,A,3,46
A,A,3,47
A,A,3,48
A,A,3,49
_,_,4,0
A,A,4,1
A,A,4,2
A,A,4,3
A,B,4,4
A,A,4,5
A,B,4,6
A,A,4,7
A,B,4,8
A,A,4,9
A,B,4,10
A,A,4,11
A,B,4,12
A,A,4,13
A,A,4,14
A,A,4,15
A,A,4,16
A,A,4,17
A,A,4,18
A,A,4,19
A,A,4,20
A,A,4,21
A,A,4,22
A,A,4,23
A,A,4,24
A,A,4,25
A,A,4,26
A,B,4,27
B,A,4,28
B,A,4,29
B,B,4,30
B,A,4,31
B,B,4,32
B,A,4,33
B,B,4,34
B,A,4,35
A,A,4,36
A,A,4,37
A,A,4,38
A,A,4,39
A,B,4,40
A,A,4,41
A,A,4,42
C,A,4,43
C,A,4,44
A,A,4,45
A,A,4,46
C,A,4,47
A,A,4,48
C,A,4,49
_,_,5,0
A,A,5,1
A,B,5,2
A,B,5,3
A,B,5,4
A,B,5,5
A,A,5,6
B,B,5,7
A,A,5,8
B,B,5,9
A,B,5,10
B,A,5,11
B,A,5,12
C,B,5,13
C,A,5,14
B,A,5,15
C,A,5,16
A,A,5,17
C,A,5,18
C,A,5,19
C,A,5,20
C,A,5,21
C,A,5,22
C,A,5,23
C,A,5,24
C,A,5,25
C,A,5,26
C,B,5,27
C,B,5,28
C,B,5,29
C,B,5,30
C,B,5,31
C,B,5,32
C,B,5,33
C,B,5,34
C,B,5,35
B,B,5,36
C,B,5,37
C,B,5,38
C,B,5,39
C,B,5,40
C,B,5,41
C,B,5,42
C,B,5,43
C,A,5,44
C,A,5,45
C,A,5,46
C,A,5,47
C,B,5,48
C,B,5,49
