energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-4.0,0.0,1,3
-5.0,0.0,1,4
-6.0,0.0,1,5
-7.0,0.0,1,6
-8.0,0.0,1,7
-9.0,0.0,1,8
-10.0,0.0,1,9
-11.0,0.0,1,10
-12.0,0.0,1,11
-13.0,0.0,1,12
-14.0,0.0,1,13
-15.0,0.0,1,14
-16.0,0.0,1,15
-16.0,0.0,1,16
-17.0,0.0,1,17
-17.0,0.0,1,18
-17.0,0.0,1,19
-18.0,0.0,1,20
-19.0,0.0,1,21
-20.0,0.0,1,22
-21.0,0.0,1,23
-22.0,0.0,1,24
-23.0,0.0,1,25
-24.0,0.0,1,26
-25.0,0.0,1,27
-26.0,0.0,1,28
-27.0,0.0,1,29
-28.0,0.0,1,30
-29.0,0.0,1,31
-30.0,0.0,1,32
-30.0,0.0,1,33
-30.0,0.0,1,34
-30.0,0.0,1,35
-30.0,0.0,1,36
-30.0,0.0,1,37
-31.0,0.0,1,38
-32.0,0.0,1,39
-33.0,0.0,1,40
-34.0,0.0,1,41
-35.0,0.0,1,42
-35.0,0.0,1,43
-35.0,0.0,1,44
-36.0,0.0,1,45
-37.0,0.0,1,46
-38.0,0.0,1,47
-39.0,0.0,1,48
-40.0,0.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-3.0,0.0,2,2
-4.0,0.0,2,3
-5.0,0.0,2,4
-6.0,0.0,2,5
-7.0,0.0,2,6
-7.0,-1.0,2,7
-8.0,-1.0,2,8
-9.0,-1.0,2,9
-10.0,-1.0,2,10
-11.0,-1.0,2,11
-11.0,-2.0,2,12
-11.0,-3.0,2,13
-11.0,-4.0,2,14
-11.0,-5.0,2,15
-11.0,-6.0,2,16
-11.0,-7.0,2,17
-11.0,-8.0,2,18
-11.0,-9.0,2,19
-11.0,-9.0,2,20
-11.0,-10.0,2,21
-12.0,-10.0,2,22
-12.0,-11.0,2,23
-13.0,-11.0,2,24
-13.0,-12.0,2,25
-14.0,-12.0,2,26
-14.0,-12.0,2,27
-15.0,-12.0,2,28
-15.0,-12.0,2,29
-15.0,-12.0,2,30
-15.0,-12.0,2,31
-15.0,-12.0,2,32
-15.0,-12.0,2,33
-15.0,-12.0,2,34
-15.0,-12.0,2,35
-15.0,-12.0,2,36
-15.0,-12.0,2,37
-15.0,-12.0,2,38
-15.0,-12.0,2,39
