episode,step,total_reward
1000, 49950, -167.485465
2000, 99950, -356.274240
3000, 149950, -134.134293
4000, 199950, -124.201719
5000, 249950, -125.541780
6000, 299950, -124.232859
7000, 349950, -109.085639
8000, 399950, -103.844436
9000, 449950, -85.438574
10000, 499950, -98.010349
11000, 549950, -111.701257
12000, 599950, -92.208630
13000, 649950, -92.004611
14000, 699950, -88.050956
15000, 749950, -90.672399
16000, 799950, -85.784950
17000, 849950, -99.350472
18000, 899950, -86.738058
19000, 949950, -123.702067
20000, 999950, -76.402951
21000, 1049950, -83.314854
22000, 1099950, -71.243586
23000, 1149950, -111.307809
24000, 1199950, -90.442767
25000, 1249950, -74.890426
26000, 1299950, -70.943230
27000, 1349950, -87.999146
28000, 1399950, -70.586570
29000, 1449950, -71.196006
30000, 1499950, -85.300286
31000, 1549950, -73.242352
32000, 1599950, -64.006111
33000, 1649950, -73.144985
34000, 1699950, -68.841701
35000, 1749950, -77.694584
36000, 1799950, -83.072794
37000, 1849950, -85.738544
38000, 1899950, -75.822202
39000, 1949950, -66.722948
40000, 1999950, -60.595698
