episode,step,agent0_energy_min,agent0_attention_min,agent1_energy_min,agent1_attention_min
1000, 49950, -16.505505505505507, -16.962962962962962, -16.86086086086086, -16.107107107107108
2000, 99950, -14.814, -18.465, -9.08, -15.317
3000, 149950, -6.431, -39.424, -1.388, -43.562
4000, 199950, -10.72, -37.191, -13.349, -33.251
5000, 249950, -13.825, -35.91, -34.22, -14.551
6000, 299950, -17.493, -32.266, -45.668, -3.99
7000, 349950, -18.53, -31.089, -48.859, -0.829
8000, 399950, -21.64, -27.7, -47.19, -2.543
9000, 449950, -42.604, -6.631, -48.876, -0.768
10000, 499950, -43.429, -5.123, -48.098, -1.443
11000, 549950, -37.841, -9.193, -48.855, -0.709
12000, 599950, -48.181, -0.471, -48.654, -0.716
13000, 649950, -47.883, -1.852, -48.588, -0.954
14000, 699950, -42.267, -6.878, -46.145, -3.165
15000, 749950, -46.322, -2.474, -48.556, -0.558
16000, 799950, -40.923, -2.326, -48.829, -0.014
17000, 849950, -31.905, -1.449, -47.779, -0.016
18000, 899950, -33.052, -1.133, -48.236, -0.009
19000, 949950, -31.754, -2.091, -46.703, -0.072
20000, 999950, -37.413, -0.194, -48.638, -0.504
21000, 1049950, -35.994, -0.318, -48.767, -0.051
22000, 1099950, -33.844, -0.794, -48.193, -0.384
23000, 1149950, -24.17, -0.885, -42.094, -1.081
24000, 1199950, -26.645, -1.042, -43.141, -0.098
25000, 1249950, -23.892, -7.245, -38.151, -0.128
26000, 1299950, -23.998, -8.481, -36.571, -0.591
27000, 1349950, -31.035, -3.029, -35.567, -0.045
28000, 1399950, -28.834, -4.843, -37.427, -0.049
29000, 1449950, -26.364, -2.519, -43.074, -0.068
30000, 1499950, -25.179, -1.569, -48.7, -0.15
31000, 1549950, -31.483, -4.466, -48.666, -0.021
32000, 1599950, -19.286, -7.482, -49.422, -0.015
33000, 1649950, -20.837, -6.991, -48.965, -0.367
34000, 1699950, -22.331, -7.416, -49.637, -0.006
35000, 1749950, -21.379, -6.385, -49.285, -0.359
36000, 1799950, -19.727, -7.923, -46.296, -3.264
37000, 1849950, -19.494, -8.189, -47.632, -1.368
38000, 1899950, -18.664, -6.794, -43.951, -5.496
39000, 1949950, -18.529, -11.124, -48.814, -0.956
40000, 1999950, -18.915, -12.304, -47.434, -1.244
