energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-4.0,0.0,1,3
-5.0,0.0,1,4
-6.0,0.0,1,5
-7.0,0.0,1,6
-8.0,0.0,1,7
-9.0,0.0,1,8
-10.0,0.0,1,9
-11.0,0.0,1,10
-12.0,0.0,1,11
-13.0,0.0,1,12
-14.0,0.0,1,13
-15.0,0.0,1,14
-16.0,0.0,1,15
-17.0,0.0,1,16
-18.0,0.0,1,17
-19.0,0.0,1,18
-20.0,0.0,1,19
-20.0,-1.0,1,20
-21.0,-1.0,1,21
-22.0,-1.0,1,22
-23.0,-1.0,1,23
-23.0,-1.0,1,24
-24.0,-1.0,1,25
-25.0,-1.0,1,26
-26.0,-1.0,1,27
-27.0,-1.0,1,28
-28.0,-1.0,1,29
-29.0,-1.0,1,30
-30.0,-1.0,1,31
-31.0,-1.0,1,32
-32.0,-1.0,1,33
-33.0,-1.0,1,34
-34.0,-1.0,1,35
-35.0,-1.0,1,36
-36.0,-1.0,1,37
-37.0,-1.0,1,38
-38.0,-1.0,1,39
-39.0,-1.0,1,40
-40.0,-1.0,1,41
-41.0,-1.0,1,42
-42.0,-1.0,1,43
-43.0,-1.0,1,44
-44.0,-1.0,1,45
-45.0,-1.0,1,46
-46.0,-1.0,1,47
-47.0,-1.0,1,48
-48.0,-1.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-3.0,0.0,2,2
-4.0,0.0,2,3
-5.0,0.0,2,4
-6.0,0.0,2,5
-6.0,-1.0,2,6
-7.0,-1.0,2,7
-8.0,-1.0,2,8
-9.0,-1.0,2,9
-10.0,-1.0,2,10
-10.0,-2.0,2,11
-11.0,-2.0,2,12
-12.0,-2.0,2,13
-13.0,-2.0,2,14
-14.0,-2.0,2,15
-15.0,-2.0,2,16
-16.0,-2.0,2,17
-17.0,-2.0,2,18
-17.0,-3.0,2,19
-18.0,-3.0,2,20
-19.0,-3.0,2,21
-19.0,-4.0,2,22
-20.0,-4.0,2,23
-21.0,-4.0,2,24
-22.0,-4.0,2,25
-23.0,-4.0,2,26
-24.0,-4.0,2,27
-25.0,-4.0,2,28
-26.0,-4.0,2,29
-27.0,-4.0,2,30
-27.0,-4.0,2,31
-28.0,-4.0,2,32
-29.0,-4.0,2,33
-29.0,-4.0,2,34
-30.0,-4.0,2,35
-31.0,-4.0,2,36
