act0,act1,act2,act3,act4,act5,act6,act7,episode,step
0.9998528957366943,5.635258639813401e-05,1.3860170838597696e-05,4.755688860313967e-05,2.9353261197684333e-05,0.9994926452636719,0.00046589827979914844,4.149730739300139e-05,1,0
0.9998440742492676,1.6732110452721827e-05,1.1140738934045658e-05,9.670785220805556e-05,3.150811608065851e-05,0.9999958276748657,1.3520523225452052e-06,2.8221656975802034e-06,1,1
0.9995355606079102,8.401258128287736e-06,3.290643508080393e-05,0.0001449770643375814,0.00027812152984552085,0.9966118931770325,0.0028579302597790956,0.0005300780176185071,1,2
0.9999042749404907,3.154544629069278e-06,4.952705694449833e-06,7.43392447475344e-05,1.3199156455812044e-05,0.9999294281005859,9.219405001203995e-06,6.139962351880968e-05,1,3
0.999664306640625,0.00023167734616436064,4.841289410251193e-05,2.5580482542864047e-05,3.0037354008527473e-05,0.9999992847442627,1.9179813648406707e-07,5.230386364019068e-07,1,4
2.3686594374794367e-07,4.632864602172049e-06,3.5289203879074194e-06,0.9999905824661255,1.0501589713385329e-06,0.22994622588157654,0.7565810680389404,0.013472634367644787,1,5
0.9714339375495911,0.020388895645737648,0.0016544980462640524,0.004047108348459005,0.0024755727499723434,0.9997918009757996,0.00019581113883759826,1.2358565982140135e-05,1,6
0.9945603013038635,0.0035290312953293324,0.0004233924555592239,0.0011248019291087985,0.0003624466771725565,0.9993395209312439,0.000373617687728256,0.00028685355209745467,1,7
0.9999595880508423,1.879754336187034e-06,1.0126197594217956e-05,2.18630757444771e-05,6.547654720634455e-06,0.9994588494300842,0.00010857529559871182,0.00043257829383946955,1,8
1.471658720220148e-06,1.0828117410710547e-05,1.7197698980453424e-05,0.9999691247940063,1.4269845678427373e-06,5.9322152083041146e-05,0.9822409749031067,0.017699619755148888,1,9
2.6477141545910854e-06,8.300354238599539e-05,2.496554770914372e-05,0.9998856782913208,3.714444119395921e-06,0.008611057884991169,0.9258837699890137,0.06550519913434982,1,10
0.01958271861076355,0.7917497158050537,0.0839662253856659,0.003418137552216649,0.10128328204154968,0.8621349334716797,0.13567884266376495,0.002186226425692439,1,11
0.9995036125183105,9.992985496865003e-07,0.0002090318303089589,3.096577347605489e-05,0.0002554956590756774,0.9998989105224609,6.177470640977845e-05,3.931738683604635e-05,1,12
6.722551461280091e-06,1.0347668649046682e-05,9.767338269739412e-06,0.9999723434448242,8.761946332924708e-07,0.010215583257377148,0.41673991084098816,0.57304447889328,1,13
0.00028532271971926093,0.0007307919440791011,0.00149629358202219,0.9974230527877808,6.457434938056394e-05,0.0577365942299366,0.8768624663352966,0.06540095806121826,1,14
0.0014108249451965094,0.00052758859237656,0.9967967867851257,0.0012287116842344403,3.613706212490797e-05,0.9950171113014221,0.0037294391077011824,0.0012535160640254617,1,15
0.07156585156917572,0.005220190156251192,0.17854952812194824,0.7415174245834351,0.0031469527166336775,0.9711685180664062,0.025028271600604057,0.0038032266311347485,1,16
0.0010954320896416903,0.9625340104103088,0.03264588490128517,0.0033869710750877857,0.0003376571403350681,0.9362154006958008,0.0009211870492435992,0.06286343187093735,1,17
0.00012913723185192794,0.5346537232398987,0.37264132499694824,0.09173368662595749,0.0008422295795753598,0.032844264060258865,0.045499034225940704,0.9216567277908325,1,18
4.1142786244563467e-07,0.9900611639022827,0.0010705562308430672,0.008833457715809345,3.4448978112777695e-05,0.12760046124458313,0.050136782228946686,0.8222627639770508,1,19
0.016741283237934113,0.006800361908972263,0.9188578724861145,0.010966476984322071,0.046634066849946976,0.9947132468223572,0.004887707997113466,0.0003990547265857458,1,20
0.005239464808255434,0.011493063531816006,0.0006000817520543933,0.9824386239051819,0.0002288245304953307,0.8373133540153503,0.01630580984055996,0.14638084173202515,1,21
6.950244268999484e-10,0.9999486207962036,1.8097948384365736e-07,5.11013604409527e-05,2.0538243106216214e-08,0.11044728755950928,0.0008294811123050749,0.8887232542037964,1,22
1.3586761937744996e-08,0.998883068561554,7.919331324046652e-07,0.0011150897480547428,9.244387229045969e-07,0.0334007702767849,0.0009062913013622165,0.9656929969787598,1,23
0.00834917463362217,0.01281888410449028,0.9485989212989807,0.0292684193700552,0.000964674458373338,0.9785020351409912,0.01713133603334427,0.0043666972778737545,1,24
3.997507519670762e-06,0.009099687449634075,0.9292211532592773,0.06127523258328438,0.00040001695742830634,0.2536483407020569,0.257376104593277,0.4889755845069885,1,25
7.260133543240954e-07,0.9999027252197266,1.1529521543707233e-05,8.29218770377338e-05,2.060684892057907e-06,0.12359693646430969,0.0014998463448137045,0.8749032020568848,1,26
9.17362831387436e-06,0.9953556060791016,0.0005907460581511259,0.0027812914922833443,0.0012631869176402688,0.048651888966560364,0.008205472491681576,0.9431426525115967,1,27
0.07209426909685135,0.0018883842276409268,0.9160374999046326,0.009453891776502132,0.0005258980672806501,0.9978679418563843,0.001522251171991229,0.0006097705918364227,1,28
0.0008316109888255596,0.0010780834127217531,0.8484855890274048,0.1476837545633316,0.0019209791207686067,0.8310079574584961,0.15810708701610565,0.01088498905301094,1,29
0.00019841811445076019,0.7229920625686646,0.10394032299518585,0.17236046493053436,0.0005087691824883223,0.13686935603618622,0.5425897836685181,0.3205408453941345,1,30
0.0012442172737792134,0.0038107794243842363,0.9923872947692871,0.00034571479773148894,0.002211968181654811,0.7987565994262695,0.17492422461509705,0.02631913684308529,1,31
8.54519726090075e-08,0.999560534954071,0.00023226627672556788,0.00020323450735304505,3.8032876545912586e-06,0.0019935984164476395,0.007576226256787777,0.9904301762580872,1,32
4.591465199155209e-07,0.9992244243621826,0.0001046675824909471,0.0005968444747850299,7.350314990617335e-05,0.3809998333454132,0.0017347901593893766,0.6172653436660767,1,33
0.1274617612361908,0.008930247277021408,0.8591341972351074,0.0009759410750120878,0.0034978785552084446,0.9822400212287903,0.015424622222781181,0.002335229190066457,1,34
0.0003596440947148949,0.30007919669151306,0.6460430026054382,0.052524738013744354,0.0009933870751410723,0.614872932434082,0.0061500160954892635,0.3789770007133484,1,35
9.827006579143927e-05,0.8273584246635437,0.1639048010110855,0.008269544690847397,0.00036899701808579266,0.3696458339691162,0.010901923291385174,0.6194522976875305,1,36
0.007936298847198486,0.09393149614334106,0.8855105638504028,0.010509241372346878,0.002112425398081541,0.9962859153747559,0.0022888723760843277,0.0014252372784540057,1,37
