a0_to_a1,a0_to_a2,a0_to_a3,a1_to_a0,a1_to_a2,a1_to_a3,a2_to_a0,a2_to_a1,a2_to_a3,a3_to_a0,a3_to_a1,a3_to_a2,episode,step
A,A,A,B,B,B,B,B,B,A,A,A,1,0
A,A,A,B,B,B,A,A,A,A,A,A,1,1
A,A,A,B,B,B,A,A,A,A,A,A,1,2
A,A,A,B,B,B,B,B,B,A,A,A,1,3
A,A,A,B,B,B,A,A,A,A,A,A,1,4
B,B,B,B,B,B,A,A,A,A,A,A,1,5
A,A,A,B,B,B,A,A,A,A,A,A,1,6
A,A,A,B,B,B,B,B,B,A,A,A,1,7
A,A,A,B,B,B,A,A,A,A,A,A,1,8
B,B,B,B,B,B,A,A,A,A,A,A,1,9
B,B,B,B,B,B,A,A,A,A,A,A,1,10
A,A,A,B,B,B,B,B,B,A,A,A,1,11
A,A,A,B,B,B,A,A,A,A,A,A,1,12
C,C,C,B,B,B,B,B,B,A,A,A,1,13
B,B,B,B,B,B,B,B,B,A,A,A,1,14
A,A,A,B,B,B,B,B,B,A,A,A,1,15
A,A,A,B,B,B,B,B,B,A,A,A,1,16
A,A,A,B,B,B,A,A,A,A,A,A,1,17
C,C,C,B,B,B,A,A,A,A,A,A,1,18
C,C,C,B,B,B,B,B,B,A,A,A,1,19
A,A,A,B,B,B,A,A,A,B,B,B,1,20
A,A,A,B,B,B,A,A,A,A,A,A,1,21
C,C,C,B,B,B,A,A,A,A,A,A,1,22
C,C,C,B,B,B,A,A,A,A,A,A,1,23
A,A,A,B,B,B,A,A,A,C,C,C,1,24
C,C,C,B,B,B,A,A,A,A,A,A,1,25
C,C,C,B,B,B,A,A,A,A,A,A,1,26
C,C,C,B,B,B,A,A,A,A,A,A,1,27
A,A,A,B,B,B,A,A,A,A,A,A,1,28
A,A,A,B,B,B,A,A,A,A,A,A,1,29
B,B,B,B,B,B,A,A,A,A,A,A,1,30
A,A,A,B,B,B,A,A,A,A,A,A,1,31
C,C,C,B,B,B,A,A,A,A,A,A,1,32
C,C,C,B,B,B,A,A,A,A,A,A,1,33
A,A,A,B,B,B,A,A,A,A,A,A,1,34
A,A,A,B,B,B,A,A,A,A,A,A,1,35
C,C,C,B,B,B,A,A,A,A,A,A,1,36
A,A,A,B,B,B,A,A,A,A,A,A,1,37
C,C,C,B,B,B,A,A,A,A,A,A,1,38
A,A,A,B,B,B,A,A,A,A,A,A,1,39
A,A,A,B,B,B,C,C,C,A,A,A,1,40
A,A,A,B,B,B,C,C,C,A,A,A,1,41
