act0,act1,act2,act3,act4,act5,act6,act7,episode,step
0.9976971745491028,4.793926564161666e-06,3.6406743220140925e-06,8.160395373124629e-05,0.002212763763964176,6.818268957431428e-06,0.9999347925186157,5.838538709213026e-05,1,0
0.9311600923538208,0.0005838295328430831,3.310939064249396e-05,0.06793998926877975,0.0002829147269949317,0.4303284287452698,1.644123926780594e-06,0.5696699619293213,1,1
0.997050404548645,1.0779774129332509e-05,8.703441380930599e-06,8.37012157717254e-06,0.0029217745177447796,8.393546522711404e-06,0.9999656677246094,2.598713217594195e-05,1,2
0.9881322979927063,0.00037945323856547475,0.005334463901817799,0.005716801155358553,0.0004370396491140127,0.32424023747444153,7.46910081943497e-05,0.6756851077079773,1,3
0.9998476505279541,7.110304522939259e-06,1.84124473889824e-05,1.0274834494339302e-05,0.00011653682304313406,9.870356052488205e-07,0.9999924898147583,6.551087153638946e-06,1,4
0.9943445920944214,7.50636390876025e-05,9.641764336265624e-05,0.005249683745205402,0.00023434146714862436,0.9655640721321106,0.006998702883720398,0.027437297627329826,1,5
0.9998390674591064,6.752843546564691e-06,1.5719739167252555e-05,6.186606697156094e-06,0.0001321854506386444,0.008091297000646591,0.9906231760978699,0.0012855057138949633,1,6
9.827751455304679e-06,1.7715267404128099e-06,0.9999797344207764,3.1419140213984065e-06,5.563460945268162e-06,0.012071143835783005,0.9845052361488342,0.0034236114006489515,1,7
4.331833770265803e-05,1.2555459761642851e-05,0.9999309778213501,3.775877303269226e-06,9.303130354965106e-06,0.9693565368652344,0.02306021936237812,0.00758321164175868,1,8
0.9797791242599487,0.0001061889051925391,0.0004321318119764328,0.015390174463391304,0.004292329307645559,0.006890266668051481,0.9915807843208313,0.0015289282891899347,1,9
0.32095128297805786,0.008877601474523544,0.6375648379325867,0.02708456665277481,0.005521619692444801,0.9669574499130249,0.023444989696145058,0.009597687982022762,1,10
0.8586748838424683,0.0036132638342678547,0.008675405755639076,0.12882861495018005,0.00020782735373359174,0.02607818879187107,0.09093321859836578,0.8829885721206665,1,11
1.289273541260627e-07,0.9999988079071045,6.93481467806123e-08,2.534430052492098e-07,7.344255550378875e-07,0.11763902753591537,0.07769130915403366,0.8046696782112122,1,12
0.07673183083534241,0.9194959998130798,0.00022598562645725906,0.003078946378082037,0.00046727503649890423,0.3613792657852173,0.009350304491817951,0.6292704343795776,1,13
0.957513153553009,0.001231894246302545,0.03844333440065384,0.0012161530321463943,0.0015955629060044885,0.6514394283294678,0.037982746958732605,0.3105778992176056,1,14
0.914993941783905,0.00014691420074086636,0.07558612525463104,0.0005490832263603806,0.008723891340196133,0.08204498887062073,0.3434227705001831,0.5745322108268738,1,15
0.9547383189201355,0.0016785110346972942,0.03730369359254837,0.0013252990320324898,0.004954179748892784,0.005198660306632519,0.985755205154419,0.009046121500432491,1,16
1.064063144440297e-05,4.1796650407377456e-07,0.99956876039505,8.259983133029891e-07,0.00041936300112865865,0.9047201871871948,0.062190406024456024,0.03308945521712303,1,17
0.9919243454933167,0.00092512764967978,0.006683973595499992,9.002575825434178e-05,0.00037644224357791245,0.005511066876351833,0.9937447905540466,0.0007442359928973019,1,18
3.1340391615231056e-08,3.3920301234502404e-07,0.9999984502792358,4.114463436621918e-09,1.211689664160076e-06,0.021103382110595703,0.9759741425514221,0.0029224823229014874,1,19
9.424711322481016e-08,2.0274336520742509e-07,0.9999977350234985,1.0085295087947088e-07,1.9651131424325285e-06,0.00470112357288599,0.9944973587989807,0.0008015919011086226,1,20
0.02083262987434864,0.08488339930772781,0.7018947601318359,0.0012241973308846354,0.1911649852991104,2.6440657931343925e-13,1.0,6.11107414671963e-11,1,21
0.35616838932037354,0.42188555002212524,0.0010312270605936646,0.051750414073467255,0.16916431486606598,8.179803785424156e-07,0.9999966621398926,2.5561753318470437e-06,1,22
0.9810221791267395,0.00074759591370821,0.0005153366946615279,0.009194429963827133,0.008520321920514107,3.22210144076962e-05,0.9990028738975525,0.0009648653212934732,1,23
0.7768418192863464,0.0017050307942554355,0.043783221393823624,0.08157488703727722,0.09609508514404297,0.002809673547744751,0.03478476405143738,0.9624055624008179,1,24
0.2634371519088745,0.0014774597948417068,0.17842420935630798,0.4654941260814667,0.09116706252098083,2.8675069188466296e-05,0.00041302008321508765,0.9995582699775696,1,25
0.003439494874328375,0.019043678417801857,0.0002995232352986932,1.991444150917232e-05,0.9771973490715027,0.9999959468841553,2.801523351081414e-06,1.1873103176185396e-06,1,26
4.2512166942287877e-07,0.00693053612485528,0.011115173809230328,2.4367001969949342e-05,0.9819294810295105,0.006890731398016214,3.593525616452098e-05,0.9930734038352966,1,27
0.025395343080163002,0.935973048210144,0.019618432968854904,0.0005219969898462296,0.018491260707378387,4.6659122745040804e-05,1.630220651804848e-07,0.9999531507492065,1,28
0.979052722454071,0.0005165110342204571,0.018751848489046097,3.2288560760207474e-05,0.0016465391963720322,0.03635092079639435,9.406272511114366e-06,0.9636397361755371,1,29
0.5767489075660706,0.0005232843686826527,0.3946264088153839,0.0012218107003718615,0.026879556477069855,0.5928638577461243,0.3351425528526306,0.0719936266541481,1,30
0.05614834278821945,0.000417207891587168,0.0017582463333383203,0.00022980061476118863,0.9414464831352234,0.7306569218635559,0.19949960708618164,0.06984341889619827,1,31
0.9690367579460144,0.0002149360516341403,0.02791704796254635,0.0013702833093702793,0.0014610153157263994,0.0308372862637043,0.9635497331619263,0.005612959619611502,1,32
0.00019498745677992702,1.1625851584540214e-05,0.9994694590568542,0.00018899986753240228,0.0001349988451693207,6.802735151723027e-05,0.9997534155845642,0.0001785699714673683,1,33
0.00010340767039451748,3.156349339406006e-05,0.9997661709785461,3.1569950351695297e-06,9.587800013832748e-05,1.1929885658901185e-05,0.9999790191650391,9.086031241167802e-06,1,34
0.001159096136689186,0.00010343588655814528,0.9973570108413696,0.0011352223809808493,0.0002452719782013446,0.0006427811458706856,0.9985937476158142,0.0007634303183294833,1,35
0.5193955302238464,0.06784036010503769,0.00039414523052982986,0.29783880710601807,0.11453118175268173,1.336221089331957e-08,0.9999860525131226,1.3922827747592237e-05,1,36
0.9966112971305847,0.001259242999367416,9.65886065387167e-05,0.0015738826477900147,0.0004589575401041657,0.0024409638717770576,0.9879468083381653,0.00961218774318695,1,37
0.9736526012420654,7.556391938123852e-05,9.687186684459448e-05,0.0227946974337101,0.0033802720718085766,0.006432246882468462,0.5184435844421387,0.47512418031692505,1,38
0.31244173645973206,0.002809653989970684,0.05515523627400398,0.6151658892631531,0.01442749984562397,0.8950026035308838,0.01815725676715374,0.08684007078409195,1,39
