energy,attention,episode,step
0.0,-1.0,1,0
-1.0,-1.0,1,1
-1.0,-2.0,1,2
-2.0,-2.0,1,3
-2.0,-3.0,1,4
-3.0,-3.0,1,5
-4.0,-3.0,1,6
-5.0,-3.0,1,7
-6.0,-3.0,1,8
-7.0,-3.0,1,9
-8.0,-3.0,1,10
-8.0,-4.0,1,11
-9.0,-4.0,1,12
-10.0,-4.0,1,13
-11.0,-4.0,1,14
-12.0,-4.0,1,15
-13.0,-4.0,1,16
-13.0,-5.0,1,17
-14.0,-5.0,1,18
-14.0,-5.0,1,19
-14.0,-5.0,1,20
-14.0,-6.0,1,21
-14.0,-7.0,1,22
-14.0,-8.0,1,23
-14.0,-9.0,1,24
-14.0,-10.0,1,25
-14.0,-11.0,1,26
-14.0,-12.0,1,27
-14.0,-13.0,1,28
-14.0,-14.0,1,29
-14.0,-15.0,1,30
-14.0,-16.0,1,31
-14.0,-17.0,1,32
-14.0,-18.0,1,33
-14.0,-19.0,1,34
-15.0,-19.0,1,35
-16.0,-19.0,1,36
-16.0,-19.0,1,37
-16.0,-19.0,1,38
-16.0,-19.0,1,39
-16.0,-19.0,1,40
-16.0,-19.0,1,41
-16.0,-19.0,1,42
-16.0,-19.0,1,43
-16.0,-19.0,1,44
-16.0,-19.0,1,45
-16.0,-19.0,1,46
-16.0,-19.0,1,47
-16.0,-19.0,1,48
-17.0,-19.0,1,49
0.0,-1.0,2,0
-1.0,-1.0,2,1
-2.0,-1.0,2,2
-2.0,-2.0,2,3
-3.0,-2.0,2,4
-3.0,-3.0,2,5
-4.0,-3.0,2,6
-5.0,-3.0,2,7
-6.0,-3.0,2,8
-7.0,-3.0,2,9
-8.0,-3.0,2,10
-9.0,-3.0,2,11
-10.0,-3.0,2,12
-10.0,-3.0,2,13
-11.0,-3.0,2,14
-12.0,-3.0,2,15
-13.0,-3.0,2,16
-14.0,-3.0,2,17
-15.0,-3.0,2,18
-16.0,-3.0,2,19
-17.0,-3.0,2,20
-18.0,-3.0,2,21
-19.0,-3.0,2,22
-20.0,-3.0,2,23
-21.0,-3.0,2,24
-22.0,-3.0,2,25
-23.0,-3.0,2,26
-24.0,-3.0,2,27
-25.0,-3.0,2,28
-26.0,-3.0,2,29
-27.0,-3.0,2,30
-27.0,-3.0,2,31
-28.0,-3.0,2,32
-29.0,-3.0,2,33
-29.0,-3.0,2,34
-29.0,-3.0,2,35
-29.0,-3.0,2,36
-29.0,-3.0,2,37
-29.0,-3.0,2,38
-29.0,-3.0,2,39
-29.0,-3.0,2,40
-29.0,-3.0,2,41
-29.0,-3.0,2,42
-29.0,-3.0,2,43
-29.0,-3.0,2,44
-29.0,-3.0,2,45
-29.0,-3.0,2,46
-29.0,-3.0,2,47
-29.0,-3.0,2,48
-29.0,-3.0,2,49
0.0,-1.0,3,0
-1.0,-1.0,3,1
-1.0,-1.0,3,2
-2.0,-1.0,3,3
-2.0,-2.0,3,4
-3.0,-2.0,3,5
-4.0,-2.0,3,6
-5.0,-2.0,3,7
-6.0,-2.0,3,8
-7.0,-2.0,3,9
-8.0,-2.0,3,10
-8.0,-2.0,3,11
-8.0,-2.0,3,12
-8.0,-2.0,3,13
-8.0,-2.0,3,14
-8.0,-2.0,3,15
-8.0,-2.0,3,16
-8.0,-2.0,3,17
-8.0,-2.0,3,18
-8.0,-2.0,3,19
-8.0,-2.0,3,20
-8.0,-2.0,3,21
-8.0,-2.0,3,22
-8.0,-2.0,3,23
-8.0,-2.0,3,24
-8.0,-2.0,3,25
-8.0,-2.0,3,26
-8.0,-2.0,3,27
-9.0,-2.0,3,28
-9.0,-2.0,3,29
-9.0,-2.0,3,30
-9.0,-2.0,3,31
-9.0,-2.0,3,32
-9.0,-2.0,3,33
-10.0,-2.0,3,34
-10.0,-2.0,3,35
-10.0,-2.0,3,36
-10.0,-2.0,3,37
-10.0,-2.0,3,38
-10.0,-2.0,3,39
-10.0,-2.0,3,40
-10.0,-2.0,3,41
-10.0,-2.0,3,42
-10.0,-2.0,3,43
-11.0,-2.0,3,44
-12.0,-2.0,3,45
-12.0,-2.0,3,46
-12.0,-2.0,3,47
-12.0,-2.0,3,48
-12.0,-2.0,3,49
0.0,-1.0,4,0
-1.0,-1.0,4,1
-2.0,-1.0,4,2
-2.0,-2.0,4,3
-3.0,-2.0,4,4
-4.0,-2.0,4,5
-5.0,-2.0,4,6
-6.0,-2.0,4,7
-7.0,-2.0,4,8
-8.0,-2.0,4,9
-9.0,-2.0,4,10
-10.0,-2.0,4,11
-11.0,-2.0,4,12
-12.0,-2.0,4,13
-13.0,-2.0,4,14
-14.0,-2.0,4,15
-15.0,-2.0,4,16
-16.0,-2.0,4,17
-17.0,-2.0,4,18
-18.0,-2.0,4,19
-19.0,-2.0,4,20
-20.0,-2.0,4,21
-21.0,-2.0,4,22
-22.0,-2.0,4,23
-23.0,-2.0,4,24
-24.0,-2.0,4,25
-25.0,-2.0,4,26
-26.0,-2.0,4,27
-27.0,-2.0,4,28
-28.0,-2.0,4,29
-29.0,-2.0,4,30
-30.0,-2.0,4,31
-31.0,-2.0,4,32
-32.0,-2.0,4,33
-33.0,-2.0,4,34
-34.0,-2.0,4,35
-35.0,-2.0,4,36
-36.0,-2.0,4,37
-37.0,-2.0,4,38
-38.0,-2.0,4,39
-39.0,-2.0,4,40
-40.0,-2.0,4,41
-41.0,-2.0,4,42
-42.0,-2.0,4,43
-43.0,-2.0,4,44
-44.0,-2.0,4,45
-45.0,-2.0,4,46
-46.0,-2.0,4,47
-47.0,-2.0,4,48
-48.0,-2.0,4,49
0.0,-1.0,5,0
-1.0,-1.0,5,1
-2.0,-1.0,5,2
-2.0,-1.0,5,3
-2.0,-1.0,5,4
-2.0,-1.0,5,5
-2.0,-1.0,5,6
-2.0,-1.0,5,7
-2.0,-1.0,5,8
-3.0,-1.0,5,9
-3.0,-1.0,5,10
-4.0,-1.0,5,11
-5.0,-1.0,5,12
-6.0,-1.0,5,13
-7.0,-1.0,5,14
-8.0,-1.0,5,15
-9.0,-1.0,5,16
-10.0,-1.0,5,17
-11.0,-1.0,5,18
-12.0,-1.0,5,19
-13.0,-1.0,5,20
-13.0,-1.0,5,21
-14.0,-1.0,5,22
-15.0,-1.0,5,23
-15.0,-1.0,5,24
-16.0,-1.0,5,25
-17.0,-1.0,5,26
-18.0,-1.0,5,27
-19.0,-1.0,5,28
-20.0,-1.0,5,29
-21.0,-1.0,5,30
-22.0,-1.0,5,31
-23.0,-1.0,5,32
-24.0,-1.0,5,33
-25.0,-1.0,5,34
-26.0,-1.0,5,35
-27.0,-1.0,5,36
-28.0,-1.0,5,37
-29.0,-1.0,5,38
-30.0,-1.0,5,39
-31.0,-1.0,5,40
-32.0,-1.0,5,41
-33.0,-1.0,5,42
-34.0,-1.0,5,43
-35.0,-1.0,5,44
-36.0,-1.0,5,45
-37.0,-1.0,5,46
-38.0,-1.0,5,47
-39.0,-1.0,5,48
-40.0,-1.0,5,49
