episode,step,total_reward
1000, 49950, -352.898278
2000, 99950, -872.249384
3000, 149950, -320.858633
4000, 199950, -282.128976
5000, 249950, -258.167881
6000, 299950, -228.202483
7000, 349950, -221.352112
8000, 399950, -212.855254
9000, 449950, -214.226495
10000, 499950, -208.283509
11000, 549950, -190.676224
12000, 599950, -184.083796
13000, 649950, -193.216736
14000, 699950, -167.852325
15000, 749950, -166.894260
16000, 799950, -172.146045
17000, 849950, -161.575491
18000, 899950, -167.081825
19000, 949950, -171.523873
20000, 999950, -158.245228
21000, 1049950, -170.066925
22000, 1099950, -159.861324
23000, 1149950, -170.700548
24000, 1199950, -180.900603
25000, 1249950, -190.577039
26000, 1299950, -164.865563
27000, 1349950, -184.131265
28000, 1399950, -155.476853
29000, 1449950, -159.063354
30000, 1499950, -176.862929
31000, 1549950, -153.349515
32000, 1599950, -141.019673
33000, 1649950, -135.711529
34000, 1699950, -172.348048
35000, 1749950, -138.478119
36000, 1799950, -158.793849
37000, 1849950, -161.184190
38000, 1899950, -143.703315
39000, 1949950, -145.633588
40000, 1999950, -154.158180
