episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -90.09659736787212, -88.84583126084623, -91.54731138815337, -82.40853834159454
2000, 99950, -160.65872645361594, -286.88048701714, -302.7244798141192, -121.9856910051905
3000, 149950, -70.49377565602792, -83.06825581329045, -82.56813710853704, -84.72846488071015
4000, 199950, -69.34689625985132, -76.75822216741231, -70.19433870981369, -65.82951902819825
5000, 249950, -56.18293185224087, -68.85303461659551, -75.88821856601115, -57.24369554137637
6000, 299950, -41.534168995366194, -62.27101676454166, -70.8738916062868, -53.52340588239366
7000, 349950, -36.30347060466373, -57.27720889387629, -76.6930437972091, -51.078388442992626
8000, 399950, -41.78737569160148, -56.51522090892605, -61.5340452831095, -53.01861182094153
9000, 449950, -47.95749481504708, -59.73818061416829, -59.89463171863736, -46.63618820554299
10000, 499950, -37.32123151418032, -62.566454049427065, -55.76950434679098, -52.62631911783986
11000, 549950, -38.461652869905585, -52.96267369523622, -53.76632854597756, -45.48556841036406
12000, 599950, -36.21284255451693, -54.19103518146051, -51.732415817993754, -41.94750217763499
13000, 649950, -38.03647617940185, -49.82810870523258, -52.65669664234479, -52.69545467025136
14000, 699950, -35.05378151751147, -48.50631965824758, -45.14553916472659, -39.14668426919228
15000, 749950, -35.13899321374176, -49.204298539130406, -46.28482140603091, -36.266146994472194
16000, 799950, -32.28133408693267, -59.41682744545581, -44.16661330654135, -36.281269831847915
17000, 849950, -37.54610044992025, -46.62650600365601, -42.92743386490579, -34.4754507523878
18000, 899950, -43.670021103332196, -42.93552160478209, -43.05630793150813, -37.41997424908678
19000, 949950, -46.26469855628417, -43.48485506792627, -42.28665786966124, -39.48766114242245
20000, 999950, -32.84562993532262, -42.079932252027646, -41.01604371063884, -42.30362213605734
21000, 1049950, -49.52269784204702, -43.22626190668099, -41.70362780728521, -35.614337034865024
22000, 1099950, -36.07948935275155, -41.395883135300785, -39.25382647660545, -43.132124809244864
23000, 1149950, -38.178243664752515, -45.86127014563524, -40.61778747957326, -46.04324647146804
24000, 1199950, -36.227116021969, -44.03562911347408, -43.66407863728476, -56.97377877869351
25000, 1249950, -53.600040275193656, -47.459268231455894, -36.94760478057056, -52.57012619723829
26000, 1299950, -37.77054111926189, -37.441710005756235, -46.94259066053535, -42.71072141198732
27000, 1349950, -37.07220090515388, -37.792549266974135, -38.24991007695936, -71.01660500847048
28000, 1399950, -34.96760932088014, -40.771072429703366, -35.68162494924289, -44.056546521843806
29000, 1449950, -43.17606622332106, -35.66550968609374, -35.03784704046049, -45.1839308875175
30000, 1499950, -41.78615662357989, -44.000948364289165, -48.75309724999131, -42.32272713298285
31000, 1549950, -38.260777228498455, -42.05297734890445, -34.009476999310934, -39.02628378253066
32000, 1599950, -31.498326860249733, -35.54364259865372, -35.76201597458568, -38.21568763958912
33000, 1649950, -30.81740881453832, -35.38714156421693, -33.83568689423976, -35.6712913701325
34000, 1699950, -36.90839431304709, -45.90773397551707, -35.13586053213784, -54.39605959923149
35000, 1749950, -31.12133984294006, -37.599998254874976, -35.49952045082016, -34.25726052185765
36000, 1799950, -35.81964774694779, -45.2880067207172, -36.11003614977621, -41.57615818709349
37000, 1849950, -32.34012241645645, -41.95021157328311, -40.20293185285715, -46.690924067279184
38000, 1899950, -33.75347673976334, -36.618708833806885, -35.40837412311246, -37.92275580046074
39000, 1949950, -32.83608213148935, -37.26425800089362, -34.93374861123938, -40.59949899500982
40000, 1999950, -35.52587742933418, -41.690874667751046, -32.35686230362436, -44.5845659134241
