a0_to_a1,a1_to_a0,episode,step
D,_,1,0
E,_,1,1
E,_,1,2
D,_,1,3
E,_,1,4
E,_,1,5
E,_,1,6
E,_,1,7
E,_,1,8
E,_,1,9
E,_,1,10
E,_,1,11
C,_,1,12
C,_,1,13
C,_,1,14
C,_,1,15
D,_,1,16
D,_,1,17
D,_,1,18
B,_,1,19
D,_,1,20
E,_,1,21
E,_,1,22
E,_,1,23
E,_,1,24
E,_,1,25
C,_,1,26
C,_,1,27
C,_,1,28
C,_,1,29
C,_,1,30
C,_,1,31
D,_,1,32
D,_,1,33
D,_,1,34
D,_,1,35
D,_,1,36
C,_,1,37
A,_,1,38
D,_,1,39
D,_,1,40
A,_,1,41
A,_,1,42
A,_,1,43
D,_,1,44
E,_,1,45
C,_,1,46
E,_,1,47
C,_,1,48
_,_,2,0
D,_,2,1
C,_,2,2
C,_,2,3
D,_,2,4
D,_,2,5
B,_,2,6
D,_,2,7
B,_,2,8
C,_,2,9
B,_,2,10
C,_,2,11
C,_,2,12
C,_,2,13
C,_,2,14
B,_,2,15
B,_,2,16
B,_,2,17
D,_,2,18
B,_,2,19
C,_,2,20
C,_,2,21
B,_,2,22
B,_,2,23
B,_,2,24
B,_,2,25
B,_,2,26
B,_,2,27
B,_,2,28
B,_,2,29
B,_,2,30
C,_,2,31
D,_,2,32
C,_,2,33
C,_,2,34
C,_,2,35
C,_,2,36
B,_,2,37
B,_,2,38
B,_,2,39
C,_,2,40
B,_,2,41
C,_,2,42
B,_,2,43
C,_,2,44
D,_,2,45
C,_,2,46
C,_,2,47
C,_,2,48
C,_,2,49
_,_,3,0
D,_,3,1
E,_,3,2
E,_,3,3
B,_,3,4
E,_,3,5
B,_,3,6
E,_,3,7
B,_,3,8
E,_,3,9
D,_,3,10
E,_,3,11
E,_,3,12
C,_,3,13
C,_,3,14
C,_,3,15
C,_,3,16
C,_,3,17
C,_,3,18
D,_,3,19
D,_,3,20
C,_,3,21
D,_,3,22
D,_,3,23
E,_,3,24
D,_,3,25
D,_,3,26
E,_,3,27
D,_,3,28
E,_,3,29
C,_,3,30
C,_,3,31
C,_,3,32
C,_,3,33
C,_,3,34
C,_,3,35
C,_,3,36
D,_,3,37
D,_,3,38
D,_,3,39
A,_,3,40
A,_,3,41
D,_,3,42
D,_,3,43
D,_,3,44
A,_,3,45
A,_,3,46
D,_,3,47
D,_,3,48
D,_,3,49
_,_,4,0
E,_,4,1
E,_,4,2
E,_,4,3
E,_,4,4
A,_,4,5
C,_,4,6
E,_,4,7
E,_,4,8
E,_,4,9
C,_,4,10
C,_,4,11
C,_,4,12
C,_,4,13
D,_,4,14
D,_,4,15
C,_,4,16
A,_,4,17
C,_,4,18
B,_,4,19
B,_,4,20
A,_,4,21
B,_,4,22
E,_,4,23
E,_,4,24
B,_,4,25
D,_,4,26
B,_,4,27
A,_,4,28
B,_,4,29
E,_,4,30
E,_,4,31
E,_,4,32
E,_,4,33
E,_,4,34
D,_,4,35
A,_,4,36
A,_,4,37
E,_,4,38
A,_,4,39
E,_,4,40
B,_,4,41
E,_,4,42
E,_,4,43
B,_,4,44
E,_,4,45
E,_,4,46
E,_,4,47
A,_,4,48
E,_,4,49
_,_,5,0
D,_,5,1
B,_,5,2
B,_,5,3
B,_,5,4
B,_,5,5
B,_,5,6
B,_,5,7
B,_,5,8
B,_,5,9
B,_,5,10
B,_,5,11
B,_,5,12
B,_,5,13
B,_,5,14
C,_,5,15
A,_,5,16
B,_,5,17
E,_,5,18
E,_,5,19
A,_,5,20
A,_,5,21
D,_,5,22
D,_,5,23
A,_,5,24
E,_,5,25
A,_,5,26
C,_,5,27
A,_,5,28
C,_,5,29
A,_,5,30
B,_,5,31
E,_,5,32
E,_,5,33
C,_,5,34
C,_,5,35
C,_,5,36
C,_,5,37
D,_,5,38
E,_,5,39
C,_,5,40
A,_,5,41
C,_,5,42
B,_,5,43
B,_,5,44
B,_,5,45
B,_,5,46
B,_,5,47
B,_,5,48
B,_,5,49
