episode,step,total_reward
1000, 25408, -17.412102
2000, 52660, -17.726536
3000, 81885, 17.208510
4000, 113217, 29.651930
5000, 146916, 40.843941
6000, 182997, 65.285892
7000, 221756, 58.984139
8000, 263306, 53.830206
9000, 307869, 30.651910
10000, 355637, 24.944803
11000, 406940, 23.236759
12000, 461923, 24.170890
13000, 520889, 29.883800
14000, 584098, 45.085992
15000, 651925, 44.800277
16000, 724634, 61.414396
17000, 802600, 69.090644
18000, 886188, 77.405872
19000, 975835, 83.104745
20000, 1071923, 147.630782
21000, 1174970, 160.970225
22000, 1285436, 115.208868
23000, 1403866, 175.000865
24000, 1530832, 209.501998
25000, 1666959, 382.027251
26000, 1812882, 715.217718
27000, 1969314, 404.223087
28000, 2137004, 241.810385
29000, 2316778, 196.929720
30000, 2509476, 199.545502
31000, 2709475, 208.723740
32000, 2909475, 229.748803
33000, 3109475, 293.081727
34000, 3309475, 293.163196
35000, 3509475, 288.097566
36000, 3709475, 274.767669
37000, 3909475, 316.411727
38000, 4109475, 266.449188
39000, 4309475, 270.206865
40000, 4509475, 275.008993
41000, 4709475, 276.026699
42000, 4909475, 284.379563
43000, 5109475, 280.474021
44000, 5309475, 294.710674
45000, 5509475, 311.244648
46000, 5709475, 312.624648
47000, 5909475, 309.489130
48000, 6109475, 309.989718
49000, 6309475, 291.036967
50000, 6509475, 320.867991
