episode,step,agent0_money,agent1_money
200, 9950, -26.21105527638191, -22.974874371859297
400, 19950, -25.27, -22.77
600, 29950, -25.525, -22.635
800, 39950, -25.625, -22.645
1000, 49950, -25.345, -22.07
1200, 59950, -17.71, -10.92
1400, 69950, -8.08, -29.055
1600, 79950, -0.45, -19.21
1800, 89950, -0.675, -29.7
2000, 99950, -1.7, -22.945
2200, 109950, -0.71, -20.855
2400, 119950, -2.245, -20.455
2600, 129950, -2.47, -17.32
2800, 139950, -8.01, -19.56
3000, 149950, -6.355, -25.335
3200, 159950, -9.335, -30.94
3400, 169950, -30.61, -35.235
3600, 179950, -44.055, -30.74
3800, 189950, -46.62, -37.225
4000, 199950, -46.29, -40.66
4200, 209950, -46.085, -40.845
4400, 219950, -45.55, -44.5
4600, 229950, -45.28, -43.985
4800, 239950, -47.46, -42.61
5000, 249950, -45.4, -45.71
5200, 259950, -46.75, -44.37
5400, 269950, -46.835, -45.515
5600, 279950, -47.71, -47.355
5800, 289950, -44.835, -49.2
6000, 299950, -45.525, -48.685
6200, 309950, -44.26, -49.58
6400, 319950, -41.7, -49.64
6600, 329950, -44.335, -49.005
6800, 339950, -37.655, -49.675
7000, 349950, -34.99, -48.745
7200, 359950, -37.34, -49.33
7400, 369950, -41.36, -49.545
7600, 379950, -35.275, -49.455
7800, 389950, -32.445, -49.715
8000, 399950, -30.045, -49.825
8200, 409950, -32.26, -49.84
8400, 419950, -33.965, -49.785
8600, 429950, -35.6, -49.855
8800, 439950, -28.14, -49.82
9000, 449950, -26.95, -49.815
9200, 459950, -25.91, -49.845
9400, 469950, -28.23, -49.34
9600, 479950, -28.26, -49.785
9800, 489950, -30.41, -49.82
10000, 499950, -27.44, -49.885
10200, 509950, -26.5, -49.8
10400, 519950, -24.845, -49.785
10600, 529950, -25.305, -49.925
10800, 539950, -26.2, -49.845
11000, 549950, -27.08, -49.865
11200, 559950, -28.37, -49.93
11400, 569950, -28.65, -49.825
11600, 579950, -27.405, -49.865
11800, 589950, -27.785, -49.955
12000, 599950, -30.11, -49.75
12200, 609950, -30.295, -49.865
12400, 619950, -29.85, -49.86
12600, 629950, -30.99, -49.795
12800, 639950, -30.555, -49.865
13000, 649950, -27.76, -49.615
13200, 659950, -28.525, -49.86
13400, 669950, -24.485, -49.93
13600, 679950, -22.505, -49.94
13800, 689950, -22.62, -49.425
14000, 699950, -19.6, -49.85
14200, 709950, -21.46, -49.955
14400, 719950, -22.205, -49.92
14600, 729950, -21.325, -49.895
14800, 739950, -22.15, -49.645
15000, 749950, -24.06, -49.775
15200, 759950, -23.23, -49.775
15400, 769950, -18.47, -49.75
15600, 779950, -23.51, -49.88
15800, 789950, -25.05, -49.81
16000, 799950, -22.55, -49.64
16200, 809950, -18.845, -49.735
16400, 819950, -19.94, -49.745
16600, 829950, -16.945, -49.83
16800, 839950, -13.4, -49.935
17000, 849950, -12.35, -49.78
17200, 859950, -15.6, -45.53
17400, 869950, -12.925, -49.775
17600, 879950, -17.12, -45.715
17800, 889950, -18.23, -44.215
18000, 899950, -16.805, -43.68
18200, 909950, -13.21, -41.29
18400, 919950, -13.75, -40.34
18600, 929950, -12.63, -43.505
18800, 939950, -15.915, -42.2
19000, 949950, -17.145, -40.555
19200, 959950, -15.145, -42.48
19400, 969950, -16.935, -42.175
19600, 979950, -16.095, -38.495
19800, 989950, -16.305, -42.485
20000, 999950, -13.0, -39.51
