energy,attention,episode,step
-1.0,0.0,1,0
-2.0,0.0,1,1
-3.0,0.0,1,2
-4.0,0.0,1,3
-5.0,0.0,1,4
-6.0,0.0,1,5
-7.0,0.0,1,6
-8.0,0.0,1,7
-9.0,0.0,1,8
-9.0,0.0,1,9
-9.0,0.0,1,10
-9.0,0.0,1,11
-9.0,0.0,1,12
-9.0,0.0,1,13
-9.0,0.0,1,14
-10.0,0.0,1,15
-10.0,0.0,1,16
-10.0,0.0,1,17
-10.0,0.0,1,18
-11.0,0.0,1,19
-11.0,0.0,1,20
-11.0,0.0,1,21
-11.0,0.0,1,22
-11.0,0.0,1,23
-12.0,0.0,1,24
-13.0,0.0,1,25
-13.0,0.0,1,26
-13.0,0.0,1,27
-13.0,0.0,1,28
-14.0,0.0,1,29
-15.0,0.0,1,30
-16.0,0.0,1,31
-16.0,0.0,1,32
-16.0,0.0,1,33
-17.0,0.0,1,34
-17.0,0.0,1,35
-17.0,0.0,1,36
-17.0,0.0,1,37
-17.0,0.0,1,38
-18.0,0.0,1,39
-18.0,0.0,1,40
-18.0,0.0,1,41
-18.0,0.0,1,42
-18.0,0.0,1,43
-18.0,0.0,1,44
-18.0,0.0,1,45
-18.0,0.0,1,46
-19.0,0.0,1,47
-19.0,0.0,1,48
-19.0,0.0,1,49
-1.0,0.0,2,0
-2.0,0.0,2,1
-3.0,0.0,2,2
-4.0,0.0,2,3
-5.0,0.0,2,4
-6.0,0.0,2,5
-7.0,0.0,2,6
-8.0,0.0,2,7
-9.0,0.0,2,8
-10.0,0.0,2,9
-11.0,0.0,2,10
-12.0,0.0,2,11
-13.0,0.0,2,12
-13.0,0.0,2,13
-13.0,0.0,2,14
-13.0,0.0,2,15
-13.0,0.0,2,16
-13.0,0.0,2,17
-13.0,0.0,2,18
-13.0,0.0,2,19
-13.0,0.0,2,20
-13.0,0.0,2,21
-13.0,0.0,2,22
-13.0,0.0,2,23
-13.0,0.0,2,24
-13.0,0.0,2,25
-13.0,0.0,2,26
-13.0,0.0,2,27
-13.0,0.0,2,28
-13.0,0.0,2,29
-13.0,0.0,2,30
-13.0,0.0,2,31
-13.0,0.0,2,32
-13.0,0.0,2,33
-13.0,0.0,2,34
-13.0,0.0,2,35
-13.0,0.0,2,36
-13.0,0.0,2,37
-13.0,0.0,2,38
-13.0,0.0,2,39
-13.0,0.0,2,40
-13.0,0.0,2,41
