energy0,episode,step
-1.0,1,0
-2.0,1,1
-3.0,1,2
-4.0,1,3
-5.0,1,4
-5.0,1,5
-6.0,1,6
-7.0,1,7
-8.0,1,8
-9.0,1,9
-10.0,1,10
-11.0,1,11
-12.0,1,12
-13.0,1,13
-13.0,1,14
-13.0,1,15
-14.0,1,16
-15.0,1,17
-15.0,1,18
-15.0,1,19
-15.0,1,20
-15.0,1,21
-15.0,1,22
-15.0,1,23
-15.0,1,24
-15.0,1,25
-15.0,1,26
-16.0,1,27
-16.0,1,28
-16.0,1,29
-16.0,1,30
-16.0,1,31
-16.0,1,32
-16.0,1,33
-16.0,1,34
-16.0,1,35
-17.0,1,36
-17.0,1,37
-17.0,1,38
-18.0,1,39
-18.0,1,40
-19.0,1,41
-19.0,1,42
-20.0,1,43
-20.0,1,44
-20.0,1,45
-20.0,1,46
-20.0,1,47
-20.0,1,48
-20.0,1,49
-1.0,2,0
-1.0,2,1
-2.0,2,2
-2.0,2,3
-3.0,2,4
-4.0,2,5
-4.0,2,6
-4.0,2,7
-4.0,2,8
-4.0,2,9
-5.0,2,10
-5.0,2,11
-5.0,2,12
-5.0,2,13
-6.0,2,14
-6.0,2,15
-6.0,2,16
-6.0,2,17
-6.0,2,18
-7.0,2,19
-7.0,2,20
-7.0,2,21
-7.0,2,22
-7.0,2,23
-7.0,2,24
-7.0,2,25
-7.0,2,26
-8.0,2,27
-8.0,2,28
-8.0,2,29
-8.0,2,30
-9.0,2,31
-9.0,2,32
-9.0,2,33
-9.0,2,34
-10.0,2,35
-10.0,2,36
-10.0,2,37
-10.0,2,38
-10.0,2,39
-11.0,2,40
-11.0,2,41
-11.0,2,42
-11.0,2,43
-11.0,2,44
-11.0,2,45
-11.0,2,46
-11.0,2,47
-11.0,2,48
-11.0,2,49
-1.0,3,0
-2.0,3,1
-3.0,3,2
-4.0,3,3
-5.0,3,4
-6.0,3,5
-7.0,3,6
-8.0,3,7
-9.0,3,8
-10.0,3,9
-11.0,3,10
-12.0,3,11
-13.0,3,12
-13.0,3,13
-13.0,3,14
-13.0,3,15
-13.0,3,16
-14.0,3,17
-15.0,3,18
-16.0,3,19
-17.0,3,20
-18.0,3,21
-19.0,3,22
-20.0,3,23
-21.0,3,24
-22.0,3,25
-23.0,3,26
-23.0,3,27
-23.0,3,28
-24.0,3,29
-25.0,3,30
-26.0,3,31
-27.0,3,32
-27.0,3,33
-27.0,3,34
-27.0,3,35
-27.0,3,36
-27.0,3,37
-27.0,3,38
-27.0,3,39
-27.0,3,40
-27.0,3,41
-27.0,3,42
-27.0,3,43
-27.0,3,44
-27.0,3,45
-27.0,3,46
-27.0,3,47
-27.0,3,48
-27.0,3,49
-1.0,4,0
-2.0,4,1
-3.0,4,2
-4.0,4,3
-5.0,4,4
-6.0,4,5
-7.0,4,6
-8.0,4,7
-9.0,4,8
-10.0,4,9
-11.0,4,10
-12.0,4,11
-13.0,4,12
-14.0,4,13
-15.0,4,14
-16.0,4,15
-17.0,4,16
-18.0,4,17
-19.0,4,18
-20.0,4,19
-21.0,4,20
-22.0,4,21
-23.0,4,22
-24.0,4,23
-25.0,4,24
-26.0,4,25
-26.0,4,26
-27.0,4,27
-27.0,4,28
-27.0,4,29
-27.0,4,30
-27.0,4,31
-27.0,4,32
-27.0,4,33
-27.0,4,34
-28.0,4,35
-28.0,4,36
-28.0,4,37
-28.0,4,38
-28.0,4,39
-28.0,4,40
-28.0,4,41
-28.0,4,42
-29.0,4,43
-29.0,4,44
-29.0,4,45
-29.0,4,46
-29.0,4,47
-29.0,4,48
-29.0,4,49
-1.0,5,0
-2.0,5,1
-3.0,5,2
-4.0,5,3
-5.0,5,4
-6.0,5,5
-7.0,5,6
-8.0,5,7
-8.0,5,8
-9.0,5,9
-9.0,5,10
-10.0,5,11
-10.0,5,12
-11.0,5,13
-12.0,5,14
-13.0,5,15
-14.0,5,16
-15.0,5,17
-16.0,5,18
-17.0,5,19
-18.0,5,20
-19.0,5,21
-20.0,5,22
-21.0,5,23
-22.0,5,24
-23.0,5,25
-24.0,5,26
-25.0,5,27
-26.0,5,28
-27.0,5,29
-28.0,5,30
-29.0,5,31
-30.0,5,32
-31.0,5,33
-32.0,5,34
-33.0,5,35
-34.0,5,36
-35.0,5,37
-36.0,5,38
-37.0,5,39
-38.0,5,40
-39.0,5,41
-39.0,5,42
-39.0,5,43
-40.0,5,44
-40.0,5,45
-40.0,5,46
-40.0,5,47
-40.0,5,48
-40.0,5,49
