act0,act1,act2,act3,act4,episode,step
0.03110527992248535,0.7235390543937683,0.00801696628332138,0.0067288801074028015,0.23060978949069977,1,0
0.001295906607992947,0.00011235621786909178,0.9978342652320862,0.00034629827132448554,0.0004111546732019633,1,1
0.0012799330288544297,0.012273560278117657,0.980589747428894,0.004427992273122072,0.0014288198435679078,1,2
0.0058412873186171055,0.0006015899707563221,0.9886759519577026,0.0002042382548097521,0.004676906391978264,1,3
0.005376724060624838,0.0006442498415708542,0.9786024689674377,0.0011881630634889007,0.014188346453011036,1,4
0.0005294479196891189,0.0005083051510155201,0.9899510741233826,0.008093039505183697,0.0009181138011626899,1,5
0.001283760298974812,8.139247074723244e-05,0.9964354038238525,0.0004751671222038567,0.0017243223264813423,1,6
0.0009350540931336582,0.0006128103705123067,0.9368741512298584,0.04618484526872635,0.015393252484500408,1,7
0.0016070518177002668,0.0011446088319644332,0.00027584916097112,0.012559249065816402,0.9844132661819458,1,8
0.0016929499106481671,0.004612004850059748,0.0014024899573996663,0.00015539352898485959,0.9921371340751648,1,9
0.005407766904681921,0.003933934029191732,0.0006896125851199031,0.00017374404706060886,0.989794909954071,1,10
0.009231419302523136,0.7162948250770569,0.0012189099797978997,0.005406613927334547,0.26784828305244446,1,11
0.0005362757365219295,0.6956114768981934,0.09279623627662659,0.008821574039757252,0.20223456621170044,1,12
0.0005940268747508526,0.6142306327819824,0.0007948025595396757,0.001700504799373448,0.38267993927001953,1,13
0.00014851144806016237,0.0446627251803875,0.001617226516827941,0.0005503915599547327,0.9530211091041565,1,14
0.008773207664489746,0.7376422882080078,0.0021716111805289984,0.0033473423682153225,0.2480655312538147,1,15
0.00010074879537569359,8.268233796115965e-05,0.0004504834651015699,0.9992740750312805,9.202003275277093e-05,1,16
7.023486978141591e-05,3.918987567885779e-05,2.2698519387631677e-05,0.999861478805542,6.407212367776083e-06,1,17
0.00011015872587449849,4.276581239537336e-05,7.899613410700113e-05,0.9997387528419495,2.937505632871762e-05,1,18
3.126429146504961e-05,1.7346272215945646e-05,4.458609964785865e-06,0.9997382760047913,0.00020862260134890676,1,19
0.0004920822102576494,0.00041060091461986303,0.0003282278776168823,0.9982719421386719,0.0004970688605681062,1,20
0.0010736582335084677,0.008623553439974785,0.0008011952741071582,0.9893838763237,0.00011772956349886954,1,21
0.012922060675919056,0.0009980191243812442,0.0003148084506392479,0.9837577939033508,0.00200737570412457,1,22
0.001836974173784256,0.004123969003558159,0.9773073196411133,0.01590169034898281,0.000830136938020587,1,23
