a0_to_a1,a1_to_a0,episode,step
B,_,1,0
B,_,1,1
B,_,1,2
B,_,1,3
B,_,1,4
B,_,1,5
A,_,1,6
A,_,1,7
A,_,1,8
A,_,1,9
E,_,1,10
D,_,1,11
D,_,1,12
D,_,1,13
D,_,1,14
D,_,1,15
D,_,1,16
A,_,1,17
A,_,1,18
C,_,1,19
D,_,1,20
A,_,1,21
A,_,1,22
A,_,1,23
A,_,1,24
A,_,1,25
B,_,1,26
D,_,1,27
D,_,1,28
D,_,1,29
D,_,1,30
A,_,1,31
A,_,1,32
A,_,1,33
A,_,1,34
A,_,1,35
D,_,1,36
E,_,1,37
E,_,1,38
D,_,1,39
D,_,1,40
D,_,1,41
D,_,1,42
D,_,1,43
A,_,1,44
A,_,1,45
A,_,1,46
A,_,1,47
A,_,1,48
_,_,2,0
B,_,2,1
B,_,2,2
B,_,2,3
B,_,2,4
B,_,2,5
B,_,2,6
B,_,2,7
B,_,2,8
D,_,2,9
D,_,2,10
D,_,2,11
D,_,2,12
A,_,2,13
A,_,2,14
A,_,2,15
A,_,2,16
A,_,2,17
A,_,2,18
D,_,2,19
D,_,2,20
D,_,2,21
D,_,2,22
D,_,2,23
D,_,2,24
A,_,2,25
A,_,2,26
A,_,2,27
A,_,2,28
A,_,2,29
A,_,2,30
D,_,2,31
D,_,2,32
D,_,2,33
D,_,2,34
D,_,2,35
D,_,2,36
A,_,2,37
A,_,2,38
A,_,2,39
A,_,2,40
A,_,2,41
A,_,2,42
A,_,2,43
D,_,2,44
D,_,2,45
D,_,2,46
D,_,2,47
D,_,2,48
D,_,2,49
_,_,3,0
B,_,3,1
B,_,3,2
B,_,3,3
B,_,3,4
B,_,3,5
B,_,3,6
B,_,3,7
B,_,3,8
A,_,3,9
A,_,3,10
A,_,3,11
A,_,3,12
A,_,3,13
D,_,3,14
D,_,3,15
D,_,3,16
D,_,3,17
D,_,3,18
D,_,3,19
E,_,3,20
C,_,3,21
B,_,3,22
A,_,3,23
A,_,3,24
A,_,3,25
A,_,3,26
A,_,3,27
A,_,3,28
A,_,3,29
D,_,3,30
D,_,3,31
D,_,3,32
D,_,3,33
D,_,3,34
D,_,3,35
D,_,3,36
A,_,3,37
B,_,3,38
A,_,3,39
A,_,3,40
A,_,3,41
A,_,3,42
A,_,3,43
A,_,3,44
D,_,3,45
D,_,3,46
D,_,3,47
D,_,3,48
D,_,3,49
_,_,4,0
C,_,4,1
C,_,4,2
C,_,4,3
A,_,4,4
A,_,4,5
A,_,4,6
A,_,4,7
A,_,4,8
A,_,4,9
A,_,4,10
E,_,4,11
A,_,4,12
A,_,4,13
B,_,4,14
D,_,4,15
D,_,4,16
D,_,4,17
D,_,4,18
D,_,4,19
D,_,4,20
A,_,4,21
A,_,4,22
A,_,4,23
A,_,4,24
A,_,4,25
A,_,4,26
A,_,4,27
D,_,4,28
D,_,4,29
D,_,4,30
D,_,4,31
D,_,4,32
D,_,4,33
B,_,4,34
A,_,4,35
A,_,4,36
A,_,4,37
A,_,4,38
A,_,4,39
A,_,4,40
A,_,4,41
D,_,4,42
D,_,4,43
D,_,4,44
D,_,4,45
D,_,4,46
D,_,4,47
D,_,4,48
A,_,4,49
_,_,5,0
A,_,5,1
A,_,5,2
A,_,5,3
A,_,5,4
A,_,5,5
D,_,5,6
D,_,5,7
D,_,5,8
D,_,5,9
D,_,5,10
D,_,5,11
D,_,5,12
A,_,5,13
A,_,5,14
A,_,5,15
A,_,5,16
A,_,5,17
A,_,5,18
A,_,5,19
D,_,5,20
D,_,5,21
D,_,5,22
D,_,5,23
D,_,5,24
D,_,5,25
A,_,5,26
A,_,5,27
A,_,5,28
A,_,5,29
A,_,5,30
A,_,5,31
A,_,5,32
D,_,5,33
D,_,5,34
D,_,5,35
D,_,5,36
D,_,5,37
D,_,5,38
A,_,5,39
A,_,5,40
A,_,5,41
A,_,5,42
A,_,5,43
D,_,5,44
D,_,5,45
D,_,5,46
D,_,5,47
D,_,5,48
A,_,5,49
