episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 49950, -84.37141685568672, -85.45705347797353, -84.10176354981022, -80.20023905015248
2000, 99950, -284.0797471700483, -163.11395655794104, -153.58222245377593, -116.47136737085859
3000, 149950, -70.76023927023829, -71.91687200171741, -95.36414367591284, -59.59802091931043
4000, 199950, -63.388722324944915, -63.70170567945953, -72.37510707515604, -54.18395881079404
5000, 249950, -54.37260515053708, -59.66879691523342, -63.093249793623805, -51.103698744454235
6000, 299950, -54.49112217428028, -55.01419722610189, -66.83520703646543, -50.06955406937309
7000, 349950, -52.699340949159364, -53.32882036526792, -62.81133176473828, -46.7552507002549
8000, 399950, -56.57901505071259, -50.71370741550369, -64.97349788255936, -49.291045161378186
9000, 449950, -51.91441847871198, -49.25753413324586, -63.27974152407431, -45.927720081907914
10000, 499950, -54.412524016719416, -47.38151815365975, -60.22313631047511, -46.60723380804882
11000, 549950, -50.910099819746684, -44.15621875615984, -58.296964741506045, -43.46555791871225
12000, 599950, -45.750842421056745, -40.78291340015337, -51.67953255184885, -40.25740227585902
13000, 649950, -43.469577687129934, -40.666729764275956, -48.16830708901762, -39.49214067659037
14000, 699950, -49.82447388186444, -39.997708949266006, -51.160304728494985, -38.548589854363904
15000, 749950, -42.99180979806894, -39.39210255094008, -53.18560875482934, -37.33552837019146
16000, 799950, -44.909063029153536, -36.44427467168196, -44.58077322282909, -38.303331960547524
17000, 849950, -44.14940448853634, -33.70340821097838, -41.25891232862511, -35.9857872488919
18000, 899950, -46.141946542644945, -30.944164767957066, -48.388342040309055, -32.47115605222535
19000, 949950, -42.95968565532666, -32.87040939690077, -43.349825515083026, -32.944466902017986
20000, 999950, -43.109427111368504, -33.41580469577618, -38.767640611913116, -29.339720425165943
21000, 1049950, -45.43561351257712, -35.20750449774171, -42.037044246835634, -32.31217337282149
22000, 1099950, -40.72480139112801, -34.65210474002651, -36.17483154688739, -27.213999760781093
23000, 1149950, -46.843813607309, -34.745804669714005, -39.496847349175354, -27.85443795634773
24000, 1199950, -35.484019322053385, -32.67952346056805, -36.9034186789062, -29.114907896538575
25000, 1249950, -59.51122077358119, -36.048589510843144, -35.997682794506666, -31.612181481526612
26000, 1299950, -50.1530532641406, -40.58292663403469, -49.685642829192346, -33.47159612916842
27000, 1349950, -38.87736944161482, -47.89587809479131, -39.195448999264364, -29.941617305461985
28000, 1399950, -42.41681403355752, -31.58170651386599, -51.50363789459891, -29.54477158018943
29000, 1449950, -34.39454315066392, -30.25321097900075, -31.568927352412686, -27.734815517535477
30000, 1499950, -31.11586745610898, -31.377418503334393, -29.979688209592045, -27.87082695570342
31000, 1549950, -32.441933122112445, -31.13473901311541, -35.0068903907648, -28.698020317313176
32000, 1599950, -34.25827791343479, -28.573920125764932, -35.59169010310774, -27.304441696134468
33000, 1649950, -30.403554094746063, -28.32258634932695, -39.950517803302915, -26.396552707771953
34000, 1699950, -32.423939725051326, -31.12287390093962, -47.268646414886064, -27.989024773021544
35000, 1749950, -28.32001898671567, -30.04470624956354, -32.25141256427027, -25.656147722367834
36000, 1799950, -31.520569505799124, -32.710083817415125, -34.15729313824672, -27.472827481020744
37000, 1849950, -27.68052420175645, -33.22207828149392, -35.74036906111617, -26.8545367533494
38000, 1899950, -31.282013123044482, -36.035778970882575, -48.85534130588641, -30.911912162898457
39000, 1949950, -29.410393506079274, -33.897481441710624, -35.71444418746693, -27.887556149207295
40000, 1999950, -30.349985520234302, -34.86440072691984, -32.542293645663456, -27.18356698891293
