episode,step,total_reward
1000, 49950, -334.130473
2000, 99950, -717.247294
3000, 149950, -297.639276
4000, 199950, -253.649494
5000, 249950, -228.238351
6000, 299950, -226.410081
7000, 349950, -215.594744
8000, 399950, -221.557266
9000, 449950, -210.379414
10000, 499950, -208.624412
11000, 549950, -196.828841
12000, 599950, -178.470691
13000, 649950, -171.796755
14000, 699950, -179.531077
15000, 749950, -172.905049
16000, 799950, -164.237443
17000, 849950, -155.097512
18000, 899950, -157.945609
19000, 949950, -152.124387
20000, 999950, -144.632593
21000, 1049950, -154.992336
22000, 1099950, -138.765737
23000, 1149950, -148.940904
24000, 1199950, -134.181869
25000, 1249950, -163.169675
26000, 1299950, -173.893219
27000, 1349950, -155.910314
28000, 1399950, -155.046930
29000, 1449950, -123.951497
30000, 1499950, -120.343801
31000, 1549950, -127.281583
32000, 1599950, -125.728330
33000, 1649950, -125.073211
34000, 1699950, -138.804485
35000, 1749950, -116.272286
36000, 1799950, -125.860774
37000, 1849950, -123.497508
38000, 1899950, -147.085046
39000, 1949950, -126.909875
40000, 1999950, -124.940247
