episode,step,agent0_rew,agent1_rew,agent2_rew,agent3_rew
1000, 25408, 1.95, 1.95, 1.95, -10.145871453081133
2000, 52660, 4.06, 4.06, 4.06, -12.557440846215421
3000, 81885, 4.95, 4.95, 4.95, -5.616437732936161
4000, 113217, 10.82, 10.82, 10.82, -11.574995237901522
5000, 146916, 61.77, 61.77, 61.77, -68.88827757139427
6000, 182997, 59.21, 59.21, 59.21, -80.67715082257956
7000, 221756, 45.82, 45.82, 45.82, -63.17117805701336
8000, 263306, 35.77, 35.77, 35.77, -51.67919680632408
9000, 307869, 25.91, 25.91, 25.91, -41.692209412067974
10000, 355637, 26.04, 26.04, 26.04, -41.59132693034384
11000, 406940, 29.32, 29.32, 29.32, -46.828709841313284
12000, 461923, 26.66, 26.66, 26.66, -48.17232294634212
13000, 520889, 31.65, 31.65, 31.65, -47.76173356913106
14000, 584098, 35.09, 35.09, 35.09, -52.18330024404422
15000, 651925, 35.93, 35.93, 35.93, -55.683927846728494
16000, 724634, 37.77, 37.77, 37.77, -58.70087936197498
17000, 802600, 38.86, 38.86, 38.86, -63.504522984830174
18000, 886188, 45.63, 45.63, 45.63, -72.47035269121544
19000, 975835, 56.68, 56.68, 56.68, -81.86064528934853
20000, 1071923, 75.41, 75.41, 75.41, -103.29528470731458
21000, 1174970, 73.81, 73.81, 73.81, -102.33046019077318
22000, 1285436, 69.25, 69.25, 69.25, -100.14541710298062
23000, 1403866, 58.93, 58.93, 58.93, -98.66047987179478
24000, 1530832, 61.62, 61.62, 61.62, -94.66846999943317
25000, 1666959, 61.75, 61.75, 61.75, -93.8596697744973
26000, 1812882, 59.72, 59.72, 59.72, -96.78138964191152
27000, 1969314, 68.75, 68.75, 68.75, -108.71339783633664
28000, 2137004, 68.39, 68.39, 68.39, -114.20531336979386
29000, 2316778, 75.98, 75.98, 75.98, -128.5930002059506
30000, 2509476, 80.34, 80.34, 80.34, -159.4453820549506
31000, 2709475, 75.8, 75.8, 75.8, -144.34180923307997
32000, 2909475, 66.48, 66.48, 66.48, -138.69280277709876
33000, 3109475, 68.23, 68.23, 68.23, -122.0006202363875
34000, 3309475, 75.55, 75.55, 75.55, -130.43181408191313
35000, 3509475, 73.15, 73.15, 73.15, -127.89221397121094
36000, 3709475, 90.31, 90.31, 90.31, -140.9288316181849
37000, 3909475, 88.69, 88.69, 88.69, -139.73070138806182
38000, 4109475, 89.99, 89.99, 89.99, -146.6369976874938
39000, 4309475, 96.04, 96.04, 96.04, -160.90830602220188
40000, 4509475, 88.12, 88.12, 88.12, -143.0390091161014
41000, 4709475, 86.73, 86.73, 86.73, -140.73676375627159
42000, 4909475, 85.53, 85.53, 85.53, -137.08246420161493
43000, 5109475, 79.69, 79.69, 79.69, -121.6400695844861
44000, 5309475, 89.07, 89.07, 89.07, -137.86846158573704
45000, 5509475, 85.77, 85.77, 85.77, -136.6613352285262
46000, 5709475, 85.12, 85.12, 85.12, -130.94082236679256
47000, 5909475, 97.0, 97.0, 97.0, -147.58691771441175
48000, 6109475, 87.09, 87.09, 87.09, -136.80100946157683
49000, 6309475, 99.35, 99.35, 99.35, -157.05088000110928
50000, 6509475, 98.02, 98.02, 98.02, -157.20475140056956
51000, 6709475, 94.39, 94.39, 94.39, -150.15746956808545
52000, 6909475, 89.05, 89.05, 89.05, -141.0366305895877
53000, 7109475, 93.53, 93.53, 93.53, -147.7272324207394
